entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-02022,PËLONI,5,de nombreux travaux de routes et chemins de fer,,,transport_maritime
L1912-02022,PËLONI,6,l'école coloniale d'Agriculture de M'unis,,,
L1912-02022,PËLONI,7,les bâtiments de l'a pyrotechnie et des approvisionnements de la. flotte à l'arsenal de Skli-Abdallah,,,
L1912-02022,PËLONI,8,les travaux en béton armé des casernes de Bizerte,,,
L1912-02022,PËLONI,9,"un pont de -iO mètres de portée en béton de ciment armé à Béja, etc. Membre de la Chambre de Commerce de M'unis, 1890-190.1",1890,Béja,
L1912-02022,PËLONI,10,secrétaire élu de ce corps 1890-92,1890,,
L1912-02022,PËLONI,11,"vice-prés, de cette assemblée. 1892-96",1892,,
L1912-02022,PËLONI,12,membre de ta. Conférence Consultative de 1.890 à 1896.,1896,,politics_native_admin;diplomacy
L1912-02024,PÉPIN,1,"avocat, 1.8S5: juge suppléant à Châ.lons. 1SSS",,Châ,justice_law
L1912-02024,PÉPIN,2,"substitut à Tournon, 1891, à Bourg, 1892, à Chambéry, 1.896",1891,Tournon,justice_law
L1912-02024,PÉPIN,3,"procureur de la République à Langres, 1901",1901,Langres,justice_law;religion
L1912-02024,PÉPIN,4,"juge à. Alger, 1904",1904,,justice_law
L1912-02024,PÉPIN,5,"juge d'instruction, 1.904",,,justice_law
L1912-02024,PÉPIN,6,"' substitut à. M'unis, 1.904",,,justice_law
L1912-02024,PÉPIN,7,"à Saint-Etienne, 1.906",,Saint-Etienne,
L1912-02024,PÉPIN,8,"procureur de la République à Chatons, 1908.",1908,Chatons,justice_law;religion
L1912-02029,PERPETUA,1,"directeur des écoles de la London Jews Society, 1872-91",1872,,
L1912-02029,PERPETUA,2,"représentant, de commerce depuis 1.891. Secr. gén. du Comité permanent des fêles",,,
L1912-02029,PERPETUA,3,"anc. prés, de la société ((La Croix Verte»",,,
L1912-02029,PERPETUA,4,"anc. secr. et membre du Conseil d'administration de l'hôpital italien, de la Chambre.de commerce italienne et de la Société italienne de Bienfaisance. Livres publiés en italien : «Géographie astronomique», «Gôographia delta Tunisia, sunto per le scuole. di geographia delta Tunisia». En français : «G",,,
L1912-02029,PERPETUA,5,membre de la députaiion scolaire des écoles italien nés,,,
L1912-02029,PERPETUA,6,"ancien président de la délégalioi de la Colonie italienne pour le 25"" anniversaire de la prise de Rome. Administrateur du journal «L'Unione». Médailles d'argent, aux Expositions d'Amsterdam, de Bruges, Sidi-bel-Abbôs. Diplôme de médaille d'or à l'Exposition coloniale de Nogent-sur-Marne.",,,administration
L1912-02050,PHILIPPEAU,1,"conducteur des Ponts et Chaussées à Gabès, à ÏVIedjez-el-Bab et à M'unis. Anc. présid. de la section de M'unisie cie l'Association du personnel des Travaux publics de France et des Colonies",,Gabès,engineering_architecture
L1912-02050,PHILIPPEAU,2,"anc. prés, de la Société amicale el, de secours mutuels du personnel des Travaux publics de Tunisie.",,,
L1912-02053,PIAZZA,1,"receveur de l'Enregistrement, sous-inspecteur, inspecteur",,,administration
L1912-02053,PIAZZA,2,"inspecteur des Contributions diverses, 1.887",,,administration
L1912-02053,PIAZZA,3,chef de division à la Direction générale des Finances. 1895,1895,,military
L1912-02053,PIAZZA,4,"directeur des Contributions diverses, 1900.",1900,,
L1912-02054,PICARD,1,"ingénieur dé l'arrondissement TunisOuest, 1895-1905",1895,,engineering_architecture
L1912-02054,PICARD,2,"de Tunis-Nord, 19051.908",1905,,
L1912-02054,PICARD,3,"de M'unis-Ville, 1.90S. Chargé depuis la. même date de l'inspection des Iravaux communaux de la Régence. Anc. prés, de l'Institut de Carthage",,,
L1912-02054,PICARD,4,v.-prés. d'honneur cluclit Institut,,,
L1912-02054,PICARD,5,délégué du Touring-Club. ',,,
L1912-02062,PINARD,1,"apprenti, puis ouvrier bijoutier, de dix à dix-huit ans",,,
L1912-02062,PINARD,2,"à dix-huit ans, service militaire",,,
L1912-02062,PINARD,3,"ensuite, employé de commerce, de chemin de fer, réporter au «lums Journal», commis-greffier, principal clerc de défenseur, et de nouveau agent commercial",,,justice_law;administration;transport_maritime
L1912-02062,PINARD,4,président clu SyndiBca.t des Représentants de commercé d'AlKger,,,
L1912-02062,PINARD,5,"collaborateur au «Tunis Journal», K'premier journal français créé clans la f Régence",,,
L1912-02062,PINARD,6,à «la. Revue Tunisienne»,,,
L1912-02062,PINARD,7,rédacteur en chef pour la. partie tunisienne de «la. Revue Algérienne». Auteur de chroniques et contes tunisiens,,,press_letters_arts
L1912-02062,PINARD,8,"correspondant tunisien de «l'Akhbar». d'Alger, de «l'Indépendant», de Constantine. À collaboré à un grand nombre de jouiv na.nx. algériens. Chroniqueur aux «Nouvelles», d'Alger, etc. Conseiller municipal d'Alger, ""mai 1908. A traité dans les journaux algériens toutes questions économiques relatives ",1908,,politics_native_admin
L1912-02062,PINARD,9,"puis, dans «la. Dépêche Tunisienne», a traité les .questions économiques algériennes. Pins d'Alep. Les massifs forestiers des plateaux calcaires de la Tunisie du.Centre, qui conservent des restes de boisement, se composent de pins d'Alep. La superficie que recouvre ce peuplement peut être évaluée à ",,,mining
L1912-02075,PLOUCHART,1,"chef de fan rare au 8""'hussards à Verdun, puis au 4"" chasseurs d'Afrique, à Tunis",,Verdun,
L1912-02075,PLOUCHART,2,"anc. direct, de «l'Harmonie Française», à. Tunis",,,
L1912-02075,PLOUCHART,3,secrétaire de la Société des an- oiens chasseurs d'Afrique résidant en M'unisie,,,
L1912-02075,PLOUCHART,4,président de «lT-lairmonie de Medjez-el-Bab» (M'unisie),,,
L1912-02075,PLOUCHART,5,"très, de la Société du «Club Nautique» (Tùnis-La Goulette)",,,
L1912-02075,PLOUCHART,6,"agent secret, bibbothéc. de la. section tunisienne de la Société de Géographie Commerciale de Paris.",,,
L1912-02082,POIVRE,1,"administrateur adjoint de commune mixte, secrétaire particulier du Résident Général à Tunis, contrôleur civil suppléant.",,Tunis,military;administration
L1912-02092,POROT,1,"interne des hôpitaux de Lyon, chef de clinique médicale à. la Faculté de Lyon. M'RAVAUX : 1902 à 1904 : conférences et. travaux pratiques d'analomie pathologique à la Faculté de Lyon",1902,,medicine_health
L1912-02092,POROT,2,1.905 à 1906 : conférences cliniques aux étudiants civils et militaires à l'Hôtel-Dieu de Lyon,1906,,
L1912-02092,POROT,3,de 1.900 à 1.907 : nombreux travaux médicaux concernant sur' tout les maladies nerveuses et les maladies infantiles : une soixantaine de publications.,,,
L1912-02096,PORTERIE,1,"expéditionnaire el opérateur aux. chemins de fer construits par l'Etat, au B.-G. et aux Ponts et Chaussées, chef de district, chef de section, sous-inspecteur, inspecteur de ta. voie et de l'exploitation au B.-G. depuis 1.892. Prés, de la Sociélé amicale et, d'assistance mutuelle du Personnel dirige",1882,,administration;transport_maritime
L1912-02116,PROST,1,"Commis de 1891. à 1897, receveur de 1898 à ce jour.",1891,,administration
L1912-02119,PROUST,1,"commis des Ponts el, Chaussées, dessinateur, chef de bureau au B.-G. Membre du Comité directeur de l'Institut de Carthage, 1.8951.897",,,administration
L1912-02119,PROUST,2,commissaire général des Salons de peinture tunisiens 1895-1.S96-1.897 et 1898,1895,,military
L1912-02119,PROUST,3,"vice-président des ((Prévoyants de l'Avenir», 1899",1899,,
L1912-02119,PROUST,4,"prés. fond, de la Société tunisienne cîes Beaux-Arts, 1904",1904,,
L1912-02119,PROUST,5,"secrétaire de la Société de Géographie commerciale de Paris, section tunisienne, 1904-05-06",1904,,
L1912-02119,PROUST,6,"commiss. gén. du Congrès national des Sociétés françaises de géographie . à Tunis, 1907. Correspondant du «Journal des Arts» de Paris. A collaboré à «la. Revue Algérienne», au ((Minaret», etc. Critique d'art. Diplômes el, médailles aux Expositions de Paris 1900, de Marseille 1906, M'unis 1.907, etc.",1907,Tunis,
L1912-02122,PROVENCE,1,"journaliste pendant trois ans au Havre, au sortir du Lycée",,,press_letters_arts
L1912-02122,PROVENCE,2,rédacteur à «la. Petite République» à. Paris (1.897-1901),1901,,
L1912-02122,PROVENCE,3,chargé par «le Malin» d'assurer le service des informations concernant l'Exposition de 1.900,,,
L1912-02122,PROVENCE,4,collaboration au ((Journal»,,,
L1912-02122,PROVENCE,5,"dirigea, en 1.900, les services d'information clu «Petit Bleu»",,,
L1912-02122,PROVENCE,6,rédacteur à «l'Echo de Paris» (1.91.0),,,
L1912-02122,PROVENCE,7,"rédacteur en chef clu journal hebdoinadaire «La Famille», 1907-1908",1907,,press_letters_arts
L1912-02122,PROVENCE,8,rédacteur en chef du «Courrier de M'unisie» (sept. 1.910). Membre du Syndical de la Presse tunisienne.,,,press_letters_arts
L1912-02123,PUAUX,1,"attaché au cabinet du Ministre des Affaires élran- ] gères, attaché à l'ambassade de France à. Berne. Médaille d'or de la. Société des élèves et anciens élèves de l'Ecole des Sciences politiques.",,,administration
L1912-02124,PUCH,1,"en Algérie, officier d'ordonnance des généraux Colonieu et Walslein-Eslhôrasi",,,
L1912-02124,PUCH,2,"en France, pendant la guerre de 1.8707.1, du général Briand",,,military
L1912-02124,PUCH,3,"commandait le 4"" chasseurs d'Afrique quand il a. pris sa retraite à. la limite d'âge. Propriétaire à. La. Manouba el à Gamarl. Président du Syndicat des Côlons français de La. Manouba. Depuis sa. sortie"" de Saint-Cyr en 1.S64, sauf trois années, toujours en Algérie, puis en M'unisie. A pris part aux",1870,Gamarl,
L1912-02125,PUJAT,1,officier de corps de troupes en France,,,
L1912-02125,PUJAT,2,officier des Affaires indigènes en Algérie,,,
L1912-02125,PUJAT,3,commandant supérieur en Algérie,,,military
L1912-02125,PUJAT,4,commandant militaire à Galles et clans la réserve : adjoint au général commandant militaire de Sousse. M'RAVAUX : travaux de roules,,Galles,military
L1912-02125,PUJAT,5,puits artésiens,,,
L1912-02125,PUJAT,6,lignes de points d'eau dans Je Sahara,,,
L1912-02125,PUJAT,7,construction des bâtiments communaux à El-Oued et à Touggourl,,El-Oued,
L1912-02125,PUJAT,8,"assainissement des oasis de Oued-R'ir el déplacement, des villages de cette région",,,
L1912-02125,PUJAT,9,fixation de dunes,,,
L1912-02125,PUJAT,10,création de palmeraies,,,
L1912-02125,PUJAT,11,travaux hydrauliques,,,
L1912-02125,PUJAT,12,construction du fort Lall'emand et de la ligne de points d'eau reliant Touggourl à cet ouvrage avancé,,,
L1912-02125,PUJAT,13,création de li- ■ gnes de points d'eau de Fort-Lallemand à M'emassinine,,M'emassinine,
L1912-02125,PUJAT,14,détermina lion de remplacement clu fort Flalters,,,
L1912-02125,PUJAT,15,mission d'études sur le commerce transsaharien,,,
L1912-02125,PUJAT,16,"étncle sur la création d'aulrucheries en M'unisie. Commandant de colonnes : BelHeyrane (soutien de la mission d'Atlanoux, 1894)",1894,,military
L1912-02125,PUJAT,17,"M'emassinine (soutien de la mission Foureau-Lamy, 1899). o",1899,,
L1912-02132,RADET,1,"ingénieur à la Société Industrielle des téléphones (service des câbles électriques et câbles sous-marins), au Comptoir des Mines et Grands Travaux, à Tunis",,Tunis,engineering_architecture;industry_crafts;mining
L1912-02132,RADET,2,"directeur du service des mines de la maison Pellet, Azerm et Cie, 1909. Secrétaire adjoint de la .Société de géographie commerciale de Paris (section tunisienne). Le raisin sec vaut, suivant qualité, de 52 à 140 et 150 fr. le quintal rendu à Tunis. Son exportation est à peu près nulle. Les variétés ",1909,Tunis,mining
L1912-02136,RAMONET,1,"maître répétiteur aux lycées de Bayonne et do Périgucux. maître élémentaire à. l'école normale de M'unis, directeur de l'école franco-arabe de M'saken, El-Djem et Sedjoumi.",,,
L1912-02138,RANDET,1,"avocat attaché au Parquet, général à Grenoble, 1890-1893",1890,Grenoble,justice_law;military
L1912-02138,RANDET,2,"suppieani, reirinuc cie ]uge ue paix a AinBoï'da (Constantine), 1S93",,AinBoï'da,
L1912-02138,RANDET,3,"juge de paix à Aiii-el-Arba (Oran), 1.894",,Aiii-el-Arba,justice_law
L1912-02138,RANDET,4,"juge cie paix à Miliana (Alger), 1S95",,Miliana,justice_law
L1912-02138,RANDET,5,"juge suppléant au M'ribunal de Tunis et juge au 'Tribunal mixte, 1898",1898,,justice_law
L1912-02138,RANDET,6,"juge au M'ribunal civil de Tunis, 190Î-",,,justice_law
L1912-02138,RANDET,7,"substitut du Procureur de la République à M'unis, 1905",1905,M'unis,justice_law;religion
L1912-02138,RANDET,8,"procureur à Sousse, 1.908, et vice-président à M'unis, 1.91.1. Anc. v.-prés. de la Société régionale « La Dauphinoise ». Memb. du ""Comité de la Société d'Horticulture de M'unisie. ,",,Sousse,justice_law;religion
L1912-02139,RANDON,1,"instituteur à Pau el à M'unis, directeur d'école à l'unis el, directeur du Petit Lycée. Président de la société régionale «Les enfants du Gard».",,Pau,education_science
L1912-02146,RAUCHER,1,"employé au Comptoir , National d'Escompte de Paris, à Paris, puis chef des titres à la succursale de cet établissement a Tunis",,Paris,
L1912-02146,RAUCHER,2,agent de change depuis 1902. Fondateur et directeur du «Capitaliste Tunisien»,1902,,finance_banking
L1912-02146,RAUCHER,3,ancien administrateur délégué de «l'Action Française»,,,administration
L1912-02146,RAUCHER,4,collaborateur à «la. Dépêche M'unisienne»,,,
L1912-02146,RAUCHER,5,fondateur de la société clu «Saint-Huberl.Club de M'unisie»,,,
L1912-02146,RAUCHER,6,membre du Comité des l'êtes de M'unis. Campagnes clé guerre au Sénégal et au Soudan français (1890-91).,1890,,
L1912-02147,RAVEL,1,surveillant général du collège de Draguignan (Var),,,military
L1912-02147,RAVEL,2,"prés, .à Sousse de l'Association des membres de l'enseignement (baron Taylor).",,Sousse,
L1912-02153,RECLUS,1,"interprète-traducteur assermenté clu génie militaire a Bizerte, 1.901-1.902",,Bizerte,administration
L1912-02153,RECLUS,2,"interprète-traducteur à ta Direction générale des Travaux publics, 1.902-08. Délégué à la Section d'Etal de l'Administration générale du Gouvernement tunisien, 3 nov. .1.910",,,military;administration
L1912-02153,RECLUS,3,"chargé de cours à la chaire publique de langue arabe, oct. 1910. Fils d'Onésime Reclus, neveu d'Elisée Reclus.",1910,,
L1912-02155,REFALO,1,"serre-freins, 1.87S, sous-chef de gare, 1885",1885,,transport_maritime
L1912-02155,REFALO,2,"agent de la. Compagnie à Sousse, 1.88S",,Sousse,
L1912-02155,REFALO,3,inspecteur de 1.896 à ce jour. Conseiller municipal de Sousse,,,administration;politics_native_admin
L1912-02155,REFALO,4,membre de la. Chambre mixte clu Centre,,,
L1912-02155,REFALO,5,membre clu Conseil d'hygiène,,,
L1912-02155,REFALO,6,officier de l'état civil en l'absence clu vice-président délégué.,,,
L1912-02158,REIX,1,"instituteur adjoint en France, 1S90-91",,,education_science
L1912-02158,REIX,2,"à Tunis, 1891-93",1891,Tunis,
L1912-02158,REIX,3,"directeur d'école à T'estour, 1893-95. à Enfrdaville, 1895-1.902, et à Béja, 19p2 à ce jour. V.-prés. du Cercle de Béja de la Ligue française de l'Enseignement",1893,T'estour,education_science
L1912-02158,REIX,4,"v.-prés. de la Société des Amis des arbres (section de Béja). Médailles d'argent à l'Exposition coloniale de Marseille (1906) et au. Concours agricole de Tunis, 1907, pour ses travaux agricoles.",1906,,
L1912-02160,RENAULT,1,"architecte-conducteur des Bâtiments civils en Cochinchine, 1881-82",1881,,engineering_architecture
L1912-02160,RENAULT,2,"chef clu 4"" bureau technique à Panama, 1882-84",1882,Panama,
L1912-02160,RENAULT,3,"entrepreneur à Panama, 18S4-86. Entré au Conservatoire de Paris en octobre 1SS6, débute au théâtre à l'île de La Réunion en 1892",1892,Panama,industry_crafts
L1912-02160,RENAULT,4,"crée à Monte-Carlo le rôle de Tristan dans «Tristan et Yseult», de Wagner, 21 mars 1S93",,Monte-Carlo,
L1912-02160,RENAULT,5,"puis aux théâtres d'Avignon, La Haye, G and, Liège, etc.",,,
L1912-02160,RENAULT,6,"entre à l'Opéra de Paris et y débute, le 1.9 juillet 1897, dans le rôle de Samson, dans «Samson et Dalila»",1897,,
L1912-02160,RENAULT,7,"quitte le théâtre en 1902, après avoir chanté «le Trouvère» à Paris, le 20 juin, pour prendre son service aux Travaux publics le V juillet, suivant. Il portait à l'Opéra le nom de Raynal. V.-prés. du groupe D de l'Assistance Mutuelle 'Tunisienne",1902,Paris,
L1912-02160,RENAULT,8,secr. de l'Institut de Carthage. Mention honorable de la Mutualité. Lettre de félicita ti on clu Préfet de police pour sa. conduite lors de la. catastrophe de SaintMandô. 1.S91.,,,
L1912-02163,REVERDIN,1,"avocat, 1.880",,,justice_law
L1912-02163,REVERDIN,2,"docteur en droit, 1.884",,,
L1912-02163,REVERDIN,3,"juge suppléant à Marseille, 1884",1884,Marseille,justice_law
L1912-02163,REVERDIN,4,"substitut à Draguignan, 1SS7",,Draguignan,justice_law
L1912-02163,REVERDIN,5,"procureur à Sarlène, 1.S88",,Sarlène,justice_law;religion
L1912-02163,REVERDIN,6,"procureur à Ajaccio, 1889",1889,Ajaccio,justice_law;religion
L1912-02163,REVERDIN,7,"procureur à. Albi, 1897",1897,,justice_law;religion
L1912-02163,REVERDIN,8,"avocat général à M'oulouse, 1901",1901,M'oulouse,justice_law;military
L1912-02163,REVERDIN,9,"procureur à M'unis, 191.1.",,M'unis,justice_law;religion
L1912-02165,RËVOGAT,1,colon dans la région de Sousse,,,agriculture
L1912-02165,RËVOGAT,2,service militaire,,,
L1912-02165,RËVOGAT,3,secrétaire de contrôle civil,,,
L1912-02165,RËVOGAT,4,"rédacteur au ((Promeneur». N'a jamais depuis quitté la presse tunisienne, à laquelle il appartient toujours. Syndic du syndical de la Presse tunisienne.",,,
L1912-02166,REVOL,1,"rédacteur à, «Tunis-Journal» en 1885, correspondant de plusieurs journaux de 'Tunisie de 1886 à 1895. Directeur et fondateur de «la Dépêche Sfaxierine», journal quotidien (1.895). «Bulletin Agricole de la Dépêche Sfaxienne», hebdomadaire en 1901. V.-prés. de l'Association des Journalistes français d",1885,,press_letters_arts
L1912-02168,REVOLON,1,"employé de commerce à Annonay et à Saint - Etienne et négociant à M'unis. Prés, du Comité du Congrôs républicain radicalsocialiste en 1906",1906,Annonay,commerce
L1912-02168,REVOLON,2,"très, de la Société française de bienfaisance",,,
L1912-02168,REVOLON,3,"memb. el, une. très, de l'Association commerciale el industrielle de la Régence de M'unis: memb. clu Bureau et, anc. v.-prés. de la société ((Région lyonnaise»",,,industry_crafts
L1912-02168,REVOLON,4,memb. du Comité du Cercle républicain,,,
L1912-02168,REVOLON,5,memb. du Comité permanent des fêtes,,,
L1912-02168,REVOLON,6,"v.-prés. de la section tunisoise du Comité républicain du -commerce, de l'industrie el de l'agriculture. Membre de ta Conférence Consultative (1"" cire, 2"" coll.), élu en 1.907. A publié en 191.0 une brochure intitulée : «L'oeuvre des Français en M'unisie». «Revue de Khroumirie». 20 juillet 1.911. Li",,,politics_native_admin;diplomacy;press_letters_arts
L1912-02168,REVOLON,7,"secrétaire de la. rédaction. M. Anlony Grégoire. Disparue en 1889! Mitre repris en ""1.894 par l'Institut de Carthage, avec adjonction du soustitre : Association tunisienne des Lettres, Sciences et Arts.",1889,,
L1912-02171,REYMOND,1,maréchal des logis de hussards,,,military
L1912-02171,REYMOND,2,agent commercial cie la Compagnie des Vapeurs de charge français,,,
L1912-02171,REYMOND,3,agent de la. Compagnie francotunisienne de Navigation,,,
L1912-02171,REYMOND,4,directeur de l'Esl-M'unisien. Membre du Comité de la. Société française de Bienfaisance,,,
L1912-02171,REYMOND,5,v.- prés. de la société la ((Région Lyonnaise».,,,
L1912-02175,RIBET,1,"secrétaire d'ambassade à Berlin (trois fois), à Bucarest, au Caire, à ta deuxième Conférence de la Paix, au Ministre des Affaires étrangères.",,Berlin,
L1912-02177,RICHARD-NICOLAS,1,avocat-défenseur près le tribunal civil de Bougie,,,justice_law
L1912-02177,RICHARD-NICOLAS,2,"avocat au barreau de M'unis, 1.887",,,justice_law
L1912-02177,RICHARD-NICOLAS,3,"bâtonnier en 1.894 et 1.895. Décédé à Tunis le 18 oct. 1895, y inhumé.",1895,Tunis,
L1912-02186,RIOU,1,commissaire spécial au ministère de l'Intérieur de 1.89S à. 1.900,,,
L1912-02186,RIOU,2,"commissaire do police de 3' cl. à Morlaix (Finistère), 1900-06",1900,Morlaix,
L1912-02186,RIOU,3,"à Brest, 2"" cl..1.906-07,et à M'unis. «Risveglio (II)». Journal en langue italienne, fondé le 8 mai 1.90S, paraissant tous les dimanches, à Tunis.",,Brest,
L1912-02191,ROBERT,1,médecin en chef des hôpitaux militaires de La Rochelle et de Constantine,,,medicine_health
L1912-02191,ROBERT,2,"directeur du Service de Santé de la division de Constantine, puis de la Division d'occupation de la Tunisie. Membre de la Société de Médecine de Nancy. Campagne de 1870 (siège de Strasbourg, armée de la Loire)",1870,,medicine_health
L1912-02191,ROBERT,3,campagnes en Algérie.,,,
L1912-02204,RONDEAU,1,employé de commerce,,,
L1912-02204,RONDEAU,2,"employé agricole à la Société du Nord de l'Afrique, caissier à la Compagnie Transatlantique (agence de Bougie), ancien v.-prés. d é 1 égué de la Municipalité de Ferryville. Très, de la Lyre Ferryvilloise",,,
L1912-02204,RONDEAU,3,"très, général du Comité du Monument du «Farfadet». Peintre amateur. Médaille de bronze de 1"". cl. au Concours agricole de Bougie.",,,military;press_letters_arts
L1912-02205,RONNE,1,vétérinaire municipal et inspecteur des .abattoirs de la ville cle Vienne (Isère),,,medicine_health;administration
L1912-02205,RONNE,2,vétérinaire sanitaire de l'arrondissement de Vienne,,,medicine_health
L1912-02205,RONNE,3,"secrétaire général du Comice agricole et de la Société d'élevage des cantons de Vienne et Roussillon (Isère). Prés, de la Société hippique de Kairouan",,,military;administration
L1912-02205,RONNE,4,v.-prés. de la Ligue de l'Enseignement à Kairouan.,,Kairouan,
L1912-02206,ROQUES,1,"clerc d'avoué en l'élude de M. Lacroix, président de la Chambre des avoués, à Millau, pendant trois ans",,Millau,justice_law
L1912-02206,ROQUES,2,"employé à Kairouan, puis greffier intérimaire en cette ville, 23 juin 1893",1893,Kairouan,justice_law
L1912-02206,ROQUES,3,"secrétaire cle Contrôle fions de greffier-huissier à Gafsa, 29 janv. 1896-18 juill. 1898",1896,Gafsa,justice_law
L1912-02206,ROQUES,4,"secrétaire de Contrôle civil ffons de greffier-huissier à Mactar, 1S juill. 189S-8 mai 1903",1903,Mactar,justice_law
L1912-02206,ROQUES,5,"commis expéditionnaire au Contrôle ci' vil de Sfax du 8 mai 1903 à ce jour. En tournée comme huissier, a rencontré en pleine nuit, le 25 sept. 1896, vers Feriana, une caravane de dix contrebandiers armés qui lui ont tiré dessus",1903,,justice_law;administration
L1912-02206,ROQUES,6,leur a enlevé leurs huit cents kilos de tabacs et dix bêtes de somme,,,
L1912-02206,ROQUES,7,"lettre de félicitations de la Résidence Générale, 26 décembre 1896.",1896,,military
L1912-02213,ROUQUIE,1,"répétiteur aux lycées de Foix'et de Toulouse, préparateur de chimie à la Faculté des sciences de Toulouse, pharmacien à l'hôpital civil français de Tunis. Ane. secr. gén. de la section toulousaine de la Ligue de l'Enseignement",,,medicine_health
L1912-02213,ROUQUIE,2,"a.nc. v.-prés. cle la, Société française cle Bienfaisance de Tunis",,,
L1912-02213,ROUQUIE,3,"secr. de la sociôlô régionale «les Cadets de Gascogne», de Tunis, depuis 1S99.",,,
L1912-02214,ROUSSET,1,"constructeur à. Saint-Etienne, nuis à Tunis et administrateur dans une société de construction. Créateur de diverses industries en Tunisie' (verrerie, brasserie, etc.).",,Tunis,administration;industry_crafts
L1912-02217,ROUVIER,1,rédacteur à l'Agence Havas,,,
L1912-02217,ROUVIER,2,"rédacteur, chargé du bureau cle la Presse au Ministère des affaires étrangères (I"". nov. 1879)",1879,,
L1912-02217,ROUVIER,3,secrétaire d'ambassade cle 2' cl. à Buenos-Ayres(2 mars 1880),1880,Buenos-Ayres,
L1912-02217,ROUVIER,4,"de 1"" cl. à Rio-de-Janeiro (22 janv. 1881)",1881,Rio-de-Janeiro,
L1912-02217,ROUVIER,5,ministre plénipotentiaire à Buenos-Ayres (4 nov. 1S83),,Buenos-Ayres,
L1912-02217,ROUVIER,6,"cle 1"" cl. (6 janv. 1892) et ministre-résident général cle France en Tunisie (18 nov. 1892). M.Rouvier avait été nommé chevalier de la. Légion d'honneur le 5 mai 1871, à 22 ans. Chef du secrétariat à la Direction générale des Travaux publics, 21, avenue BabDjedid, Tunis. Fév. 1895. Entré dans l'admi",1892,,military
L1912-02218,ROUX,1,"sous-lieutenant au 130"" d'infanterie, lieutenant au 46"", capitaine à SA.INT-RAPHA.EL QUINQUINA",,SA,military
L1912-02218,ROUX,2,"major de la 2° division d'infante:lu 1"" corps d'armée, puis du 7"" s d'armée. )Y (Léon), 21 août 1854, Paris, off. vférite agricole, off. du Nichan-Ifti'. -Colon à Ksar-el-Mezoual, près de iseja. Janv.isati. . Prés, du Cercle cle la Ligue de l'Enseignement de Béja",1854,Ksar-el-Mezoual,agriculture
L1912-02218,ROUX,3,"prés, de la Libre pensée de B é j a",,,
L1912-02218,ROUX,4,"prés, du Comité de défense républicaine aux colonies",,,
L1912-02218,ROUX,5,"représ, de la Mission laïque. A créé de toutes pièces le domaine de Ksar-elMezoual, eonsiliprp rin-p IniiQ urne ferme modèle. Elevage et cèles tout spécialement. 4 premiers \- au Concours cle Béja. 1 médaille c, 1 médaille cle vermeil grand nioe des Agriculteurs de France, 4 nielles d'argent, 3 méda",,,military;administration;agriculture
L1912-02218,ROUX,6,"ministre plénipotentiaire, Tunis. services dans l'Administration des Télé•aphes cle 1864 à 1884",1864,,
L1912-02218,ROUX,7,agent consu.ire de France au Kef en 1871,1871,,
L1912-02218,ROUX,8,vicenisul et contrôleur civil en 1884,1884,,administration
L1912-02218,ROUX,9,se•étaire général du Gouvernement dénis 18S9,,,military
L1912-02218,ROUX,10,"consul, consul, général, miistre plénipotentiaire. Travaux d'éplraphie latine et d'épigraphie et de bi liographie arabes.",,,military;diplomacy
L1912-02231,SADOUN,1,"Surnuméraire à la Direction des Contributions diverses, 1S901891",1891,,
L1912-02231,SADOUN,2,"comptable et caissier adjoint à la Recette Munioipale.1891-1903. En 1903 quitte définitiv. l'administration pour se consacrer à son art. Ane. membre fondateur et exécutant, puis administrateur et très, de la Société «l'Esludianlina»",1891,,administration;finance_banking
L1912-02231,SADOUN,3,anc. membre du Comité de propagande de la Société mutuelle Ouvrière israélite,,,
L1912-02231,SADOUN,4,"membre de la Chambre italienne de Commerce et membre de l'Association des Anciens élèves des Ecoles italiennes de Tunis. TJMVAUX : le portrait de M. Massicault, résident général cle France en Tunisie, offert ù, ""la Résidence",,,military
L1912-02231,SADOUN,5,"le portrait cle M. René Millet, résident général cle France en Tunisie",,,military
L1912-02231,SADOUN,6,"le portrait de M. Loubet, président, de la République, offert à l'Ecole professionnelle EmileLoubet",,,
L1912-02231,SADOUN,7,"le portrait de M. Falliôres, président de la République (pastel, grandeur nature, 2""x0""S0). Plusieurs diplômes d'honneur dans diverses Expositions",,,
L1912-02231,SADOUN,8,un premier prix à l'Exposition internationale des BeauxArts italienne (Turin 1911).,1911,,
L1912-02246,SAINT-ROMAS,1,"ingénieur des Ponts et Chaussées à Dax. Sétif, Bône, Alger, puis ingénieur en chef des Ponts et Chaussées à Alger, adjoint au Directeur des Travaux publics.Travaux d'agrandissement des ports de Bône el d'Alger",,Dax,engineering_architecture
L1912-02246,SAINT-ROMAS,2,"projet des chemins cle fer de Dax à Sainl-Sever et cle Bône à La Calle. Distributions d'eau des villes cle Dax el de Bône, etc. Médaille d'argenl à l'Exposition Universelle de 1900.",1900,Sainl-Sever,
L1912-02266,SANSONE,1,"élève architecte chez M. Baldauff, ingénieur",,,engineering_architecture
L1912-02266,SANSONE,2,conducteur des travaux d'installation cle l'usine génératrice de Bab-Sâa.clouii et de la pose des voies de tramways de Tunis,,,industry_crafts
