source,target,weight,edge_type,shared_organisations
L1912-01105,L1912-01601,1,co_membership,L1912-00721
L1912-01105,L1912-01843,1,co_membership,L1912-00721
L1912-01105,L1912-01898,1,co_membership,L1912-00721
L1912-01105,L1912-01925,1,co_membership,L1912-00721
L1912-01105,L1912-02104,1,co_membership,L1912-00721
L1912-01105,L1912-02289,1,co_membership,L1912-00721
L1912-01105,L1912-02649,1,co_membership,L1912-00721
L1912-01105,L1912-02687,1,co_membership,L1912-00721
L1912-01105,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01105,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01105,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01105,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01105,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01105,NAME:MINIS,1,co_membership,L1912-00721
L1912-01105,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01124,L1912-01165,1,co_membership,L1912-00721
L1912-01124,L1912-01217,1,co_membership,L1912-00721
L1912-01124,L1912-01229,1,co_membership,L1912-00721
L1912-01124,L1912-01237,1,co_membership,L1912-00721
L1912-01124,L1912-01277,1,co_membership,L1912-00721
L1912-01124,L1912-01292,1,co_membership,L1912-00721
L1912-01124,L1912-01335,1,co_membership,L1912-00721
L1912-01124,L1912-01601,1,co_membership,L1912-00721
L1912-01124,L1912-01843,1,co_membership,L1912-00721
L1912-01124,L1912-01898,1,co_membership,L1912-00721
L1912-01124,L1912-01925,1,co_membership,L1912-00721
L1912-01124,L1912-02104,1,co_membership,L1912-00721
L1912-01124,L1912-02289,1,co_membership,L1912-00721
L1912-01124,L1912-02649,1,co_membership,L1912-00721
L1912-01124,L1912-02687,1,co_membership,L1912-00721
L1912-01124,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01124,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01124,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01124,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01124,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01124,NAME:MINIS,1,co_membership,L1912-00721
L1912-01124,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01165,L1912-01217,1,co_membership,L1912-00721
L1912-01165,L1912-01229,1,co_membership,L1912-00721
L1912-01165,L1912-01237,1,co_membership,L1912-00721
L1912-01165,L1912-01277,1,co_membership,L1912-00721
L1912-01165,L1912-01292,1,co_membership,L1912-00721
L1912-01165,L1912-01335,1,co_membership,L1912-00721
L1912-01165,L1912-01601,1,co_membership,L1912-00721
L1912-01165,L1912-01843,1,co_membership,L1912-00721
L1912-01165,L1912-01898,1,co_membership,L1912-00721
L1912-01165,L1912-01925,1,co_membership,L1912-00721
L1912-01165,L1912-02104,1,co_membership,L1912-00721
L1912-01165,L1912-02289,1,co_membership,L1912-00721
L1912-01165,L1912-02649,1,co_membership,L1912-00721
L1912-01165,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01165,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01165,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01165,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01165,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01165,NAME:MINIS,1,co_membership,L1912-00721
L1912-01165,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01217,L1912-01229,1,co_membership,L1912-00721
L1912-01217,L1912-01237,1,co_membership,L1912-00721
L1912-01217,L1912-01277,1,co_membership,L1912-00721
L1912-01217,L1912-01292,1,co_membership,L1912-00721
L1912-01217,L1912-01335,1,co_membership,L1912-00721
L1912-01217,L1912-01601,1,co_membership,L1912-00721
L1912-01217,L1912-01843,1,co_membership,L1912-00721
L1912-01217,L1912-01898,1,co_membership,L1912-00721
L1912-01217,L1912-01925,1,co_membership,L1912-00721
L1912-01217,L1912-02104,1,co_membership,L1912-00721
L1912-01217,L1912-02289,1,co_membership,L1912-00721
L1912-01217,L1912-02649,1,co_membership,L1912-00721
L1912-01217,L1912-02687,1,co_membership,L1912-00721
L1912-01217,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01217,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01217,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01217,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01217,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01217,NAME:MINIS,1,co_membership,L1912-00721
L1912-01217,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01229,L1912-01237,1,co_membership,L1912-00721
L1912-01229,L1912-01277,1,co_membership,L1912-00721
L1912-01229,L1912-01292,1,co_membership,L1912-00721
L1912-01229,L1912-01335,1,co_membership,L1912-00721
L1912-01229,L1912-01601,1,co_membership,L1912-00721
L1912-01229,L1912-01843,1,co_membership,L1912-00721
L1912-01229,L1912-01898,1,co_membership,L1912-00721
L1912-01229,L1912-01925,1,co_membership,L1912-00721
L1912-01229,L1912-02104,1,co_membership,L1912-00721
L1912-01229,L1912-02289,1,co_membership,L1912-00721
L1912-01229,L1912-02649,1,co_membership,L1912-00721
L1912-01229,L1912-02687,1,co_membership,L1912-00721
L1912-01229,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01229,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01229,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01229,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01229,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01229,NAME:MINIS,1,co_membership,L1912-00721
L1912-01229,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01237,L1912-01277,1,co_membership,L1912-00721
L1912-01237,L1912-01292,1,co_membership,L1912-00721
L1912-01237,L1912-01335,1,co_membership,L1912-00721
L1912-01237,L1912-01601,1,co_membership,L1912-00721
L1912-01237,L1912-01843,1,co_membership,L1912-00721
L1912-01237,L1912-01898,1,co_membership,L1912-00721
L1912-01237,L1912-01925,1,co_membership,L1912-00721
L1912-01237,L1912-02104,1,co_membership,L1912-00721
L1912-01237,L1912-02289,1,co_membership,L1912-00721
L1912-01237,L1912-02649,1,co_membership,L1912-00721
L1912-01237,L1912-02687,1,co_membership,L1912-00721
L1912-01237,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01237,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01237,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01237,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01237,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01237,NAME:MINIS,1,co_membership,L1912-00721
L1912-01237,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01277,L1912-01292,2,co_membership,L1912-00721;L1912-02422
L1912-01277,L1912-01335,1,co_membership,L1912-00721
L1912-01277,L1912-01601,1,co_membership,L1912-00721
L1912-01277,L1912-01843,1,co_membership,L1912-00721
L1912-01277,L1912-01898,1,co_membership,L1912-00721
L1912-01277,L1912-01925,1,co_membership,L1912-00721
L1912-01277,L1912-02104,1,co_membership,L1912-00721
L1912-01277,L1912-02289,1,co_membership,L1912-00721
L1912-01277,L1912-02649,1,co_membership,L1912-00721
L1912-01277,L1912-02687,1,co_membership,L1912-00721
L1912-01277,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01277,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01277,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01277,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01277,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01277,NAME:MINIS,1,co_membership,L1912-00721
L1912-01277,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01292,L1912-01335,1,co_membership,L1912-00721
L1912-01292,L1912-01601,1,co_membership,L1912-00721
L1912-01292,L1912-01843,1,co_membership,L1912-00721
L1912-01292,L1912-01898,1,co_membership,L1912-00721
L1912-01292,L1912-01925,1,co_membership,L1912-00721
L1912-01292,L1912-02104,1,co_membership,L1912-00721
L1912-01292,L1912-02289,1,co_membership,L1912-00721
L1912-01292,L1912-02649,1,co_membership,L1912-00721
L1912-01292,L1912-02687,1,co_membership,L1912-00721
L1912-01292,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01292,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01292,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01292,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01292,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01292,NAME:MINIS,1,co_membership,L1912-00721
L1912-01292,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01335,L1912-01601,1,co_membership,L1912-00721
L1912-01335,L1912-01843,1,co_membership,L1912-00721
L1912-01335,L1912-01898,1,co_membership,L1912-00721
L1912-01335,L1912-01925,1,co_membership,L1912-00721
L1912-01335,L1912-02104,1,co_membership,L1912-00721
L1912-01335,L1912-02289,1,co_membership,L1912-00721
L1912-01335,L1912-02649,1,co_membership,L1912-00721
L1912-01335,L1912-02687,1,co_membership,L1912-00721
L1912-01335,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01335,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01335,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01335,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01335,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01335,NAME:MINIS,1,co_membership,L1912-00721
L1912-01335,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01601,L1912-01843,1,co_membership,L1912-00721
L1912-01601,L1912-01898,1,co_membership,L1912-00721
L1912-01601,L1912-01925,1,co_membership,L1912-00721
L1912-01601,L1912-02104,1,co_membership,L1912-00721
L1912-01601,L1912-02289,1,co_membership,L1912-00721
L1912-01601,L1912-02649,1,co_membership,L1912-00721
L1912-01601,L1912-02687,1,co_membership,L1912-00721
L1912-01601,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01601,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01601,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01601,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01601,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01601,NAME:MINIS,1,co_membership,L1912-00721
L1912-01601,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01843,L1912-01898,1,co_membership,L1912-00721
L1912-01843,L1912-01925,1,co_membership,L1912-00721
L1912-01843,L1912-02104,1,co_membership,L1912-00721
L1912-01843,L1912-02289,1,co_membership,L1912-00721
L1912-01843,L1912-02649,1,co_membership,L1912-00721
L1912-01843,L1912-02687,1,co_membership,L1912-00721
L1912-01843,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01843,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01843,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01843,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01843,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01843,NAME:MINIS,1,co_membership,L1912-00721
L1912-01843,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01898,L1912-01925,1,co_membership,L1912-00721
L1912-01898,L1912-02104,1,co_membership,L1912-00721
L1912-01898,L1912-02289,1,co_membership,L1912-00721
L1912-01898,L1912-02649,1,co_membership,L1912-00721
L1912-01898,L1912-02687,1,co_membership,L1912-00721
L1912-01898,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01898,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01898,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01898,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-01898,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01898,NAME:MINIS,1,co_membership,L1912-00721
L1912-01898,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-01925,L1912-02104,1,co_membership,L1912-00721
L1912-01925,L1912-02289,1,co_membership,L1912-00721
L1912-01925,L1912-02649,1,co_membership,L1912-00721
L1912-01925,L1912-02687,1,co_membership,L1912-00721
L1912-01925,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-01925,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-01925,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-01925,NAME:LECORE CARPENLIER,2,co_membership,L1912-00721;L1912-02495
L1912-01925,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-01925,NAME:MINIS,1,co_membership,L1912-00721
L1912-01925,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-02104,L1912-02289,1,co_membership,L1912-00721
L1912-02104,L1912-02649,1,co_membership,L1912-00721
L1912-02104,L1912-02687,1,co_membership,L1912-00721
L1912-02104,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-02104,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-02104,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-02104,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-02104,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-02104,NAME:MINIS,1,co_membership,L1912-00721
L1912-02104,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-02289,L1912-02649,1,co_membership,L1912-00721
L1912-02289,L1912-02687,1,co_membership,L1912-00721
L1912-02289,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-02289,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-02289,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-02289,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-02289,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-02289,NAME:MINIS,1,co_membership,L1912-00721
L1912-02289,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-02649,L1912-02687,1,co_membership,L1912-00721
L1912-02649,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-02649,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-02649,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-02649,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-02649,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-02649,NAME:MINIS,1,co_membership,L1912-00721
L1912-02649,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-02687,NAME:AFFAIRES,1,co_membership,L1912-00721
L1912-02687,NAME:JUSTICE,1,co_membership,L1912-00721
L1912-02687,NAME:KHALDOUNIA,1,co_membership,L1912-00721
L1912-02687,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
L1912-02687,NAME:LEZZAM,1,co_membership,L1912-00721
L1912-02687,NAME:MINIS,1,co_membership,L1912-00721
L1912-02687,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:JUSTICE,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:KHALDOUNIA,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:LEZZAM,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:MINIS,1,co_membership,L1912-00721
NAME:AFFAIRES,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:JUSTICE,NAME:KHALDOUNIA,1,co_membership,L1912-00721
NAME:JUSTICE,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
NAME:JUSTICE,NAME:LEZZAM,1,co_membership,L1912-00721
NAME:JUSTICE,NAME:MINIS,1,co_membership,L1912-00721
NAME:JUSTICE,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:KHALDOUNIA,NAME:LECORE CARPENLIER,1,co_membership,L1912-00721
NAME:KHALDOUNIA,NAME:LEZZAM,1,co_membership,L1912-00721
NAME:KHALDOUNIA,NAME:MINIS,1,co_membership,L1912-00721
NAME:KHALDOUNIA,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:LECORE CARPENLIER,NAME:LEZZAM,1,co_membership,L1912-00721
NAME:LECORE CARPENLIER,NAME:MINIS,1,co_membership,L1912-00721
NAME:LECORE CARPENLIER,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:LEZZAM,NAME:MINIS,1,co_membership,L1912-00721
NAME:LEZZAM,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
NAME:MINIS,NAME:RESIDENT GENERAL,1,co_membership,L1912-00721
L1912-00524,L1912-01484,1,co_membership,L1912-00732
L1912-00524,L1912-02198,1,co_membership,L1912-00732
L1912-00524,NAME:AIN CL ASKER,1,co_membership,L1912-00732
L1912-00524,NAME:CARNET,1,co_membership,L1912-00732
L1912-00524,NAME:GOUBELLAT,1,co_membership,L1912-00732
L1912-00524,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
L1912-00524,NAME:JACQUES,1,co_membership,L1912-00732
L1912-00524,NAME:MATEUR,1,co_membership,L1912-00732
L1912-00524,NAME:MESELON,1,co_membership,L1912-00732
L1912-00524,NAME:MNRT IMER,1,co_membership,L1912-00732
L1912-00524,NAME:ROUSSEAUX,1,co_membership,L1912-00732
L1912-00524,NAME:TEBOURBA,1,co_membership,L1912-00732
L1912-00524,NAME:VACON,1,co_membership,L1912-00732
L1912-01484,L1912-02198,1,co_membership,L1912-00732
L1912-01484,NAME:AIN CL ASKER,1,co_membership,L1912-00732
L1912-01484,NAME:CARNET,1,co_membership,L1912-00732
L1912-01484,NAME:GOUBELLAT,1,co_membership,L1912-00732
L1912-01484,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
L1912-01484,NAME:JACQUES,1,co_membership,L1912-00732
L1912-01484,NAME:MATEUR,1,co_membership,L1912-00732
L1912-01484,NAME:MESELON,1,co_membership,L1912-00732
L1912-01484,NAME:MNRT IMER,1,co_membership,L1912-00732
L1912-01484,NAME:ROUSSEAUX,1,co_membership,L1912-00732
L1912-01484,NAME:TEBOURBA,1,co_membership,L1912-00732
L1912-01484,NAME:VACON,1,co_membership,L1912-00732
L1912-02198,NAME:AIN CL ASKER,1,co_membership,L1912-00732
L1912-02198,NAME:CARNET,1,co_membership,L1912-00732
L1912-02198,NAME:GOUBELLAT,1,co_membership,L1912-00732
L1912-02198,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
L1912-02198,NAME:JACQUES,1,co_membership,L1912-00732
L1912-02198,NAME:MATEUR,1,co_membership,L1912-00732
L1912-02198,NAME:MESELON,1,co_membership,L1912-00732
L1912-02198,NAME:MNRT IMER,1,co_membership,L1912-00732
L1912-02198,NAME:ROUSSEAUX,1,co_membership,L1912-00732
L1912-02198,NAME:TEBOURBA,1,co_membership,L1912-00732
L1912-02198,NAME:VACON,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:CARNET,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:GOUBELLAT,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:JACQUES,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:MATEUR,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:MESELON,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:AIN CL ASKER,NAME:VACON,1,co_membership,L1912-00732
NAME:CARNET,NAME:GOUBELLAT,1,co_membership,L1912-00732
NAME:CARNET,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
NAME:CARNET,NAME:JACQUES,1,co_membership,L1912-00732
NAME:CARNET,NAME:MATEUR,1,co_membership,L1912-00732
NAME:CARNET,NAME:MESELON,1,co_membership,L1912-00732
NAME:CARNET,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:CARNET,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:CARNET,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:CARNET,NAME:VACON,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:HENRI CBARVIN,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:JACQUES,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:MATEUR,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:MESELON,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:GOUBELLAT,NAME:VACON,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:JACQUES,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:MATEUR,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:MESELON,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:HENRI CBARVIN,NAME:VACON,1,co_membership,L1912-00732
NAME:JACQUES,NAME:MATEUR,1,co_membership,L1912-00732
NAME:JACQUES,NAME:MESELON,1,co_membership,L1912-00732
NAME:JACQUES,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:JACQUES,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:JACQUES,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:JACQUES,NAME:VACON,1,co_membership,L1912-00732
NAME:MATEUR,NAME:MESELON,1,co_membership,L1912-00732
NAME:MATEUR,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:MATEUR,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:MATEUR,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:MATEUR,NAME:VACON,1,co_membership,L1912-00732
NAME:MESELON,NAME:MNRT IMER,1,co_membership,L1912-00732
NAME:MESELON,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:MESELON,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:MESELON,NAME:VACON,1,co_membership,L1912-00732
NAME:MNRT IMER,NAME:ROUSSEAUX,1,co_membership,L1912-00732
NAME:MNRT IMER,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:MNRT IMER,NAME:VACON,1,co_membership,L1912-00732
NAME:ROUSSEAUX,NAME:TEBOURBA,1,co_membership,L1912-00732
NAME:TEBOURBA,NAME:VACON,1,co_membership,L1912-00732
NAME:COLONIE,NAME:ELIA,1,co_membership,L1912-00733
L1912-01659,L1912-02523,1,co_membership,L1912-00756
L1912-01659,NAME:BALESTRA,1,co_membership,L1912-00756
L1912-01659,NAME:BEY,1,co_membership,L1912-00756
L1912-01659,NAME:CADOLINI,1,co_membership,L1912-00756
L1912-01659,NAME:CARDORNA,1,co_membership,L1912-00756
L1912-01659,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
L1912-01659,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
L1912-01659,NAME:FIDEI,1,co_membership,L1912-00756
L1912-01659,NAME:LABONNE,1,co_membership,L1912-00756
L1912-01659,NAME:LAGRENEE,1,co_membership,L1912-00756
L1912-01659,NAME:LUPACCHIOLI,1,co_membership,L1912-00756
L1912-01659,NAME:MAURIGI,1,co_membership,L1912-00756
L1912-01659,NAME:PICHON,1,co_membership,L1912-00756
L1912-01659,NAME:PONZEVERA,1,co_membership,L1912-00756
L1912-01659,NAME:TROLI,1,co_membership,L1912-00756
L1912-02523,NAME:BALESTRA,1,co_membership,L1912-00756
L1912-02523,NAME:BEY,1,co_membership,L1912-00756
L1912-02523,NAME:CADOLINI,1,co_membership,L1912-00756
L1912-02523,NAME:CARDORNA,1,co_membership,L1912-00756
L1912-02523,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
L1912-02523,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
L1912-02523,NAME:FIDEI,1,co_membership,L1912-00756
L1912-02523,NAME:LABONNE,1,co_membership,L1912-00756
L1912-02523,NAME:LAGRENEE,1,co_membership,L1912-00756
L1912-02523,NAME:LUPACCHIOLI,1,co_membership,L1912-00756
L1912-02523,NAME:MAURIGI,1,co_membership,L1912-00756
L1912-02523,NAME:PICHON,1,co_membership,L1912-00756
L1912-02523,NAME:PONZEVERA,1,co_membership,L1912-00756
L1912-02523,NAME:TROLI,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:BEY,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:CADOLINI,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:CARDORNA,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:FIDEI,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:LABONNE,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:LAGRENEE,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:LUPACCHIOLI,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:MAURIGI,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:PICHON,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:PONZEVERA,1,co_membership,L1912-00756
NAME:BALESTRA,NAME:TROLI,1,co_membership,L1912-00756
NAME:BEY,NAME:CADOLINI,1,co_membership,L1912-00756
NAME:BEY,NAME:CARDORNA,1,co_membership,L1912-00756
NAME:BEY,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
NAME:BEY,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
NAME:BEY,NAME:FIDEI,1,co_membership,L1912-00756
NAME:BEY,NAME:LABONNE,1,co_membership,L1912-00756
NAME:BEY,NAME:LAGRENEE,1,co_membership,L1912-00756
NAME:BEY,NAME:LUPACCHIOLI,1,co_membership,L1912-00756
NAME:BEY,NAME:MAURIGI,1,co_membership,L1912-00756
NAME:BEY,NAME:PICHON,1,co_membership,L1912-00756
NAME:BEY,NAME:PONZEVERA,1,co_membership,L1912-00756
NAME:BEY,NAME:TROLI,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:CARDORNA,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:FIDEI,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:LABONNE,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:LAGRENEE,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:LUPACCHIOLI,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:MAURIGI,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:PICHON,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:PONZEVERA,1,co_membership,L1912-00756
NAME:CADOLINI,NAME:TROLI,1,co_membership,L1912-00756
NAME:CARDORNA,NAME:D BRAQUEHAYE,1,co_membership,L1912-00756
NAME:CARDORNA,NAME:DELIA SOMAGLIA,1,co_membership,L1912-00756
NAME:CARDORNA,NAME:FIDEI,1,co_membership,L1912-00756
NAME:CARDORNA,NAME:LABONNE,1,co_membership,L1912-00756
