source,target,edge_type,role,weight,tie_source,resolution,page,page_url
L1912-01985,PLACE:tunis,residence,residence,1,person_entry,resolved,317,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f341.item
L1912-01985,PLACE:sofia,birthplace,birthplace,1,person_entry,resolved,317,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f341.item
L1912-01987,L1912-02465,residence,residence,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01987,PLACE:livourne,birthplace,birthplace,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01989,L1912-02334,residence,residence,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01989,PLACE:halki,birthplace,birthplace,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01991,PLACE:ortale,birthplace,birthplace,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01992,L1912-02465,residence,residence,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01992,PLACE:lourdes,birthplace,birthplace,1,person_entry,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-01995,PLACE:tunis,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01995,PLACE:orto,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01996,PLACE:pariente,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01997,PLACE:tunis,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01998,PLACE:tunis,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01998,PLACE:benl eld,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01999,PLACE:tunis,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-01999,PLACE:argancon,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-02001,L1912-01826,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-02002,PLACE:quingey,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-02004,PLACE:tunis,residence,residence,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-02004,PLACE:pouzin,birthplace,birthplace,1,person_entry,resolved,319,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f343.item
L1912-02006,PLACE:tunis,residence,residence,1,person_entry,resolved,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item
L1912-02009,PLACE:tunis,residence,residence,1,person_entry,resolved,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item
L1912-02009,PLACE:etrichy,birthplace,birthplace,1,person_entry,resolved,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item
L1912-02010,PLACE:bolundoz,birthplace,birthplace,1,person_entry,resolved,321,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f345.item
L1912-02011,PLACE:alger,birthplace,birthplace,1,person_entry,resolved,321,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f345.item
L1912-02015,PLACE:aulaines,birthplace,birthplace,1,person_entry,resolved,321,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f345.item
L1912-02018,PLACE:tunis,residence,residence,1,person_entry,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02018,PLACE:lyon,birthplace,birthplace,1,person_entry,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02021,PLACE:aux,birthplace,birthplace,1,person_entry,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02022,PLACE:pans,birthplace,birthplace,1,person_entry,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02024,PLACE:baslilica,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02026,PLACE:messevsnr grosne,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02027,PLACE:annonay,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02028,L1912-00919,residence,residence,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02028,L1912-00919,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02029,L1912-02465,residence,residence,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02029,PLACE:constantine,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02030,L1912-02465,residence,residence,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02031,PLACE:livourne,birthplace,birthplace,1,person_entry,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02032,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02033,L1912-01489,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02033,PLACE:chalonsur saone,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02034,PLACE:ancenls,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02035,L1912-02465,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02035,PLACE:ouilins,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02036,PLACE:tunis,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02036,PLACE:montmirey ta ville,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02037,PLACE:beja,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02037,PLACE:buzancais,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02038,PLACE:tunis,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02038,PLACE:allinges,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02039,L1912-02465,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02039,PLACE:metz,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02040,PLACE:tunis,residence,residence,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02040,PLACE:lyon,birthplace,birthplace,1,person_entry,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02041,PLACE:tunis,residence,residence,1,person_entry,resolved,325,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f349.item
L1912-02041,PLACE:chalons sur marne,birthplace,birthplace,1,person_entry,resolved,325,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f349.item
L1912-02043,PLACE:ceysey,birthplace,birthplace,1,person_entry,resolved,325,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f349.item
L1912-02045,PLACE:tunis,residence,residence,1,person_entry,resolved,325,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f349.item
L1912-02045,PLACE:caubeyres,birthplace,birthplace,1,person_entry,resolved,325,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f349.item
L1912-02049,L1912-02465,residence,residence,1,person_entry,resolved,326,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f350.item
L1912-02049,PLACE:couhe verac,birthplace,birthplace,1,person_entry,resolved,326,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f350.item
L1912-02051,L1912-01207,residence,residence,1,person_entry,resolved,326,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f350.item
L1912-02055,PLACE:poggio d olella,birthplace,birthplace,1,person_entry,resolved,327,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f351.item
L1912-02056,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,327,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f351.item
L1912-02058,PLACE:thonon lesbains,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02059,PLACE:putali,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02060,PLACE:tunis,residence,residence,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02060,PLACE:toulon,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02061,PLACE:tunis,residence,residence,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02061,PLACE:m oulon,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02062,L1912-02465,residence,residence,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02062,L1912-02465,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02064,PLACE:besan con,birthplace,birthplace,1,person_entry,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02065,PLACE:rennes,birthplace,birthplace,1,person_entry,resolved,329,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f353.item
L1912-02066,PLACE:rouvres,birthplace,birthplace,1,person_entry,resolved,329,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f353.item
L1912-02067,PLACE:toulouse,birthplace,birthplace,1,person_entry,resolved,329,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f353.item
L1912-02068,PLACE:tunis,residence,residence,1,person_entry,resolved,329,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f353.item
L1912-02068,PLACE:tunis,birthplace,birthplace,1,person_entry,resolved,329,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f353.item
L1912-02070,L1912-02465,residence,residence,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02070,PLACE:livourne,birthplace,birthplace,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02074,L1912-02334,residence,residence,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02074,PLACE:boyaval,birthplace,birthplace,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02075,PLACE:versailles,birthplace,birthplace,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02077,PLACE:caudrv,birthplace,birthplace,1,person_entry,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02080,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,331,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f355.item
L1912-02081,PLACE:feurs,birthplace,birthplace,1,person_entry,resolved,331,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f355.item
L1912-02084,PLACE:bizerte,residence,residence,1,person_entry,resolved,332,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f356.item
L1912-02084,PLACE:ouroux,birthplace,birthplace,1,person_entry,resolved,332,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f356.item
L1912-02086,L1912-00526,residence,residence,1,person_entry,resolved,332,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f356.item
L1912-02086,PLACE:zanle,birthplace,birthplace,1,person_entry,resolved,332,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f356.item
L1912-02094,PLACE:chalon sur saone,birthplace,birthplace,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02095,L1912-01826,residence,residence,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02095,PLACE:ajaccio,birthplace,birthplace,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02096,L1912-02334,residence,residence,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02097,L1912-02334,residence,residence,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02097,PLACE:stax,birthplace,birthplace,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02098,L1912-00526,residence,residence,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02098,PLACE:bonrepos,birthplace,birthplace,1,person_entry,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02103,PLACE:raincy,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02104,L1912-01313,residence,residence,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02104,PLACE:sainl culats,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02105,L1912-02465,residence,residence,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02105,PLACE:evisa,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02106,PLACE:gennolles,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02107,L1912-02465,residence,residence,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02107,PLACE:sainljusl en bus,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02109,PLACE:lorient,birthplace,birthplace,1,person_entry,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02114,PLACE:monlataire,birthplace,birthplace,1,person_entry,resolved,335,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f359.item
L1912-02118,L1912-01826,residence,residence,1,person_entry,resolved,335,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f359.item
L1912-02118,PLACE:chauffa,birthplace,birthplace,1,person_entry,resolved,335,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f359.item
L1912-02123,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02124,PLACE:marseille,birthplace,birthplace,1,person_entry,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02125,PLACE:tunis,residence,residence,1,person_entry,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02125,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02127,PLACE:gabes,residence,residence,1,person_entry,resolved,337,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f361.item
L1912-02127,PLACE:grenoble,birthplace,birthplace,1,person_entry,resolved,337,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f361.item
L1912-02129,L1912-02465,residence,residence,1,person_entry,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02130,PLACE:clermont vherault,birthplace,birthplace,1,person_entry,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02131,PLACE:beja,residence,residence,1,person_entry,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02132,PLACE:tunis,residence,residence,1,person_entry,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02132,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02133,PLACE:marseille,birthplace,birthplace,1,person_entry,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02134,PLACE:ingenieur civil,birthplace,birthplace,1,person_entry,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02137,PLACE:geneve,birthplace,birthplace,1,person_entry,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02138,PLACE:chelle spou,birthplace,birthplace,1,person_entry,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02139,PLACE:bourg saint andeo,birthplace,birthplace,1,person_entry,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02141,PLACE:anduze,birthplace,birthplace,1,person_entry,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02148,PLACE:tunis,residence,residence,1,person_entry,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02148,PLACE:richebourg,birthplace,birthplace,1,person_entry,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02149,PLACE:tunis,residence,residence,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02149,PLACE:tunis,birthplace,birthplace,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02153,L1912-01207,residence,residence,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02153,PLACE:regusse,birthplace,birthplace,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02155,PLACE:tunis,residence,residence,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02155,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02157,PLACE:tunis,residence,residence,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02157,PLACE:tunis,birthplace,birthplace,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02159,PLACE:bizerte,residence,residence,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02159,PLACE:strasbourg,birthplace,birthplace,1,person_entry,resolved,341,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f365.item
L1912-02160,PLACE:beja,residence,residence,1,person_entry,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02160,PLACE:jumilhac legrand,birthplace,birthplace,1,person_entry,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02161,PLACE:bizerte,residence,residence,1,person_entry,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02162,PLACE:tunis,residence,residence,1,person_entry,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02163,PLACE:perpignan,birthplace,birthplace,1,person_entry,resolved,343,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f367.item
L1912-02164,PLACE:fere,birthplace,birthplace,1,person_entry,resolved,343,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f367.item
L1912-02165,PLACE:marseille,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02166,PLACE:beausset,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02167,PLACE:tunis,residence,residence,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02167,PLACE:bordeaux,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02168,L1912-02334,residence,residence,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02168,PLACE:lyon,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02169,PLACE:tunis,residence,residence,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02169,PLACE:pelussin,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02170,PLACE:pelussin,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02171,PLACE:m unis,birthplace,birthplace,1,person_entry,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02172,L1912-01207,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02172,PLACE:constantine,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02173,PLACE:saintilienne,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02174,L1912-02334,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02174,PLACE:digne,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02177,PLACE:tunis,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02177,PLACE:pomarel,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02178,L1912-01146,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02178,PLACE:saint denis,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02179,PLACE:tunis,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02179,PLACE:metz,birthplace,birthplace,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02180,PLACE:tunis,residence,residence,1,person_entry,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02182,PLACE:marseille,birthplace,birthplace,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02183,L1912-01826,residence,residence,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02183,PLACE:guebwiller,birthplace,birthplace,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02184,L1912-02465,residence,residence,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02184,PLACE:bordeaux,birthplace,birthplace,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02187,PLACE:tunis,residence,residence,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02187,PLACE:bousquet d orl,birthplace,birthplace,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02188,PLACE:tunis,residence,residence,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02188,PLACE:loudiac,birthplace,birthplace,1,person_entry,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02192,L1912-01291,residence,residence,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02192,PLACE:bonifacio,birthplace,birthplace,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02193,PLACE:nieclerbroun,birthplace,birthplace,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02194,L1912-00919,residence,residence,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02195,PLACE:binges,birthplace,birthplace,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02196,PLACE:tunis,residence,residence,1,person_entry,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02197,PLACE:busserolles,birthplace,birthplace,1,person_entry,resolved,348,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f372.item
L1912-02198,PLACE:mulhouse,birthplace,birthplace,1,person_entry,resolved,348,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f372.item
L1912-02199,PLACE:tunis,residence,residence,1,person_entry,resolved,348,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f372.item
L1912-02199,PLACE:chalanlre la grande,birthplace,birthplace,1,person_entry,resolved,348,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f372.item
L1912-02201,PLACE:paris,birthplace,birthplace,1,person_entry,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
L1912-02202,PLACE:tunis,residence,residence,1,person_entry,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
L1912-02202,PLACE:mens,birthplace,birthplace,1,person_entry,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
L1912-02205,L1912-01672,residence,residence,1,person_entry,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
