mention_id,source_entry_id,source_entry_type,name_raw,name_key,role,person_entry_id,resolution,n_candidates,page,page_url,evidence
M000001,L1912-00085,organisation,Jules Bessis,JULES BESSIS,president,,ambiguous,2,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"Président : M. Jules Bessis, banquiers"
M000002,L1912-00085,organisation,B Léger,B LEGER,vice_president,L1912-01601,resolved,1,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"vice-présidents : MM. B. Léger, lieutenant des pompiers"
M000003,L1912-00085,organisation,A Ilalfon,A ILALFON,treasurer,,unmatched,0,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"trésorier : M. A. Ilalfon, employé à la Municipalité"
M000004,L1912-00085,organisation,Joseph Cohen,JOSEPH COHEN,secretary,,ambiguous,5,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"Secrétaire : M. Joseph Cohen, professeur"
M000005,L1912-00085,organisation,I-Iavoun,I IAVOUN,deputy_treasurer,,unmatched,0,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"trésorier-adjoint : M. I-Iavoun, employé"
M000006,L1912-00085,organisation,G Bellaïche,G BELLAICHE,deputy_secretary,L1912-00271,resolved_fuzzy,1,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"secrétaire-adjoint : M. G. Bellaïche, employé"
M000007,L1912-00085,organisation,Victor Slama,VICTOR SLAMA,assessor,,unmatched,0,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"assesseurs : MM. Victor Slama, propriétaire, Arthur Sitbon, employé à la"
M000008,L1912-00085,organisation,Arthur Sitbon,ARTHUR SITBON,assessor,L1912-02391,resolved,1,10,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f34.item,"assesseurs : MM. Victor Slama, propriétaire, Arthur Sitbon, employé à la"
M000009,L1912-00139,organisation,Ferdinand Huard,FERDINAND HUARD,president,L1912-01428,resolved,1,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Médaille d'or à l'Exposition Coloniale de Marseille en 1906. Médaille d'argent à l'Exposition des oeuvres sociales au Grand Palais, à Tunis, en 1905. Prés, gén., M. Ferdinand Huard"
M000010,L1912-00139,organisation,Villot-Beauchemin,VILLOT BEAUCHEMIN,president,L1912-02688,resolved_fuzzy,1,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"vi-prés. gén., M. de Villot-Beauchemin, ingénieur, directeur-adjoint des Travaux de la Ville de Tunis, et M. Graziani, inspecteur des Domaines à la Direction de l'Agriculture, Tuni"
M000011,L1912-00139,organisation,Graziani,GRAZIANI,president,,unmatched,0,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"vi-prés. gén., M. de Villot-Beauchemin, ingénieur, directeur-adjoint des Travaux de la Ville de Tunis, et M. Graziani, inspecteur des Domaines à la Direction de l'Agriculture, Tuni"
M000012,L1912-00139,organisation,Garnier,GARNIER,secretary_general,,unmatched,0,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"secr. gén., M .Garnier, chef de section au Service Topographique"
M000013,L1912-00139,organisation,Tremsal,TREMSAL,president,L1912-02585,resolved,1,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Président du groupe A : M. Tremsal, chef de Cabinet du Directeur général de l'Enseignement public à Tunis"
M000014,L1912-00139,organisation,Constantin,CONSTANTIN,president,,unmatched,0,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Président du groupe C :M. Constantin, ingénieur électricien à Tunis"
M000015,L1912-00139,organisation,Roman,ROMAN,president,L1912-02203,resolved_fuzzy,1,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Président clu groupe D : M. Roman, propriétaire à Tunis"
M000016,L1912-00139,organisation,Duvau,DUVAU,president,L1912-00989,resolved,1,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Président clu (groupe E : M. Duvau, directeur de l'Office de Colonisation à Tunis"
M000017,L1912-00139,organisation,Hallouin,HALLOUIN,president,,unmatched,0,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,"Président du groupe F. : M. Hallouin, inspecteur cle la Compagnie Bône-Guelma."
M000018,L1912-00141,organisation,Edouard,EDOUARD,board_member,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"CONSEIL D'ADMINISTRATION. Prés., M. le comte Edouard cle Warren, domaine d'Echamùnes (Mornag)"
M000019,L1912-00141,organisation,Wartelle,WARTELLE,vice_president,L1912-02682,resolved,1,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"v.-prés., MM. Wartelle, à Aïn-Rhelal"
M000020,L1912-00141,organisation,Coanet,COANET,secretary_general,L1912-00665,resolved,1,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"secr. gén., M. Coanet, à RasTabia, près Tunis"
M000021,L1912-00141,organisation,Costet,COSTET,president,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"COMITÉ DE DIRECTION COMMERCIALE, Présid., M. Costet"
M000022,L1912-00141,organisation,Courrai,COURRAI,delegate,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"administ. délégué, M. Courrai"
M000023,L1912-00141,organisation,Rolland,ROLLAND,secretary,,ambiguous,2,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"secr., M. Rolland"
M000024,L1912-00141,organisation,S Tardy,S TARDY,assessor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"assesseurs, MM. S. Tardy et Rebillet"
M000025,L1912-00141,organisation,Rebillet,REBILLET,assessor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"assesseurs, MM. S. Tardy et Rebillet"
M000026,L1912-00141,organisation,Aymard,AYMARD,councillor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000027,L1912-00141,organisation,Barrion,BARRION,councillor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000028,L1912-00141,organisation,Billy,BILLY,councillor,L1912-00347,resolved,1,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000029,L1912-00141,organisation,Blaive,BLAIVE,councillor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000030,L1912-00141,organisation,Carrier,CARRIER,councillor,L1912-00524,resolved,1,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000031,L1912-00141,organisation,Deligne,DELIGNE,councillor,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000032,L1912-00141,organisation,Ducroquet,DUCROQUET,councillor,,ambiguous,2,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"conseillers consultatifs, MM. Aymard, Barrion, Billy, Blaive, Carrier, Deligne, Ducroquet, Ch"
M000033,L1912-00141,organisation,Barrion,BARRION,secretary_general,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"secr. gén., M. Barrion"
M000034,L1912-00141,organisation,Patrice,PATRICE,deputy_secretary,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"secr. adj., MM. le comte Patrice de Waren, F. Ducroquet"
M000035,L1912-00141,organisation,Gounot,GOUNOT,secretary_general,L1912-01291,resolved,1,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"secr. gén., M. Gounot"
M000036,L1912-00142,organisation,A Lebucher,A LEBUCHER,president,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"MM. A. Lebucher, prés."
M000037,L1912-00142,organisation,G Lecollier,G LECOLLIER,vice_president,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"G. Lecollier et P. Ber- nard, v.-prés."
M000038,L1912-00142,organisation,P Ber,P BER,vice_president,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"G. Lecollier et P. Ber- nard, v.-prés."
M000039,L1912-00142,organisation,Mattou,MATTOU,secretary,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"Mattou, secr."
M000040,L1912-00142,organisation,Surleau,SURLEAU,deputy_secretary,,unmatched,0,34,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f58.item,"Surleau, secr. adj."
M000041,L1912-00143,organisation,Scialom,SCIALOM,president,,ambiguous,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Prés., M. le D' Scialom"
M000042,L1912-00143,organisation,Jules Bessis,JULES BESSIS,vice_president,,ambiguous,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés., MM. Jules Bessis et V. Sitruk"
M000043,L1912-00143,organisation,V Sitruk,V SITRUK,vice_president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés., MM. Jules Bessis et V. Sitruk"
M000044,L1912-00143,organisation,Isaac Lévy,ISAAC LEVY,secretary,L1912-01465,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"secr., M. Isaac Lévy"
M000045,L1912-00143,organisation,Houbani,HOUBANI,commissioner,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"commiss., M. Houbani"
M000046,L1912-00143,organisation,Fitoussi,FITOUSSI,president,L1912-01165,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ane. prés., MM. Fitoussi et Victor Scialom, avocats"
M000047,L1912-00143,organisation,Victor Scialom,VICTOR SCIALOM,president,,ambiguous,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ane. prés., MM. Fitoussi et Victor Scialom, avocats"
M000048,L1912-00144,organisation,Gounol,GOUNOL,president,L1912-01291,resolved_fuzzy,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"MM. Gounol,.prés."
M000049,L1912-00144,organisation,Souiivel,SOUIIVEL,secretary,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Souiivel, secr."
M000050,L1912-00144,organisation,Cornet,CORNET,assessor,L1912-00665,resolved_fuzzy,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Cornet, Dela.noue, Renoux, Tronche, assess."
M000051,L1912-00144,organisation,Renoux,RENOUX,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Cornet, Dela.noue, Renoux, Tronche, assess."
M000052,L1912-00144,organisation,Tronche,TRONCHE,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Cornet, Dela.noue, Renoux, Tronche, assess."
M000053,L1912-00145,organisation,Loth,LOTH,honorary_vice_president,L1912-01640,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés. d'hon., M. Buisson, directeur de l'Enseignement primaire, et M: Loth, directeur du Collège Alaoui"
M000054,L1912-00145,organisation,L Augias,L AUGIAS,president,L1912-00178,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Prés, actif, M. L. Augias, sous^chef de bureau au Gouvernement tunisien"
M000055,L1912-00145,organisation,A Duvialard,A DUVIALARD,vice_president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés.,' M. A. Duvialard, commis des Postes, et M. Larguèche Kh., instituteur"
M000056,L1912-00145,organisation,Larguèche Kh,LARGUECHE KH,vice_president,L1912-01591,resolved_fuzzy,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés.,' M. A. Duvialard, commis des Postes, et M. Larguèche Kh., instituteur"
M000057,L1912-00145,organisation,Matleï,MATLEI,secretary_general,,ambiguous_fuzzy,3,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"secr. gén., M. Matleï, secr.-adj,, El Hadi ben Ammar, très, gén., M. A. Laporte, représentant de commerce"
M000058,L1912-00145,organisation,Gérente,GERENTE,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"assess., MM. Gérente, E. Loubet, L. Josse et Breuil"
M000059,L1912-00145,organisation,E Loubet,E LOUBET,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"assess., MM. Gérente, E. Loubet, L. Josse et Breuil"
M000060,L1912-00145,organisation,L Josse,L JOSSE,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"assess., MM. Gérente, E. Loubet, L. Josse et Breuil"
M000061,L1912-00145,organisation,Breuil,BREUIL,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"assess., MM. Gérente, E. Loubet, L. Josse et Breuil"
M000062,L1912-00145,organisation,Manville,MANVILLE,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ont été successivement présid. en premier, MM. le marquis de Manville, Bianchi et P. Normant, et présidents en second, MM. David, directeur d'école, et Inversin, employé à la Munic"
M000063,L1912-00145,organisation,Bianchi,BIANCHI,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ont été successivement présid. en premier, MM. le marquis de Manville, Bianchi et P. Normant, et présidents en second, MM. David, directeur d'école, et Inversin, employé à la Munic"
M000064,L1912-00145,organisation,P Normant,P NORMANT,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ont été successivement présid. en premier, MM. le marquis de Manville, Bianchi et P. Normant, et présidents en second, MM. David, directeur d'école, et Inversin, employé à la Munic"
M000065,L1912-00145,organisation,David,DAVID,president,L1912-00791,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ont été successivement présid. en premier, MM. le marquis de Manville, Bianchi et P. Normant, et présidents en second, MM. David, directeur d'école, et Inversin, employé à la Munic"
M000066,L1912-00145,organisation,Inversin,INVERSIN,president,,ambiguous,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ont été successivement présid. en premier, MM. le marquis de Manville, Bianchi et P. Normant, et présidents en second, MM. David, directeur d'école, et Inversin, employé à la Munic"
M000067,L1912-00146,organisation,Brunel,BRUNEL,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"MM. Maroque, prés., Brunel et Ollier, vice-prés."
M000068,L1912-00146,organisation,Ollier,OLLIER,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"MM. Maroque, prés., Brunel et Ollier, vice-prés."
M000069,L1912-00146,organisation,Bentejac,BENTEJAC,secretary,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Bentejac, secr."
M000070,L1912-00146,organisation,Breuil,BREUIL,deputy_secretary,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Breuil, secr.-adj."
M000071,L1912-00146,organisation,Martini,MARTINI,deputy_treasurer,,ambiguous_fuzzy,4,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Martini, trés.-adj."
M000072,L1912-00146,organisation,Alessandri,ALESSANDRI,president,L1912-00071,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Bourrusl, Capot, Dozeville et Fortier, administrateur. — Ont été successivement présidents : MM. Alessandri, 1904-1905"
M000073,L1912-00147,organisation,Marcille,MARCILLE,president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Prés.,' M. Marcille"
M000074,L1912-00147,organisation,Brou,BROU,vice_president,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"v.-prés., M. Brou"
M000075,L1912-00147,organisation,Sarabusi,SARABUSI,secretary,L1912-02270,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"secr.,M. Sarabusi"
M000076,L1912-00147,organisation,Courtade,COURTADE,board_member,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000077,L1912-00147,organisation,L Blanc,L BLANC,board_member,,ambiguous,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000078,L1912-00147,organisation,Girod,GIROD,board_member,,ambiguous_fuzzy,3,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000079,L1912-00147,organisation,Haiouni,HAIOUNI,board_member,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000080,L1912-00147,organisation,Verrv,VERRV,board_member,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000081,L1912-00147,organisation,Bost,BOST,board_member,L1912-00405,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"membres du bureau, MM. Courtade, L. Blanc, Girod, Haiouni et Verrv. président en 1907, M. Bost"
M000082,L1912-00148,organisation,Rapp,RAPP,secretary,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,Rapp. secr.
M000083,L1912-00148,organisation,Surleau,SURLEAU,assessor,,unmatched,0,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Surleau, Finnocchi, assess"
M000084,L1912-00148,organisation,Finnocchi,FINNOCCHI,assessor,,ambiguous_fuzzy,2,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Surleau, Finnocchi, assess"
M000085,L1912-00148,organisation,Gamet,GAMET,past_president,L1912-01219,resolved,1,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ancien président, M. Gamet."
M000086,L1912-00149,organisation,Gustave Rolland,GUSTAVE ROLLAND,president,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Prés., M. Gustave Rolland, vice-président, M. W. de Vaumas"
M000087,L1912-00149,organisation,Coupin,COUPIN,secretary,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"secrétaire, M. Coupin"
M000088,L1912-00149,organisation,Berlainchand,BERLAINCHAND,past_president,L1912-00319,resolved_fuzzy,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion"
M000089,L1912-00149,organisation,Malet,MALET,past_president,L1912-01681,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion"
M000090,L1912-00149,organisation,Coupin J.-B,COUPIN J B,past_president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion"
M000091,L1912-00149,organisation,Barrion,BARRION,past_president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion"
M000092,L1912-00149,organisation,Nombreux,NOMBREUX,member,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Nombreux travaux particuliers des membres.
M000093,L1912-00150,organisation,Chamboncel,CHAMBONCEL,president,L1912-00576,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Médailles cle bronze à l'Exposition coloniale de Marseille en 1906. Présid., M. Chamboncel .! er. nand), v.-prés., M""' Mathieu, v.-prés . M. Débart"
M000094,L1912-00150,organisation,Mathieu,MATHIEU,president,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Médailles cle bronze à l'Exposition coloniale de Marseille en 1906. Présid., M. Chamboncel .! er. nand), v.-prés., M""' Mathieu, v.-prés . M. Débart"
M000095,L1912-00150,organisation,Joly Louys,JOLY LOUYS,secretary,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"secr., MM. Joly, Louys et Candille, M""* Mouroux"
M000096,L1912-00150,organisation,Bérard,BERARD,president,L1912-00308,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Ane. prés. : en 1905, M. Bérard"
M000097,L1912-00151,organisation,Lubac,LUBAC,president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M. Lubac, profess. au Lycée Carnot, prés."
M000098,L1912-00151,organisation,Pauthier,PAUTHIER,treasurer,L1912-02008,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M"""" Pouget, maîtresse chargée des cours à l'école Jules-Ferry, et M. Pauthier, professeur au Lycée Carnot, v.-prés., M. Girard, professeur au Lycée Carnot, 1res"
M000099,L1912-00151,organisation,Girard,GIRARD,treasurer,L1912-01273,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M"""" Pouget, maîtresse chargée des cours à l'école Jules-Ferry, et M. Pauthier, professeur au Lycée Carnot, v.-prés., M. Girard, professeur au Lycée Carnot, 1res"
M000100,L1912-00151,organisation,Langlois Palou,LANGLOIS PALOU,president,L1912-01587,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Ane. prés. : MM. Langlois Palou et Vincent.
M000101,L1912-00151,organisation,Vincent,VINCENT,president,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Ane. prés. : MM. Langlois Palou et Vincent.
M000102,L1912-00152,organisation,Jean Péloni,JEAN PELONI,board_member,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"CONSEIL D'ADMINISTRATION élu par l'assemblée générale constitutive du 24 avril 1908:MM. Jean Péloni, conseiller du. commerce extérieur de la France, entrepreneur de travaux publics"
M000103,L1912-00152,organisation,Genevay,GENEVAY,president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés."
M000104,L1912-00152,organisation,Azerm,AZERM,president,L1912-00200,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés."
M000105,L1912-00152,organisation,Nani,NANI,president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés."
M000106,L1912-00152,organisation,G Calo,G CALO,president,L1912-00494,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés."
M000107,L1912-00152,organisation,S Boccara,S BOCCARA,president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés."
M000108,L1912-00152,organisation,Reymond,REYMOND,secretary_general,L1912-02171,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Reymond, secr. gén."
M000109,L1912-00152,organisation,Guinle,GUINLE,deputy_secretary,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Guinle et V. Nunès, secr. adj."
M000110,L1912-00152,organisation,Benzimra,BENZIMRA,councillor,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000111,L1912-00152,organisation,Bodineau,BODINEAU,councillor,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000112,L1912-00152,organisation,Boulier,BOULIER,councillor,,ambiguous_fuzzy,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000113,L1912-00152,organisation,Couderc,COUDERC,councillor,L1912-00744,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000114,L1912-00152,organisation,Duprey,DUPREY,councillor,L1912-00977,resolved_fuzzy,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000115,L1912-00152,organisation,Germonneau,GERMONNEAU,councillor,L1912-01258,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000116,L1912-00152,organisation,Martz,MARTZ,councillor,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
