mention_id,source_entry_id,source_entry_type,name_raw,name_key,role,person_entry_id,resolution,n_candidates,page,page_url,evidence
M000850,L1912-02430,organisation,Cesana Luciano,CESANA LUCIANO,councillor,L1912-01645,resolved_fuzzy,1,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Calo Enrico, Cesana Luciano, Levi Guglielmo, Ravasini Guido, Salvo Salvalor, Valensi Alberto, conseillers"
M000851,L1912-02430,organisation,Levi Guglielmo,LEVI GUGLIELMO,councillor,L1912-01617,resolved,1,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Calo Enrico, Cesana Luciano, Levi Guglielmo, Ravasini Guido, Salvo Salvalor, Valensi Alberto, conseillers"
M000852,L1912-02430,organisation,Ravasini Guido,RAVASINI GUIDO,councillor,,unmatched,0,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Calo Enrico, Cesana Luciano, Levi Guglielmo, Ravasini Guido, Salvo Salvalor, Valensi Alberto, conseillers"
M000853,L1912-02430,organisation,Salvo Salvalor,SALVO SALVALOR,councillor,,unmatched,0,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Calo Enrico, Cesana Luciano, Levi Guglielmo, Ravasini Guido, Salvo Salvalor, Valensi Alberto, conseillers"
M000854,L1912-02430,organisation,Valensi Alberto,VALENSI ALBERTO,councillor,,ambiguous,10,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Calo Enrico, Cesana Luciano, Levi Guglielmo, Ravasini Guido, Salvo Salvalor, Valensi Alberto, conseillers"
M000855,L1912-02430,organisation,Molco Assilio,MOLCO ASSILIO,president,L1912-01820,resolved,1,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item,"Ane. prés., Molco Assilio"
M000856,L1912-02431,organisation,Marlino Francesco,MARLINO FRANCESCO,vice_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"De Marlino Francesco et Milaui Erice, v.- prés."
M000857,L1912-02431,organisation,Milaui Erice,MILAUI ERICE,vice_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"De Marlino Francesco et Milaui Erice, v.- prés."
M000858,L1912-02431,organisation,Mannina Saverio,MANNINA SAVERIO,councillor,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Mannina Saverio,' Livolsi G(iuseppe et Salmieri Giuseppe, conseillers"
M000859,L1912-02431,organisation,Livolsi G,LIVOLSI G,councillor,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Mannina Saverio,' Livolsi G(iuseppe et Salmieri Giuseppe, conseillers"
M000860,L1912-02431,organisation,Salmieri Giuseppe,SALMIERI GIUSEPPE,councillor,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Mannina Saverio,' Livolsi G(iuseppe et Salmieri Giuseppe, conseillers"
M000861,L1912-02431,organisation,Azzopardi Alfredo,AZZOPARDI ALFREDO,secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Azzopardi Alfredo, secr."
M000862,L1912-02432,organisation,Communaux,COMMUNAUX,president,L1912-00699,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"MM. Communaux, prés."
M000863,L1912-02432,organisation,D Uzan,D UZAN,vice_president,,ambiguous,3,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"les D"" Uzan el L. Morpurgo et Abdeljelil Zaouche, v.-prés."
M000864,L1912-02432,organisation,Abdeljelil Zaouche,ABDELJELIL ZAOUCHE,vice_president,,ambiguous,4,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"les D"" Uzan el L. Morpurgo et Abdeljelil Zaouche, v.-prés."
M000865,L1912-02432,organisation,Joseph Cohen,JOSEPH COHEN,secretary,,ambiguous,5,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Joseph Cohen, secr."
M000866,L1912-02432,organisation,Dinguizli,DINGUIZLI,member,L1912-00847,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000867,L1912-02432,organisation,Elie Fitoussi,ELIE FITOUSSI,member,L1912-01165,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000868,L1912-02432,organisation,Joseph Valensi,JOSEPH VALENSI,member,,ambiguous,10,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000869,L1912-02432,organisation,Béchir Zaouche,BECHIR ZAOUCHE,member,L1912-00262,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000870,L1912-02432,organisation,Bigot,BIGOT,member,L1912-00344,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000871,L1912-02432,organisation,Noël,NOEL,member,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000872,L1912-02432,organisation,Chassagny,CHASSAGNY,member,L1912-00600,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"le caïd Dinguizli, Elie Fitoussi, Joseph Valensi, Béchir Zaouche, Bigot, Noël et Chassagny, membres."
M000873,L1912-02433,organisation,Henriksen,HENRIKSEN,vice_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"M"""" Henriksen et M. Chatel, v.-prés."
M000874,L1912-02433,organisation,Chatel,CHATEL,vice_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"M"""" Henriksen et M. Chatel, v.-prés."
M000875,L1912-02433,organisation,Ceccatty,CECCATTY,secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"M. de Ceccatty, secr."
M000876,L1912-02433,organisation,Frédéric Mistral,FREDERIC MISTRAL,honorary_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"BUREAU : Prés, d'honneur, MM. Frédéric Mistral, le Résident Général et H, Michel, député d'Arles"
M000877,L1912-02433,organisation,Dumergue,DUMERGUE,president,L1912-00970,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"prés, non., M. Dumergue, vice-président de la Municipalité. MM. Jules Saurin, prés."
M000878,L1912-02433,organisation,Saunier,SAUNIER,vice_president,L1912-02271,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Saunier, v.- prés."
M000879,L1912-02433,organisation,Charbonnel,CHARBONNEL,secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Charbonnel, secr."
M000880,L1912-02433,organisation,Ollivier,OLLIVIER,commissioner,L1912-01921,resolved_fuzzy,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ollivier, Pesanty, Revelli, commissaires"
M000881,L1912-02433,organisation,Pesanty,PESANTY,commissioner,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ollivier, Pesanty, Revelli, commissaires"
M000882,L1912-02433,organisation,Revelli,REVELLI,commissioner,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ollivier, Pesanty, Revelli, commissaires"
M000883,L1912-02433,organisation,Piétra,PIETRA,president,,ambiguous,2,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ane. prés. : MM. Piétra, Imbert, Dumergue, Mercier."
M000884,L1912-02433,organisation,Imbert,IMBERT,president,L1912-01443,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ane. prés. : MM. Piétra, Imbert, Dumergue, Mercier."
M000885,L1912-02433,organisation,Dumergue,DUMERGUE,president,L1912-00970,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ane. prés. : MM. Piétra, Imbert, Dumergue, Mercier."
M000886,L1912-02433,organisation,Mercier,MERCIER,president,,ambiguous,2,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ane. prés. : MM. Piétra, Imbert, Dumergue, Mercier."
M000887,L1912-02435,organisation,J.-B Curtelin,J B CURTELIN,president,L1912-00765,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"BUREAU : MM. J.-B. Curtelin, prés."
M000888,L1912-02435,organisation,Gaillard,GAILLARD,vice_president,L1912-01210,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Gaillard et Ùsannaz-Joris,v.-prés."
M000889,L1912-02435,organisation,Cherchillot,CHERCHILLOT,secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Cherchillot, secr."
M000890,L1912-02436,organisation,Jules Bonan,JULES BONAN,president,,ambiguous,2,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"BUREAU : MM. Jules Bonan, prés."
M000891,L1912-02436,organisation,Ernest Sfez,ERNEST SFEZ,vice_president,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ernest Sfez et Kaddour ben Cheikh Ahmed, v.-prés."
M000892,L1912-02436,organisation,Kaddour,KADDOUR,vice_president,L1912-01485,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ernest Sfez et Kaddour ben Cheikh Ahmed, v.-prés."
M000893,L1912-02436,organisation,Risos Christûs,RISOS CHRISTUS,deputy_secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Risos Christûs, secr. adj."
M000894,L1912-02436,organisation,Habib Bedra,HABIB BEDRA,assessor,L1912-00318,resolved_fuzzy,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Habib Bedra, Gaston En- . riquez, assess."
M000895,L1912-02436,organisation,Gaston En,GASTON EN,assessor,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Habib Bedra, Gaston En- . riquez, assess."
M000896,L1912-02437,organisation,Plancke,PLANCKE,president,L1912-02069,resolved_fuzzy,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Société .publie mensuellement le «Bulletin des travaux de la Société des Sciences médicales de Tunis». Le Comité de rédaction de ce Bulletin se compose de : MM. le D' Plancke, prés"
M000897,L1912-02437,organisation,Braquehaye,BRAQUEHAYE,member,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Braquehaye, Cortési, Lemanski, Sora, Loliroff,membres"
M000898,L1912-02437,organisation,Cortési,CORTESI,member,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Braquehaye, Cortési, Lemanski, Sora, Loliroff,membres"
M000899,L1912-02437,organisation,Lemanski,LEMANSKI,member,L1912-01607,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Braquehaye, Cortési, Lemanski, Sora, Loliroff,membres"
M000900,L1912-02437,organisation,Sora,SORA,member,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Braquehaye, Cortési, Lemanski, Sora, Loliroff,membres"
M000901,L1912-02437,organisation,Loliroff,LOLIROFF,member,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Braquehaye, Cortési, Lemanski, Sora, Loliroff,membres"
M000902,L1912-02437,organisation,Plancke,PLANCKE,president,L1912-02069,resolved_fuzzy,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,BUREAU : D' Plancke. prés.
M000903,L1912-02437,organisation,Lévy,LEVY,vice_president,,ambiguous,2,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,D' Lévy. v.-prés.
M000904,L1912-02437,organisation,D1 Cassulo,D CASSULO,secretary_general,L1912-00534,resolved_fuzzy,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"D1 Cassulo, secr. gén."
M000905,L1912-02437,organisation,Spezzafurno,SPEZZAFURNO,deputy_secretary,,unmatched,0,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"D' Spezzafurno, secr. adj."
M000906,L1912-02437,organisation,D Porot,D POROT,councillor,L1912-02092,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"D"" Porot et Cardoso, conseillers"
M000907,L1912-02437,organisation,Cardoso,CARDOSO,councillor,,ambiguous,2,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"D"" Porot et Cardoso, conseillers"
M000908,L1912-02437,organisation,D Bastide,D BASTIDE,president,L1912-00247,resolved,1,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item,"Ane. prés. : MM. les D"" Bastide. 1.898"
M000909,L1912-02438,organisation,Curlelin,CURLELIN,vice_president,L1912-00765,resolved_fuzzy,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Curlelin et Forcioli, v.- prés."
M000910,L1912-02438,organisation,Forcioli,FORCIOLI,vice_president,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Curlelin et Forcioli, v.- prés."
M000911,L1912-02438,organisation,Barsolti,BARSOLTI,secretary,L1912-00244,resolved_fuzzy,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Barsolti, secr."
M000912,L1912-02439,organisation,Beya,BEYA,president,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,Sous la présidence d'honneur de : S. A. la Beya régnante Qamar Hanem
M000913,L1912-02439,organisation,Cheikh Mohamed,CHEIKH MOHAMED,vice_president,,ambiguous,2,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Sous la vice-présidence d'honn. de : M"" Cheikh Mohamed el Bahri"
M000914,L1912-02439,organisation,Bouhageb,BOUHAGEB,board_member,,ambiguous,2,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Son Comité directeur est ainsi composé : MM. le Dr Bouhageb, prés."
M000915,L1912-02439,organisation,Ahmed,AHMED,vice_president,L1912-00031,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Ahmed el Bahri, v.-prés."
M000916,L1912-02439,organisation,A Cheikh,A CHEIKH,secretary,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"A. Cheikh et M. Asfouri, secr."
M000917,L1912-02439,organisation,IL Djehane,IL DJEHANE,member,L1912-00902,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"IL Djehane, M. Azouz, M. B. Abdallah et M. Aouidj, membres"
M000918,L1912-02439,organisation,Azouz,AZOUZ,member,L1912-00201,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"IL Djehane, M. Azouz, M. B. Abdallah et M. Aouidj, membres"
M000919,L1912-02439,organisation,B Abdallah,B ABDALLAH,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"IL Djehane, M. Azouz, M. B. Abdallah et M. Aouidj, membres"
M000920,L1912-02439,organisation,Aouidj,AOUIDJ,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"IL Djehane, M. Azouz, M. B. Abdallah et M. Aouidj, membres"
M000921,L1912-02440,organisation,Orliac,ORLIAC,president,L1912-01930,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"BUREAU : MM. Orliac, prés."
M000922,L1912-02440,organisation,Antoine,ANTOINE,vice_president,L1912-00106,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Antoine, v.-prés."
M000923,L1912-02440,organisation,Lemoine,LEMOINE,secretary,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Lemoine, secr."
M000924,L1912-02440,organisation,Lavau,LAVAU,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Lavau, Grosdemange, Larclel, membres."
M000925,L1912-02440,organisation,Grosdemange,GROSDEMANGE,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Lavau, Grosdemange, Larclel, membres."
M000926,L1912-02440,organisation,Larclel,LARCLEL,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Lavau, Grosdemange, Larclel, membres."
M000927,L1912-02441,organisation,Bergen,BERGEN,member,L1912-00309,resolved_fuzzy,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Nombre de membres : 400. Diplômes d'honneur aux Expositions touristiques cle Trondhjem et Bergen (Norvège) et à l'Exposition de Bruxelles en 191.0. Comité de patronage : Prés, d'ho"
M000928,L1912-02441,organisation,Alapetite,ALAPETITE,member,L1912-00066,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Nombre de membres : 400. Diplômes d'honneur aux Expositions touristiques cle Trondhjem et Bergen (Norvège) et à l'Exposition de Bruxelles en 191.0. Comité de patronage : Prés, d'ho"
M000929,L1912-02441,organisation,Résident,RESIDENT,member,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Nombre de membres : 400. Diplômes d'honneur aux Expositions touristiques cle Trondhjem et Bergen (Norvège) et à l'Exposition de Bruxelles en 191.0. Comité de patronage : Prés, d'ho"
M000930,L1912-02441,organisation,Roy,ROY,honorary_vice_president,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"v.-prés. d'honn. : MM. Roy, secr. gén. du Gouv. tunisien"
M000931,L1912-02441,organisation,T Audemard,T AUDEMARD,board_member,L1912-00176,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Comité directeur : MM. .T. Audemard (Hôtel de Paris), prés."
M000932,L1912-02441,organisation,L Vuarnet,L VUARNET,vice_president,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"L. Vuarnet (Tunis-Hôtel), v.-prés."
M000933,L1912-02441,organisation,Audemard,AUDEMARD,deputy_secretary,L1912-00176,resolved,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Audemard fils, secr. adj."
M000934,L1912-02441,organisation,B Waldispul,B WALDISPUL,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000935,L1912-02441,organisation,Montagnoux,MONTAGNOUX,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000936,L1912-02441,organisation,I-Ieusch,I IEUSCH,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000937,L1912-02441,organisation,Trous- I,TROUS I,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000938,L1912-02441,organisation,Lavit,LAVIT,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000939,L1912-02441,organisation,Elophe,ELOPHE,councillor,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000940,L1912-02441,organisation,Redoul,REDOUL,councillor,L1912-02151,resolved_fuzzy,1,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"B. Waldispul (Grand-Hôtel), Montagnoux (Brasserie du Phénix), I-Ieusch (Restaurant du Casino clu Belvédère), Trous- ' I sier (Hôtel Moderne), Lavit (Grand Hô- tel) à Sousse, Elophe"
M000941,L1912-02441,organisation,Tuor,TUOR,president,,unmatched,0,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item,"Ane. prés. : M. Tuor, de 1908 à 1.911. TRAVAUX : 1.0.000 cartes-affiches «Tunisie» et 150.000 brochures descriptives illustrées et notices de propagande en faveur de l'hivernage da"
M000942,L1912-02471,organisation,Développement,DEVELOPPEMENT,member,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Novembre 1.907. BUT : Développement des sports el, en particulier cle la gymnastique, de la boxe, de la lutte, de l'escrime, du fool-ball. 70 membres actifs"
M000943,L1912-02471,organisation,Lagarde,LAGARDE,secretary,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Lagarde, secr"
M000944,L1912-02471,organisation,Tribeaudot,TRIBEAUDOT,president,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,Ane. prés. : M. le D' Tribeaudot.
M000945,L1912-02472,organisation,Développer,DEVELOPPER,member,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,BUT : Développer le goût de la navigation et des sports nautiques. 120 membres
M000946,L1912-02472,organisation,Tronchôre,TRONCHORE,vice_president,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Tronchôre et Laffont, v.-prés-."
M000947,L1912-02472,organisation,Laffont,LAFFONT,vice_president,L1912-01568,resolved_fuzzy,1,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Tronchôre et Laffont, v.-prés-."
M000948,L1912-02472,organisation,Beauvais,BEAUVAIS,secretary,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Beauvais, secr."
M000949,L1912-02472,organisation,Dufetel,DUFETEL,president,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Ane. présid. : MM. Dufetel, Bonavita, Jomier"
M000950,L1912-02472,organisation,Bonavita,BONAVITA,president,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Ane. présid. : MM. Dufetel, Bonavita, Jomier"
M000951,L1912-02472,organisation,Jomier,JOMIER,president,,unmatched,0,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item,"Ane. présid. : MM. Dufetel, Bonavita, Jomier"
M000952,L1912-02492,organisation,Duffô,DUFFO,president,L1912-00965,resolved,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,Grand prix à l'Exposition coloniale de Marseille 1906. BUREAU : MM. Duffô prés.
M000953,L1912-02492,organisation,Billy,BILLY,vice_president,L1912-00347,resolved,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"Billy, v.-prés."
M000954,L1912-02492,organisation,Coan,COAN,assessor,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"MM. Coan net et Monrozier, assess"
M000955,L1912-02492,organisation,Monrozier,MONROZIER,assessor,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"MM. Coan net et Monrozier, assess"
M000956,L1912-02492,organisation,Kien Emile,KIEN EMILE,president,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"TRAVAUX : Préservation complète di vignoble tunisien de l'atteinte phylloxerique jusqu'en 1906. SERVICES TECHNIQUES : M. Kien Emile, chef clu service. — MM. Jambon Pierre, à Tunis"
M000957,L1912-02493,organisation,Paul Lambert,PAUL LAMBERT,president,L1912-01579,resolved,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"BUREAU : MM. Paul Lambert, prés."
M000958,L1912-02493,organisation,Bouyac,BOUYAC,vice_president,L1912-00449,resolved_fuzzy,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"Bouyac et d'Alessandro, v.-prés."
M000959,L1912-02493,organisation,André Duran,ANDRE DURAN,secretary_general,L1912-00096,resolved,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"André Duran, secr. gén."
M000960,L1912-02493,organisation,Cauwel,CAUWEL,secretary,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"Cauwel, secr."
M000961,L1912-02493,organisation,Lecore-Carpenlier,LECORE CARPENLIER,honorary_president,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,"Prés, d'honn. : M.' Lecore-Carpenlier"
M000962,L1912-02493,organisation,Omessa,OMESSA,president,L1912-01923,resolved,1,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,Ane. prés. : MM. Omessa et LecoreCarpenlier
M000963,L1912-02493,organisation,LecoreCarpenlier,LECORECARPENLIER,president,,unmatched,0,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item,Ane. prés. : MM. Omessa et LecoreCarpenlier
M000964,L1912-02601,organisation,A Bost,A BOST,president,L1912-00405,resolved,1,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item,"BUREAU : MM. A. Bost, président"
M000965,L1912-02601,organisation,L Pradier,L PRADIER,vice_president,L1912-02107,resolved,1,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item,"L. Pradier, vice-président"
M000966,L1912-02610,organisation,Aubry,AUBRY,president,L1912-00174,resolved,1,414,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f438.item,"MM. Aubry, prés."
