entry_id,surname,forenames,positionality,position_detail,position_basis,confidence,birth_context,community,evidence,birth_year,settled_tunisia_year,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits
L1912-01251,GENTILE,Raoul-Victor DE,unknown,unknown,,,unrecorded,unknown,,,,justice_law,0,0,0,191,1
L1912-01252,GEORGE,Paul-Antoine-Michel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,engineering_architecture,3,0,1,667,0
L1912-01253,GEPT,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1905,,0,0,0,556,0
L1912-01255,GÉRARD,Gaston-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1903,education_science,0,0,0,444,0
L1912-01256,GÉRARD,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1801,1892,commerce,2,0,0,296,0
L1912-01257,GERINI,Dante,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;italian_institution;member_of:italian_body,1875,1900,mining,2,0,0,2030,1
L1912-01258,GERMONNEAU,Damase-François,unknown,unknown,,,unrecorded,unknown,,1870,1894,politics_native_admin,1,0,0,329,0
L1912-01262,GHILEB,,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;muslim_office,1884,,military,3,1,1,723,0
L1912-01266,GIGNAN,Clodomir-Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,military,1,1,0,266,1
L1912-01267,GILBERT,André,unknown,unknown,,,unrecorded,unknown,,,,,4,1,1,1114,0
L1912-01268,GILBERT,Gabriel-Alphonse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,,administration,2,0,1,451,0
L1912-01269,GILLY,Marie-Emmanuel-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1886,1907,,0,0,0,545,0
L1912-01270,GILTAIRE,Edmond,unknown,unknown,,,unrecorded,unknown,,,,administration,0,0,0,82,0
L1912-01271,GIORGI,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1858,1906,administration,1,0,1,259,0
L1912-01272,GIORGI,Pierre-Louis,unknown,unknown,,,unrecorded,unknown,,1846,1881,military,3,1,0,401,0
L1912-01273,GIRARD,Léon-Hippolvle-Adolphe,unknown,unknown,,,unrecorded,unknown,,1864,,administration,2,0,1,655,0
L1912-01274,GIRAUD,Charles-Hippolyte,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,,agriculture,3,0,1,609,0
L1912-01275,GIROU,Henry-Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1900,education_science,1,0,0,621,0
L1912-01276,GIROUD,Joseph,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1867,,engineering_architecture,1,0,0,735,1
L1912-01277,GIROZ,Charles,unknown,unknown,,,unrecorded,unknown,,1879,,engineering_architecture,1,0,1,582,0
L1912-01278,GISTUCCI,Alexandre-Valère,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1896,,2,0,1,617,0
L1912-01279,GLANDUT,Séraphin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,1887,industry_crafts,1,0,1,259,0
L1912-01281,GLUCK,André-Robert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,1900,,0,0,0,742,0
L1912-01282,GOBILLOT,Jacques-Philippe-Lucien,unknown,unknown,,,unrecorded,unknown,,1859,1890,,2,0,1,595,1
L1912-01283,GOIN,Georges,unknown,unknown,,,unrecorded,unknown,,1906,,transport_maritime,2,0,1,247,0
L1912-01284,GONNOT,Marie,unknown,unknown,,,unrecorded,unknown,,1859,,,2,0,1,415,0
L1912-01285,GORDON,Gerlrude,unknown,unknown,,,unrecorded,unknown,,,1898,medicine_health,0,0,0,327,0
L1912-01287,GORSSE,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1890,commerce,1,0,1,175,0
L1912-01291,GOUNOT,André,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;member_of:french_settler_body,1878,,agriculture,1,0,0,974,0
L1912-01294,GOUTTENOIRE,Jean,unknown,unknown,,,unrecorded,unknown,,1879,1900,military,0,0,0,135,1
L1912-01296,GOUVET,Ernesf-Alexis-Laurent,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1860,1860,engineering_architecture,4,0,1,531,0
L1912-01297,GOYET,Joseph-Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1896,administration,0,0,0,409,0
L1912-01298,GOZLAN,A.,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,1866,,industry_crafts,6,0,1,668,0
L1912-01301,GRASSET,Alfred-Louis-Benjamin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1885,,2,0,1,497,0
L1912-01302,GRÉBAUVAL,Lôonidas-Adolphe,unknown,unknown,,,unrecorded,unknown,,1856,1886,justice_law,1,0,0,279,0
L1912-01306,GRENOUILLEAU,Marc,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1865,,justice_law,1,0,0,267,0
L1912-01307,GRENY,Hilaire-Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1900,engineering_architecture,1,0,1,600,0
L1912-01308,GRÉSILLON,Emile-Albert,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1865,,press_letters_arts,0,0,0,588,0
L1912-01309,GRESSE,Paul,unknown,unknown,,,unrecorded,unknown,,1868,,education_science,3,0,1,820,1
L1912-01310,GREZEL,,unknown,unknown,,,unrecorded,unknown,,1866,1899,administration,2,0,1,190,0
L1912-01313,GROSRENAUD,François-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1895,education_science,2,0,1,247,0
L1912-01314,GROSS,André,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1895,administration,1,0,1,208,0
L1912-01315,GRUNDLER,Frédéric-Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1892,education_science,1,0,1,355,0
L1912-01318,GUEDJ,Félix,unknown,unknown,,,tunisia,unknown,birth_tunisia,1885,,justice_law,0,0,0,191,0
L1912-01319,GUËGAN,Jules-Fortuné,unknown,unknown,,,unrecorded,unknown,,1855,,medicine_health,3,1,1,2039,1
L1912-01320,GUELLATY,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1880,1883,justice_law,0,0,0,396,1
L1912-01321,GUELLATY,Omar,native,native_muslim,institutional,low,algeria,tunisian_muslim,birth_algeria;member_of:muslim_body,1852,,,3,1,1,659,0
L1912-01323,GUÊNARD,Albert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1880,,administration,0,0,0,754,2
L1912-01324,GUÉNARD,Ernest,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,,administration,3,1,1,1083,0
L1912-01325,GUÉNIER,Henri-Eugène,unknown,unknown,,,tunisia,unknown,birth_tunisia,1859,,,1,0,0,2792,2
L1912-01326,GUENIN,Jean-Regis,unknown,unknown,,,unrecorded,unknown,,1866,,,1,0,1,171,0
L1912-01327,GUËRARD,Horace-Napoléon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,,finance_banking,0,0,0,91,0
L1912-01331,GUEYDAN,Adrien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1857,1882,justice_law,4,1,0,573,0
L1912-01332,GUEZ,Victor,unknown,unknown,,,unrecorded,unknown,,1877,,commerce,0,0,0,125,0
L1912-01333,GUILHON,Clém'-Jules,unknown,unknown,,,unrecorded,unknown,,1876,,,2,0,1,476,0
L1912-01334,GUILLEMART,Robert,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1868,,military,2,1,0,372,0
L1912-01335,GUILLOCHON,Lucien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1897,military,2,0,1,625,1
L1912-01336,GUILLON,Paul-Marie,unknown,unknown,,,unrecorded,unknown,,1875,1901,education_science,0,0,0,252,0
L1912-01337,GUILLOT,,unknown,unknown,,,unrecorded,unknown,,,,,2,1,0,203,0
L1912-01338,GUIOT,Charles,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1866,,justice_law,1,0,0,437,0
L1912-01339,GUITAT,Daniel,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1868,1898,commerce,0,0,0,531,0
L1912-01340,GUNG'L,J.-N.,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1905,justice_law,3,0,1,945,1
L1912-01341,GUTTIERES,,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution,1844,,administration,3,0,1,195,0
L1912-01342,GUTTIERES,Ernest,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution,1880,,justice_law,0,0,0,260,1
L1912-01343,GUY,Raphaël,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,,military,2,0,1,607,0
L1912-01344,GUYON,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1778,1907,finance_banking,0,0,0,175,0
L1912-01345,GUYS,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,271,1
L1912-01346,HAAK,Gérard Van Den,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_netherlands,1862,1896,religion,0,0,0,114,0
L1912-01349,HACKSPILL,Henri-Albert,unknown,unknown,,,unrecorded,unknown,,1878,1896,,1,0,1,371,0
L1912-01350,HADDAD,Nissim,unknown,unknown,,,tunisia,unknown,birth_tunisia,1868,,commerce,0,0,0,425,0
L1912-01354,HADJOUJ,Younès,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;islamic_school;muslim_office,1860,,politics_native_admin,2,0,1,283,0
L1912-01360,HALFON,Albert,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,,1902,medicine_health,0,0,0,222,0
L1912-01361,HALFON,Alb.ert-L.,unknown,unknown,,,tunisia,unknown,birth_tunisia,1880,,commerce,0,0,0,289,0
L1912-01362,HALFON,Joseph,unknown,unknown,,,unrecorded,unknown,,1887,,,0,0,0,135,0
L1912-01383,HANOUN,Léon,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1856,1883,finance_banking,2,0,1,296,0
L1912-01384,HANRIOT,Eugène-Nicolas,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1856,,military,3,1,1,1473,1
L1912-01390,HARTMAYÉR,Jacob-Emile,unknown,unknown,,,unrecorded,unknown,,1834,1884,military,4,1,0,1718,1
L1912-01391,HASSAN,Mehmed,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,,1902,medicine_health,0,0,0,525,0
L1912-01392,HASSID,Moïse,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,1879,,,0,0,0,176,0
L1912-01393,HASSID,Victor,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,1876,,finance_banking,0,0,0,201,0
L1912-01394,HAUT,Paul DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,,administration,1,0,1,242,0
L1912-01395,HAYAT,Israël-Eugène,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution,1879,,medicine_health,0,0,0,811,0
L1912-01396,HAYDAR,Rachid,unknown,unknown,,,tunisia,unknown,birth_tunisia,1873,,military,1,1,0,393,0
L1912-01398,HEBRARD,Gabriel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1889,administration,1,0,1,144,0
L1912-01403,HENRY,Albert-Lucien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,,medicine_health,1,0,1,972,1
L1912-01404,HENRY,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,1890,,0,0,0,167,1
L1912-01405,HENRY,Eugène,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,1,1,0,136,0
L1912-01406,HENRY,Eugène-Jean-Baplisle,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1881,,medicine_health,1,0,1,314,0
L1912-01407,HERCULAIS,Louis-Alexandre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1754,,,1,1,0,2207,1
L1912-01409,HERSON,Louis-Charles,native,native_muslim,institutional,high,algeria,tunisian_muslim,birth_algeria;muslim_office,1843,,military,5,1,1,4121,0
L1912-01411,HILSGHER,François,unknown,unknown,,,unrecorded,unknown,,1803,,,0,0,0,343,1
L1912-01413,HJALMAR,Sigurd,unknown,unknown,,,unrecorded,unknown,,1865,1896,diplomacy,1,0,1,292,0
L1912-01420,HOQUETIS,Marie-Henri-Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1894,religion,1,0,1,375,0
L1912-01423,HOUDE,Gaston,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,agriculture,0,0,0,569,0
L1912-01426,HOURTICOT,Marius,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,1902,,0,0,0,203,0
L1912-01427,HSIN,,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,islamic_school,1875,,,1,0,1,356,0
L1912-01428,HUARD,Ferdinand-Isidore,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:jewish_body,1854,,administration,2,0,1,1436,0
L1912-01429,HUC,Albert-Victor-Isidore,unknown,unknown,,,tunisia,unknown,birth_tunisia,1848,,,0,0,0,709,1
L1912-01431,HUGUENET,Louis-Michel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1905,,2,1,1,670,0
L1912-01435,HUMBERT,Charles,unknown,unknown,,,unrecorded,unknown,,1862,1888,administration,3,0,1,523,0
L1912-01436,HURSTEL,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1846,1884,military,1,1,0,864,0
L1912-01439,IGOLEN,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,,2,0,1,2720,0
L1912-01443,IMBERT,Marie-Antoine-Paul,unknown,unknown,,,unrecorded,unknown,,,,justice_law,5,1,1,1132,1
L1912-01451,INERNY,Mac,unknown,unknown,,,unrecorded,unknown,,,1898,,0,0,0,710,0
L1912-01456,INGRAND,Gérard,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,1897,justice_law,2,0,1,357,0
L1912-01463,INVERSIN,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1884,,2,0,1,1086,0
L1912-01464,INVERSIN,H.,unknown,unknown,,,unrecorded,unknown,,,,industry_crafts,1,0,0,441,0
L1912-01465,ISAAC,Maurice-Jean-Victor,native,native_jewish,institutional,medium,unrecorded,tunisian_jewish,member_of:jewish_body,1606,,,1,0,0,448,0
L1912-01466,ISNACK,Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1903,agriculture,2,0,1,542,0
L1912-01470,JACQUIER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1857,,military,3,1,1,631,0
L1912-01471,JACQUIER,Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1886,finance_banking,2,1,0,577,0
L1912-01472,JAEGGY,Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_switzerland,1878,1907,medicine_health,0,0,0,249,0
L1912-01475,JAULMES,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,education_science,2,0,1,286,0
L1912-01476,JEANGOLAS,Louis,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1858,,administration,3,0,1,294,0
L1912-01477,JOUBERT,Jules-Frédéric,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,military,1,0,1,948,0
L1912-01480,JOYEUX,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,1898,,0,0,0,325,0
L1912-01481,JULIEN,Cyprien-Edouard-Paul,unknown,unknown,,,unrecorded,unknown,,1872,1898,industry_crafts,0,0,0,946,0
L1912-01482,JUNÈS,Sauveur,unknown,unknown,,,tunisia,unknown,birth_tunisia,1871,,commerce,0,0,0,461,0
L1912-01485,KADDOUR,Mohamed,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1882,,administration,1,0,1,121,0
L1912-01502,KËRAMBRIEG,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1897,military,2,0,1,855,1
L1912-01506,KHAIRALLAH,Ben Moslefa,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1867,,administration,3,1,1,486,0
L1912-01513,KHAZNADAR,Mustapha,unknown,unknown,,,unrecorded,unknown,,,,,0,0,0,454,0
L1912-01515,KHEIREDDINE,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,763,0
L1912-01517,KHIAT,Albert,unknown,unknown,,,tunisia,unknown,birth_tunisia,1886,,,1,0,1,329,0
L1912-01518,KHIAT,Joseph,unknown,unknown,,,tunisia,unknown,birth_tunisia,1876,,,0,0,0,184,0
L1912-01519,KHIAT,Simon,unknown,unknown,,,tunisia,tunisian_muslim,birth_tunisia;islamic_school;merged_entry,1881,,justice_law,1,0,0,444,0
L1912-01526,KLEPPER,Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1887,administration,4,0,1,3551,1
L1912-01527,KLOTH,Charles-Rodolphe-Tliôodore,unknown,unknown,,,unrecorded,unknown,,1853,1880,,1,0,1,186,0
L1912-01540,KRAYENBUHL,Jules-François,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_switzerland,1859,1885,agriculture,2,0,1,334,0
L1912-01543,KRISKIS,Martin,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1859,1885,military,0,0,0,693,0
L1912-01556,LABBASSI,Mohamed Dehmani,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1868,,education_science,4,0,1,421,0
L1912-01557,LABBÈ,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1904,justice_law,2,0,1,519,0
L1912-01558,LACOMBRADE,Paul-Roger,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1904,,2,0,1,959,0
L1912-01559,LACORRE,,unknown,unknown,,,unrecorded,unknown,,1872,1897,education_science,2,0,1,609,0
L1912-01560,LACORRE,Pierre,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,member_of:muslim_body,1870,1892,,2,0,1,596,0
L1912-01561,LACROIX,Aimé,unknown,unknown,,,unrecorded,unknown,,1855,,administration,3,0,1,443,0
L1912-01562,LACROIX,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,press_letters_arts,1,0,0,443,0
L1912-01565,LAFFAGE,Antoiûn-Louis,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1858,1882,education_science,2,0,1,1033,0
L1912-01566,LAFFORGUE,Francis-François-Emmanuel-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1899,education_science,2,0,1,829,1
L1912-01567,LAFITTE,Paul-André-Alexandre,colonist,metropolitan_colonist,institutional,low,europe,european_italian,birth_france;italian_institution,1863,,,4,0,0,957,1
L1912-01568,LAFONT,Hassen,native,native_muslim,institutional,low,algeria,tunisian_muslim,birth_algeria;islamic_school,1883,,administration,0,0,0,153,0
L1912-01570,LAGRANGE,Horace,unknown,unknown,,,unrecorded,unknown,,1874,,military,2,0,1,597,0
L1912-01572,LAINE,Pierre-Antoine-Charles,unknown,unknown,,,unrecorded,unknown,,1855,,medicine_health,1,0,1,719,0
L1912-01573,LAKBEGHE,Moslefa Bou,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1880,,,1,0,1,589,0
L1912-01574,LAKHOUA,Ahmed,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;islamic_school;muslim_office,1869,,politics_native_admin,1,0,1,368,0
L1912-01575,LAKHOUA,,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1872,,administration,1,0,0,618,0
L1912-01577,LALLIERMONET,Hjlaire,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,,,4,1,1,4210,1
L1912-01579,LAMBERT,Basile,unknown,unknown,,,unrecorded,unknown,,1861,,medicine_health,1,0,0,1903,1
L1912-01580,LAMINE BEN HADJ M'BAREK,,native,native_muslim,name,medium,unrecorded,tunisian_muslim,honorific;nasab_particle,1884,,commerce,0,0,0,116,0
L1912-01582,LAMOLINERIE,Jean-Pierre,unknown,unknown,,,unrecorded,unknown,,1860,,,0,0,0,728,0
L1912-01583,LAMOUROUX,Pierre-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,,commerce,0,0,0,367,1
L1912-01584,LANÇON,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1843,1904,industry_crafts,2,0,1,462,0
L1912-01585,LANDEROIN,Séraphin- Marie - Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,,education_science,2,0,0,956,1
L1912-01586,LANGELLA,Jean-Antoine,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1869,1881,transport_maritime,0,0,0,226,0
L1912-01587,LANGLOIS,Marie-Adolphe-Chery,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1848,1893,education_science,2,0,1,379,1
L1912-01588,LANNE,Elie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1907,medicine_health,0,0,0,308,0
L1912-01590,LAPAUZE,Germain-Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1889,,0,0,0,155,0
L1912-01591,LARGUÈGHE,Khlil,unknown,unknown,,,unrecorded,unknown,,1874,,education_science,3,0,1,1014,1
L1912-01592,LARROUYAT,Pierre,unknown,unknown,,,unrecorded,tunisian_muslim,islamic_school;member_of:muslim_body;merged_entry;muslim_office,1851,,medicine_health,4,1,1,2374,0
L1912-01593,LAURET,Emmanuel-Joseph,colonist,colony_born_colonist,institutional,medium,algeria,european_french,birth_algeria;member_of:french_settler_body,1865,1891,administration,2,0,1,388,0
L1912-01594,LAVERDET,Henri-Hippolyle,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1878,,military,2,0,1,985,1
L1912-01596,LAVIGERIE,Charles-Marlial-Allemand,unknown,unknown,,,unrecorded,unknown,,1825,,,0,0,0,1550,0
L1912-01597,LEAL,Charles-Henri,unknown,unknown,,,unrecorded,european_italian,italian_institution;member_of:muslim_body;merged_entry,1852,1897,transport_maritime,6,1,1,3613,0
L1912-01598,LECA,Henri,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1884,1905,,0,0,0,637,0
L1912-01599,LECA,Toussaint,unknown,unknown,,,europe,european_italian,birth_france;italian_institution;merged_entry,1884,1898,,7,1,1,1585,0
L1912-01600,LEFEBVRE,Louis-Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,1897,education_science,2,0,1,547,1
L1912-01601,LÉGER,Bernard,unknown,unknown,,,unrecorded,unknown,,1871,1890,administration,3,0,1,1173,0
L1912-01604,LEJOSNE,Henri-Joseph,unknown,unknown,,,unrecorded,unknown,,1857,1897,military,2,0,1,341,0
L1912-01605,LELU,Lucien-Victor,unknown,unknown,,,unrecorded,unknown,,1865,1897,education_science,2,0,1,669,0
L1912-01606,LEMAIRE,Georges,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,0,0,0,634,1
L1912-01607,LEMANSKI,Witold-Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,medicine_health,2,0,1,2590,1
L1912-01609,LEONI,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1898,administration,0,0,0,293,0
L1912-01610,LEPINEY,Charles-Pierre,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1854,,military,2,0,0,2615,1
L1912-01611,LEROY,Louis,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,1885,engineering_architecture,0,0,0,240,0
L1912-01612,LESCAR,,unknown,unknown,,,unrecorded,unknown,,,1890,commerce,1,0,1,1093,0
L1912-01613,LESCOT,Pierre-Marie-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1894,medicine_health,0,0,0,173,0
L1912-01614,LESCURE,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1892,administration,2,0,1,742,0
L1912-01615,LESSEPS,Mathieu DE,unknown,unknown,,,unrecorded,unknown,,1774,1906,justice_law,1,0,0,1018,0
L1912-01616,LETOURNEUR,Reilé-Charles-Albcrl,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,,justice_law,2,0,1,1021,2
L1912-01617,LEVI,Guglielmo,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;jewish_institution;member_of:italian_body,1868,,medicine_health,0,0,0,495,0
L1912-01618,LÉVY,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,377,0
L1912-01619,LËVY,,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,,,press_letters_arts,2,0,1,539,0
L1912-01620,LEYGONIE,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1848,,military,1,0,0,1144,1
L1912-01621,LIBY,Henri-Auguste-Marcel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1900,agriculture,2,0,1,277,0
L1912-01623,LIËGEY,Edouard,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,1,0,0,446,0
L1912-01626,LIOTIER,Paul-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1897,justice_law,2,0,1,700,1
L1912-01628,LIVET,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1885,administration,3,0,1,450,0
L1912-01629,LOCHE,Fernand DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1845,1887,agriculture,3,0,1,546,0
L1912-01630,LOCHE,Paulin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1885,administration,2,0,1,1077,0
L1912-01631,LOCHET,François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,,,2,0,1,526,1
L1912-01632,LODS,Ernest,unknown,unknown,,,unrecorded,unknown,,1865,1884,,2,0,1,296,0
L1912-01633,LODS,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1884,education_science,3,0,1,586,0
L1912-01634,LOGEROT,François-Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1825,,military,1,1,0,660,0
L1912-01635,LOGOTHETTI,,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1852,1911,military,1,0,0,495,0
L1912-01637,LOIR,Adrien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1892,,3,0,1,505,0
L1912-01638,LOIZON,Louis-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1841,1888,justice_law,2,0,1,568,0
L1912-01639,LORIN,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,education_science,2,0,1,991,0
