person_node,person_name,person_entry_id,resolution,organisation_node,organisation_name,role,tie_source,organisation_founded_year,page,page_url,evidence,organisation_name_raw
L1912-01219,Gamet,L1912-01219,resolved,L1912-00148,Association Amicale dès Fonctionnaires de l'Administration Centrale de l'Armée Tunisienne,past_president,organisation_entry_officer_list,1909,35,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f59.item,"Ancien président, M. Gamet.",Association Amicale dès Fonctionnaires de l'Administration Centrale de l'Armée Tunisienne
NAME:GUSTAVE ROLLAND,Gustave Rolland,,ambiguous,L1912-00149,Association Amicale des Ingénieurs Agronomes,president,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Prés., M. Gustave Rolland, vice-président, M. W. de Vaumas",Association Amicale des Ingénieurs Agronomes
NAME:COUPIN,Coupin,,unmatched,L1912-00149,Association Amicale des Ingénieurs Agronomes,secretary,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"secrétaire, M. Coupin",Association Amicale des Ingénieurs Agronomes
L1912-00319,Berlainchand,L1912-00319,resolved_fuzzy,L1912-00149,Association Amicale des Ingénieurs Agronomes,past_president,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion",Association Amicale des Ingénieurs Agronomes
L1912-01681,Malet,L1912-01681,resolved,L1912-00149,Association Amicale des Ingénieurs Agronomes,past_president,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion",Association Amicale des Ingénieurs Agronomes
NAME:COUPIN J B,Coupin J.-B,,unmatched,L1912-00149,Association Amicale des Ingénieurs Agronomes,past_president,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion",Association Amicale des Ingénieurs Agronomes
NAME:BARRION,Barrion,,unmatched,L1912-00149,Association Amicale des Ingénieurs Agronomes,past_president,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Anciens présidents : MM. Berlainchand, Malet, Coupin J.-B., Barrion",Association Amicale des Ingénieurs Agronomes
NAME:NOMBREUX,Nombreux,,unmatched,L1912-00149,Association Amicale des Ingénieurs Agronomes,member,organisation_entry_officer_list,1879,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Nombreux travaux particuliers des membres.,Association Amicale des Ingénieurs Agronomes
L1912-00576,Chamboncel,L1912-00576,resolved,L1912-00150,Association Amicale des Membres de l'Enseignement Primaire de Tunisie,president,organisation_entry_officer_list,1904,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Médailles cle bronze à l'Exposition coloniale de Marseille en 1906. Présid., M. Chamboncel .! er. nand), v.-prés., M""' Mathieu, v.-prés . M. Débart",Association Amicale des Membres de l'Enseignement Primaire de Tunisie
NAME:MATHIEU,Mathieu,,ambiguous,L1912-00150,Association Amicale des Membres de l'Enseignement Primaire de Tunisie,president,organisation_entry_officer_list,1904,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Médailles cle bronze à l'Exposition coloniale de Marseille en 1906. Présid., M. Chamboncel .! er. nand), v.-prés., M""' Mathieu, v.-prés . M. Débart",Association Amicale des Membres de l'Enseignement Primaire de Tunisie
NAME:JOLY LOUYS,Joly Louys,,unmatched,L1912-00150,Association Amicale des Membres de l'Enseignement Primaire de Tunisie,secretary,organisation_entry_officer_list,1904,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"secr., MM. Joly, Louys et Candille, M""* Mouroux",Association Amicale des Membres de l'Enseignement Primaire de Tunisie
L1912-00308,Bérard,L1912-00308,resolved,L1912-00150,Association Amicale des Membres de l'Enseignement Primaire de Tunisie,president,organisation_entry_officer_list,1904,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Ane. prés. : en 1905, M. Bérard",Association Amicale des Membres de l'Enseignement Primaire de Tunisie
NAME:LUBAC,Lubac,,unmatched,L1912-00151,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie,president,organisation_entry_officer_list,1908,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M. Lubac, profess. au Lycée Carnot, prés.",Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie
L1912-02008,Pauthier,L1912-02008,resolved,L1912-00151,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie,treasurer,organisation_entry_officer_list,1908,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M"""" Pouget, maîtresse chargée des cours à l'école Jules-Ferry, et M. Pauthier, professeur au Lycée Carnot, v.-prés., M. Girard, professeur au Lycée Carnot, 1res",Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie
L1912-01273,Girard,L1912-01273,resolved,L1912-00151,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie,treasurer,organisation_entry_officer_list,1908,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"M"""" Pouget, maîtresse chargée des cours à l'école Jules-Ferry, et M. Pauthier, professeur au Lycée Carnot, v.-prés., M. Girard, professeur au Lycée Carnot, 1res",Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie
L1912-01587,Langlois Palou,L1912-01587,resolved,L1912-00151,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie,president,organisation_entry_officer_list,1908,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Ane. prés. : MM. Langlois Palou et Vincent.,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie
NAME:VINCENT,Vincent,,ambiguous,L1912-00151,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie,president,organisation_entry_officer_list,1908,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,Ane. prés. : MM. Langlois Palou et Vincent.,Association Amicale des Professeurs et Répétiteurs de l'Enseignement Secondaire en Tunisie
NAME:JEAN PELONI,Jean Péloni,,ambiguous,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,board_member,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"CONSEIL D'ADMINISTRATION élu par l'assemblée générale constitutive du 24 avril 1908:MM. Jean Péloni, conseiller du. commerce extérieur de la France, entrepreneur de travaux publics",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:GENEVAY,Genevay,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-00200,Azerm,L1912-00200,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-02767,Nani,L1912-02767,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-00494,G Calo,L1912-00494,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:S BOCCARA,S Boccara,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Genevay, Azerm, Nani, G. Calo et S. Boccara, vi-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-02171,Reymond,L1912-02171,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,secretary_general,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Reymond, secr. gén.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:GUINLE,Guinle,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,deputy_secretary,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Guinle et V. Nunès, secr. adj.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:BENZIMRA,Benzimra,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:BODINEAU,Bodineau,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:BOULIER,Boulier,,ambiguous_fuzzy,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-00744,Couderc,L1912-00744,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-00977,Duprey,L1912-00977,resolved_fuzzy,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-01258,Germonneau,L1912-01258,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:MARTZ,Martz,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-01645,Luciani Paul,L1912-01645,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:BORSINI,Borsini,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-01350,Nessim Haddad,L1912-01350,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:LAVAUX,Lavaux,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:ENRIQUEZ,Enriquez,,ambiguous,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,councillor,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:RENE LAVAU,René Lavau,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"BUREAUX DES GROUPES PROFESSIONNELS ALIMENTATION : MM. René Lavau, prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:ENRIQUEZ,Enriquez,,ambiguous,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,vice_president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Enriquez, v.-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:JEAN COLLIARD,Jean Colliard,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,secretary,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Jean Colliard, secr",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:MAGASIN GENERAL,Magasin Général,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,director,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"COMMERCE URBAIN : MM. Colombe, directeur du Magasin Général, prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:PALAIS,Palais,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,director,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"A. Coen, directeur du Palais Arabe,v.-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:BLOEH,Bloeh,,unmatched,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,secretary,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Bloeh, pharmacien, secr",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
L1912-02073,Marcel Plessix,L1912-02073,resolved,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"SPÉCIALITÉS DIVERSES : Marcel Plessix, prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
NAME:V BENSASSON,V Bensasson,,ambiguous,L1912-00152,Association Commerciale et Industrielle ae ia nctjenec ue Tunis,vice_president,organisation_entry_officer_list,,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"V. Bensasson, v.-prés.",Association Commerciale et Industrielle ae ia nctjenec ue Tunis
