entry_id,headword,sort_key,entry_type,classification_rule,segmentation_rule,page_first,page_last,view_first,view_last,n_chars,n_paragraphs,n_portraits,ocr_confidence,page_url,image_url,text
L1912-02328,SETBON,SETBON,person,forenames_and_life_dates,anchor_surname,366,366,390,390,105,1,0,0.874,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f390/full/full/0/native.jpg,"SETBON (Clément), 28 sept. 1875, Monastir. Médecin, Sousse. 1904. ETUDES : Faculté cle Médecine de Paris."
L1912-02329,Seudjak,SEUDJAK,cross_reference,see_also_only,alphabetical_window,366,366,390,390,135,1,0,0.9783,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f390/full/full/0/native.jpg,"Seudjak. Nom donné aux compagnies formées par la réunion des, zouaouas cl des hanefia.s. (V. zouaouas-, hanefias el, armée tunisienne.)"
L1912-02330,SFAR,SFAR,person,forenames_and_life_dates,anchor_surname,366,366,390,390,876,2,0,0.9208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f390/full/full/0/native.jpg,"SFAR (Béchir), 1863, Tunis, chev. de la Légion d'honneur, off. d'Académie, gr. off. du Nichan-Iftikhar. Caïd-gouvern e u r de -Sousse. ETUDES: collège Sadiki et lycée SaintLouis de Paris. SUCCESS' : interprète au Gouvernement Tunisien, chef du bureau de la comptabilité à. l'Administration générale, délégué aux I-Iabous, président du Conseil d'administration des I-labous: président honoraire cle la Khaldounïa; membre de l'Institut de Carthage. cle la Société de Géographie, du Comité do la Colonie agricole cle Lausanne, du Conseil cle perfectionnement ou collège Sadiki; président honoraire de la Naceuria., etc. TRAVAUX : Un traité cle géographie (en arabe) à l'usage cle la Khaldounia, une élude sur l'assistance publique musulmane, une élude sur m géographie chez les Arabes, une étude sur les sociétés de prévoyance en Tunisie, un rapport sur l'institution des habous."
L1912-02331,SFAR,SFAR,person,forenames_and_life_dates,anchor_surname,366,366,390,390,142,1,0,0.9203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f390/full/full/0/native.jpg,"SFAR (Mohamed), 1882, Mahdia. Directeur de l'école coranique. ETUDES : Grande mosquée, école normale, certifient d'études, brevet de capacité."
L1912-02332,SFAX,SFAX,place,administrative_unit,anchor_surname,366,368,390,392,9662,27,1,0.9583,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f390/full/full/0/native.jpg,"SFAX (en arabe Sfukôs). C. c. et caïdat de ce nom. 7&,, tête do ligne de la ligne B.-G. de Tunis (2S3 kil.) à Sfax, ù. 64, kil. d'El-Djem et à 133 kil. de Sousse, à 1.4-2 kil. par la route de Gabès el à 250 kilomètres de Kairouan. Port sur la. Méditerranée, Municipalité (1884), vice-consulats ou agences consulaires ' de France, d'Angleterre, d'AutricIie-Hongrie, cle Belgique, de Danemark, d'Espagne, de Grèce, d'Italie, des Pays-Bas, cle Norvège et de Suède, Justice de paix, Tribunal régional, tribunal rabb., insp. prim.; écoles sup. de garçons el de filles, écoles maternelles, école franco-arabe. El 4* fê>- Sous-inspection et recette des Contributions diverses, bureau cle la garantie,, entrepôt des Monopoles, sous-inspection, et re- cette des Douanes, chef-lieu d'arrondissement de Travaux publics (ingénieur), chef-lieu de circonscription du Service Topographique, contrôleur des Mines, maître cle port, prison, commissariat de police, brigade de gendarmerie, escadron du 4e spahis, compagnies du i' tirailleurs, médecins, pharmaciens, hôpital civil et militaire, loge «le Phare de Tliyna», loge italienne., théâtre, musée, église catholique, temple protestant, église orthodoxe, synagogues, grands hôtels, voitures de place. La ville de Sfax comptait, en 191.0, 111.350 habitants, banlieue comprise : (81.350 hab. pour le périmètre urbain et suburbain, 30.000 pour la banlieue). La ville indigène comprend 2.520 maisons et 9.800 ménages. La ville européenne, 41.7 maisons et 1.750 ménages; le périmètre suburbain, 1.000 maisons et 4.500 ménages. D'après l'origine, les habitants de la ville et, de sa banlieue se répartissent on 8.600 Européens dont 2.000 Français environ, et 103.250 indigènes, dont 5*000 israélites environ. M. Joselyn Bureau a bien voulu, sur notre demande, nous envoyer siir la ville de Sfax une très intéressante et, très complète monographie dont le manque de place nous oblige à ne donner que des extraits : «Certains auteurs prétendent que notre ville est bâtie sur l'emplacement où jadis s'élevait Taphrura ; d'autres croient que la. Sfax actuelle est édifiée sur les ruines de la Thebena qui, selon le général romain Hirtius, était située à l'extrémité du littoral des états du roi Juba. «Des doutes sont permis à propos de l'édification de Sfax sur les ruines d'une cité romaine ou autre, car on ne retrouve aucun vestige de cette agglomération d'autrefois. Taphrura devait se trouver plus au nord-est, du côté du fielit village indigène actuel de SidiMançour. Quant à la Thebena, on ne peut rien écrire de certain sur son emplacement. «Sfax n'est que la continuation d'une ville antique détruite par les Vandales. Sfax est très probableiîient d'origine sarràzine. Elle a. été tour à tour placée sous la domination des Arabes, puis des Siciliens. Reprise sur ""ces derniers par les Musulmans, elle fut conquise, au XVI"" siècle, par les Espagnols, auxquels on doit le mur d'enceinte flanque de bastions qui l'entoure.Ce mur, d'enceinte n'était, avant l'occupation française, percé que de deux portes : Bab-Diwan, donnant sortie sur la mer, et Bab-Djebli, donnant, au nord, sortie sur la campagne. Il y a quelque dix ans, les Ponts et Chaussées en ont ouvert une nou""• velle, Bab-Djedid, à l'ouest de la ville, du côté cle la mer, près de la Kasbah, en face du marché couvert. «A la chute de la domination espagnole, Sfax redevint une cité exclusivement arabe, et ses marins, les meilleurs des côtes tunisiennes, se livrèrent, sur des galères construites sur les chantiers sfaxiens, à la piraterie, allant jusque sur les côtes cle la • Provence s'emparer de gens qu'ils vendaient à l'encan à leur retour au port d'attache el cle marchandises dont ils tiraient un gros bénéfice. «La population sfaxienne resta entièrement musulmane depuis l'expulsion des Espagnols jusqu'au milieu du xviir siècle, et Sfax avait une telle réputation d'inhospitalité que c'est avec crainte que quelques Israélites de Djerba, descendants des Juifs chassés de leur patrie après la prise de Jérusalem par Titus, en l'an 70 de notre ère, vinrent s'y installer et s'y livrer au commerce. Us n'y formèrent pendant longtemps qu'une très petite colonie dans la. cité, hostile à toute infiltration non musulmane. «Le premier Européen qui, après'l'anéantissement de la domination espagnole, soit venu, habiter Sfax, y débarqua vers 1830. Celait un médecin sicilien dont la. famille se multiplia rapidement el est devenue, dans le monde du commerce el de la banque, l'une des plus influentes el des plus puissantes cle la région. «Bientôt, à cet audacieux médecin — car il fallait, en vérité, de l'audace pour venir'habiter, il y à 88 ans, ce pays fanatique et xénophobe — vinrent s'ajouter quelques Siciliens, de nombreux Maltais et quelques très rares Français. Nos compatriotes y étaient encore en si petit nombre, en 1881, lors de la prise de Sfax, que c'est à peine, en y comprenant les employés des Postes' et Télégraphes, si on aurait pu y trouver une vingtaine de Français .presque tous originaires de la. Corse. «C'est à ces premiers Européens qu'est due la construction du quartier franc primitif, entouré, lui aussi, d'un mur d'enceinte démoli après les événements cle 1881 et dont il existe encore quelques mètres de longueur près du Cercle militaire. Ce mur était percé cle trois portes; l'une, faisant vis-à-vis à Bab-Diwan, à l'extrémité sud de la rue Centrale, aujourd'hui rue de la République, permettait aux commerçants de se rendre à la marine, où, à cette époque, se tenaient les marchés d'alfa, d'huile, cl'éponges, etc., etc. Les deux autres portes donnaient accès sur la campagne et étaient placées à l'est et à'- l'ouest de la ville européenne, à l'extrémité des rues Pasteur et Tissot. Le soir, de bonne heure, on fermait ces portes pour- se mettre à l'abri des incursions des tribus pillardes de l'intérieur. '. «Pendant les dix premières années qui suivirent l'occupation française, Sfax resta, à peu de chose près, ce qu'elle était en 1881. «En. 1888, on gagnait sur la mer les quelques milliers de mAlres carrés qui i formaient l'étroit terre-plein où se cons- truisirenl les premières maisons européennes édifiées à Sfax depuis l'occupation.' «Après 1890, Sfax commença à prendre l'essor qui ne s'est pas encore arrêté et n'atteindra son apogée que dans quelques années, lorsque seront terminés les grands travaux en cours d'exécution et ceux qui. sont prévus. A dater de 1890 ce lui à. pas de géant que Sfax !se développa., débordant, remplie du désir de vivre, de l'étroit quartier européen d'avant l'occupation, centre pendant tant d'années de son activité commerciale avec l'Europe.» Et M. Jocelyn Bureau én.umère tous les monuments construits depuis celle époque : hôtel des Postes, contrôle ci\-,iil. liôtejl des Conliribulions diverses-, écoles, théâtre, Municipalité, etc., etc. «En 1897 eut lieu, confinue-l-il, l'inauguration du port, dont les travaux avaient été commencés en 1.S95. «Actuellement le chiffre de 1.000.000 de tonnes est dépassé en ce qui concerne le mouvement de notre port (importations et, exportations). «En 1.897 également fut ouverte au commerce la ""ligne (le Sfax. à Gafsa el à Metlaoui. prolongée depuis la fin de 1907 jusqu'au Redeyef, ayant donc une longueur cle près de 300 kilomètres. (V. Compagnie des Phosphates el du Chemin do fer de Gafsa.) «Sfax est entourée d'une véritable eoinluro de jardins, au nombre, alTiriiio-t-on, de plus de 10.000, et de la magnifique el célèbre forêt d'oliviers. (V. ri. lu. suite du mot Sfax.) «Sfax a un commerce remontant à une date très reculée, car les Sfa.xiens sont, de fous les Tunisiens, à l'exception des Djerbiens, les gens s'assimilant )o plus rapidement aux nouvelles méthodes commerciales et à. l'emploi des systèmes créés pour rendre plus faciles les échanges entre pays el. le paiement des ventes et achats faits. Bien longtemps, par exemple, avant l'occupation, des navires marseillais venaient mouiller sur notre rade et y chargeaient de l'huile, des éponges, des amendes et autres marchandises. Des navires anglais y mouillaient également, prenant leur plein d'alfa à destination de Liverpool el autres ports de l'Angleterre. ID'autres voiliers, italiens, grecs et ottomans, y chargeaient, à destination de l'Italie, des Echelles du Levant, de l'Egypte, de la Tripolitaine, de la Grèce, etc., des poulpes, de l'huile, du savon, de la laine, des dattes et y importaient des bois, des fers, des tissus de coton et autres produits exotiques. «Le commerce sfaxien prend chaque jour davantage un développement réjouissant, et nos huiles, nos éponges et nos alfas sont toujours très recherchés et demandés. «Mais ce sont principalement les phosphates de chaux de Gafsa qui ont été la cause du développement vraiment américain pris par notre ville depuis surtout dix ans. «Les années de pluie donnent dans la région sfaxienne des récoltes très abondantes en blé el en orge. «Sfax, depuis celle année, a. été reliée a.u reste cle la. Régence par la voie ferrée inaugurée par M. le Président Fullières el qui passe, venant, de Sousse, devant le célèbre amphithéâtre d'ElDjem. «Les touristes éprouvent une grande satisfaction cle curiosité à visiter notre ville arabe, resiée si couleur locale, si orientale, avec ses rues étroites, ses souks, ses marchands arabes el israéI i tes qui. assis, les jambes croisées,clans leurs pelites boutiques, attendent avec, tant, de calme l'acheteur ayant besoin d'un burnous, d'une gandourah, d'une paire de chaussures faites en cuir jaune, ou rouge el qui font le bonheur des amateurs de choses exotiques, désireuxdo s'en procurer pour les emporter avec eux comme souvenirs du pays visité » .loc.EiAN BUREAU."
L1912-02333,Sfax,SFAX,topic,residual,alphabetical_window,368,369,392,393,3909,7,0,0.9629,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f392.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f392/full/full/0/native.jpg,"Sfax (forêt d'oliviers de). Ce qui fait la fortune de Sfax, c'est incontestablement sa forêt d'oliviers, qui fournissent une huile jouissant en France, en Italie cl ailleurs d'une réputation méritée. Celle forêt ne s'étendait, jusqu'en 1892, que sur un rayon de 15 kilomètres autour de Sl'ax. Mais, il y a*seize ans, répondant à l'appel d'une brochure de M. Paul Bourde, ancien directeur de l'Agriculture en Tunisie, de nombreux capitalistes français vinrent à Sfax, y achetèrent des terres connues sous lé nom de «Sialines»,de «Siala»,nom d'une famille sfaxienne qui les posséda pendant un siècle el demi el, qui. à la suite de difficultés avec le bey Mohammed Essadok, fui déclarée déchue dé ses droits dé propriétaire. Ces terres, restées en friche pendant des siècles, ayant été reconnues comme particulièrement propres à lii culture de l'olivier, M. Bourde résolut cle reconstituer l'ancienne forêt qui, à l'époque cle la domination romaine en Tunisie, devait couvrir presque entièrement ce qui constitue aujourd'hui le contrôle cle Sfax. Il publia donc la brochure signalée plus haut, exposant quelles seraient les dépenses qu'occasionnerait la plantation de 1.000, 5.000, 1.0.000 pieds et même plus de l'arbre cher à Minerve et faisant ressortir, à côté de ces dépenses, ce que seraient les bénéfices. Une cinquantaine de capitalistes, les uns industriels, les autres commerçants quelques-uns déjà agriculteurs dans le métropole, apportèrent leur argent dan; le Sud Tunisien et, à l'aide de leur; millions, le sol des terres sialines fu remué, bouleversé de toutes les façons et maintenant, là où, il y a à peim vingt ans, on ne voyait que quelque; rares arbrisseaux avec de maigres pâ turages où paissaient quelques trou peaux étiques, grandissent, plantés ei quinconces, entourant les bordjs où habitent les gérants et leurs familles, ; des centaines de milliers d'oliviers qui, dans quelques années, augmenteront dans des proportions énormes la pro- i duction actuelle cle l'huile. Le nombre des oliviers de là forêt sfaxienne est d'environ 4.000.000, dont un tiers, appartenant en grande partie aux indigènes, compose l'ancienne forêt, el les deux autres tiers la nouvelle. Celle-ci s'étend dans l'ouest jusqu'à BouTliadi, à 70 kilomètres de Sfax; dans le nord, elle va. jusqu'à 50 kilomètres, et dans le sud, elle dépasse aujourd'hui Maharôs, où l'on aperçoit des fermes françaises dont les propriétaires s'occupent activement de donner aux nouvelles olivettes le plus d'extension possible. Tout un réseau de roules a élé construit ces dernières années, reliant ensemble presque toutes ces propriétés et les mettant. en communication avec Sfax. Ces routes onl élé faites cle telle sorte que même les automobiles peuvent les suivre, ce qui facilite énormément les rapports des campagnes avec la ville et permet aux colons de ne perdre aucun temps dans les déplacements-que leurs affaires nécessitent. Une ligne de pénétration cle Sfax à Bou-Tliaai, votée par la Conférence Consultative lors cle sa réunion en novem-. bre 1.907, donnera bientôt à beaucoup de ces terres sialines une plus-value consi. dôrable. Celte ligne esl sans doute l'amorce d'une voie ferrée qui, plus tard, passera soit par Sidi-bou-Zid, soit par Naceur-Allah, et ira rejoindre le Grand Central Tunisien de Sousse à Aïn-Moularès, à Djilma ou à Sbeïtla, ouvrant ainsi à la colonisation européenne d'immenses plaines très riches en pâturages et propres non seulement à la culture des oliviers, mais encore à celle des céréales, parce que les pluies y sont plus régulières que dans la région sfaxienne. 11 y a à Sfax plus de S0 moulins à huile' dont quatre cinquièmes appartiennent aux indigènes et l'autre cinquième aux Européens. Ces derniers ont introduit, depuis déjà longtemps, la vapeur comme moyen de fabrication, donnant cle meilleurs résultats et permettant, comme de juste, une trituration plus rapide.» Jocelyn BUHEAU."
L1912-02334,SGARRINI,SGARRINI,person,caps_headword_with_date,anchor_surname,369,369,393,393,94,1,0,0.9313,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SGARRINI, 18 mai 1878, Palerme (Italie), off. du Nichan-Iftikhar. Chirurgiendentiste à Sousse."
L1912-02335,SICARD,SICARD,person,caps_headword_with_forenames,anchor_surname,369,369,393,393,293,1,0,0.9515,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SICARD (François - Pascal - Fortuné), 1.842, Sousse (Tunisie), off. d'Académie, comm. du Nichan-Iftikhar. Receveur des Douanes, en retraite, irons de receveur des Contrib. diverses à Monastir. ETUDES : école primaire. Prés, du groupe de l'Union des employés des Services financiers à Monastir."
L1912-02336,SICAULT,SICAULT,person,forenames_and_life_dates,anchor_surname,369,369,393,393,693,2,0,0.9295,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SICAULT (Firmin), 25 sept. 1875, Lezay (Deux-Sèvres), off. d'Académie, off. du Nichan-Iftikhar. Professeur de 10° au lycée Carnot, Tunis. Oct. 1899. Brevet upôrieur ; certificat d'arabe. Anciennonent instituteur à La Rochelle. SIGOT (Louis), 12 mars 1880, Brie^omle-Robert (S.-et-M.), off. du Nichanftikhar. Secret, de la Municipalité de 3ouen. Ancien contrôleur civil suppléant et ancien sous-chef du bureau les Contrôles civils à la Résidence Générale de France a Tunis. Mars 1904. ETUDES : lycée Louis-le-Grand; Faculté de Droit de Paris; Ecole des Langues irien laies vivantes (diplômé pour l'arabe); licencié en droit. Ancien secrétaire des Contrôles civils de Souk-el-Arba et de Bizerle."
L1912-02337,SICRE DE FONTBRUNE,SICRE DE FONTBRUNE,person,forenames_and_life_dates,anchor_surname,369,369,393,393,283,1,0,0.9221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SICRE DE FONTBRUNE (Alphonse), 25 nov. 1838, Brest (Finistère). Propriétaire, 32, rue Thiers, Tunis. 1893. ETUDES : lycée Sainte-Barbe, Paris. Ancien président de la Chambre d'Agriculture de l'île de La Réunion; ancien membre titulaire du Conseil supérieur du Ministère des Colonies."
L1912-02338,SICRE DE FONTBRUNE,SICRE DE FONTBRUNE,person,forenames_and_life_dates,anchor_surname,369,369,393,393,275,1,0,0.8651,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SICRE DE FONTBRUNE (Pierre), 9 avril 1.869, Saint-Denis (Réunion). Juge à 'l'unis. SUCCESS' : juge suppléant à Saigon, 18 août. 1897; juge suppl. à Tunis, 26 juin 1901; juge d'instruction, 1"" mars 1904; juge d'instruction à Sousse, 30 avril 1.904; juge à Tunis ffrib. mixte)."
L1912-02339,Sidi,SIDI,topic,residual,alphabetical_window,369,369,393,393,54,1,0,0.9565,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"Sidi. Sid signifie chef, prince, sei- • gneur, maître."
L1912-02340,Sidi,SIDI,topic,residual,alphabetical_window,369,369,393,393,136,2,0,0.9948,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"Sidi, s'emploie en Afrique pour seigneur, monsieur, mon maître. Plus particulièrement à Tunis, l'expression siclna désigne S. A. le Bey."
L1912-02341,SIDI-ABDALLAH,SIDIABDALLAH,place,administrative_unit,anchor_surname,369,369,393,393,600,2,0,0.9694,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SIDI-ABDALLAH. C. c. et caïdat cle Bizerte. Arsenal de la marine, situé sur le lac de Bizerte, à 1 kil. cle Ferryville. L'arsenal est relié à la station de OuedTindja (située à 1.9 kil. de Bizerte) et à Ferryville par un tramway. L'arsenal comprend un port de 50 hectares accessible aux plus gros cuirassés, trois bassins de radoub, des casernes, des bâtiments pour les services de la. Marine, de vastes ateliers, un hôpital maritime, des installations pyrotechniques. L'arsenal proprement dit a une superficie de 50 hectares. Le plan d'ensemble de cet arsenal a élé conçu par l'amiral Merleau-Ponty."
L1912-02342,SIDI- ABD - EL - AZIZ,SIDI ABD EL AZIZ,place,administrative_unit,anchor_surname,369,369,393,393,100,1,0,0.933,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SIDI- ABD - EL - AZIZ. C. c. de Béja, ann. et caïdat de Medjez-el-Bab. Domaine à S kil. cle Testour."
L1912-02343,SIDI-AHMED,SIDIAHMED,place,administrative_markers,anchor_surname,369,369,393,393,211,1,0,0.9295,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,". SIDI-AHMED. C. c. et caïdat de Bizerle. i». (S) sur la ligne B.-G. de Tunis (89 kil.) à Bizerle (10 kil.), à 6 kil. de La Pêcherie, desservant le domaine de Sidi-bou-Hadid et les propriétés de SidiAhmed. D. A."
L1912-02344,SIDI-AHMED,SIDIAHMED,place,administrative_unit,anchor_surname,369,370,393,394,302,1,0,0.859,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f393/full/full/0/native.jpg,"SIDI-AHMED. C. c. et caïdat de Béja, - mine de zinc et plomb, à 38 kil. de Béja et à 6 kil. de Djebel-Abiod. 1.875 hect. I Conc. des 27 août 1894 et 27 janv. 1902, siû Compagnie Royale Asturienne des Mines. Siège social à Bruxelles, rue Royale, 152; repr. par M. Berthier, 4, rue d'Angleterre, à Tunis."
L1912-02345,SIDI-ALI-BEN-NACER-ALLAH,SIDIALIBENNACERALLAH,cross_reference,see_also_only,anchor_surname,370,370,394,394,44,1,0,0.955,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,SIDI-ALI-BEN-NACER-ALLAH. (Voir Nasr'Allah.)
L1912-02346,SIDI-ALI-BOU-LIFA,SIDIALIBOULIFA,place,administrative_unit,anchor_surname,370,370,394,394,524,1,0,0.9531,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-ALI-BOU-LIFA. C. c. de Gafsa, caïdat de Tozeur. Petit village situé à 4 kil. de Tozeur, dans l'oasis de ce nom. Popul.: 150 hab. Célèbre par un arbre de taille gigantesque, un jujubier, le «nebga» des Arabes, le «Sizyphus spina christi» des botanistes. Son tronc mesure 6 mètres de circonférence et ses branches couvrent un espace de plus de 20 mètres de diamètre. Les indigènes vénèrent le tombeau du marabout Sidi Ali ben Lifa, qui a donné son nom à la localité, que l'on nomme également Zâouiet-Sidi-el-Ali-bou-Lifa."
L1912-02347,SIDI-ALOUANE,SIDIALOUANE,place,administrative_unit,anchor_surname,370,370,394,394,101,1,0,0.947,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-ALOUANE. C. c. de Sousse, caïdat de Mahdia. Petit centre indigène à 8 kil. de Ksour-Essaf. D. A."
L1912-02348,SIDI-AMEUR,SIDIAMEUR,place,administrative_unit,anchor_surname,370,370,394,394,64,1,0,0.9435,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-AMEUR. C. c. et caïdat de Béja, à 10 kil. du Munchar. D. A."
L1912-02349,SIDI-AMOR-BEN-SALEM,SIDIAMORBENSALEM,place,administrative_unit,anchor_surname,370,370,394,394,255,1,0,0.922,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-AMOR-BEN-SALEM. C. c. du Kef, caïdat de Tadjerouine. Mine de plomb et de métaux connexes à 3 kil. de Salsala et à 8 kil. de Tadjerouine. 465 hect. Conc. du 16 juillet 1908. Société «Les Mines Réunies», repr. à Tunis par M. Dessi, 5 bis, rue d'Italie."
L1912-02350,SIDI-AOTJN,SIDIAOTJN,place,administrative_unit,anchor_surname,370,370,394,394,78,1,0,0.926,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,SIDI-AOTJN. C. c. de Bizerte et caïdat de Mateur. Village à 3 kil. de Michaud.
L1912-02351,SIDI-ATHMANE,SIDIATHMANE,place,administrative_unit,anchor_surname,370,370,394,394,201,1,0,0.8854,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-ATHMANE. C. c. de Tunis, caïdat de la banlieue. .3S, (S) sur la ligne B.-G. de Tunis (38 kil.) à Bizerte (60 kil.), à 9 kil. de Chaouat. Dessert les colons de Sebguine et d'Aïn-Rhelal. A. P. ÏJ 5."
L1912-02352,SIDI-AYED,SIDIAYED,place,administrative_unit,anchor_surname,370,370,394,394,258,1,0,0.9063,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-AYED. C. c. de Béja, caïdat de Medjez-el-Bab. 30. (H) sur la ligne de Tunis (113 kil.) à Kalâa-Djerda (123 kil.), à 12 k. de Gaffour et 6 d'El-Aroussa. D. A. ■ SIDI-BALENS. C. c. de Bizerle et caïdat de Mateur. Poste forestier à 15 kil. de Djetel-Abiod."
L1912-02353,SIDI-BEL-HASSEN,SIDIBELHASSEN,place,administrative_unit,anchor_surname,370,370,394,394,384,1,0,0.9811,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-BEL-HASSEN. C. c. de Tunis et caïdat de la banlieue, mamelon d'une altitude de 88 mètres situé à 2 kil. au' sud du coeur de Tunis et d'où l'on a une vue fort belle sur la ville et ses environs. Au sommet se trouve un vieux fort. Grand cimetière indigène sur le revers de la colline. A signaler également un marabout très vénéré, fréquenté la nuit du jeudi au vendredi assidûment."
L1912-02354,SIDI-BEN-AROUS,SIDIBENAROUS,cross_reference,see_also_only,anchor_surname,370,370,394,394,31,1,0,0.937,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,SIDI-BEN-AROUS. (V. Ben-Arous.)
L1912-02355,SIDI-BOU-ALI,SIDIBOUALI,place,administrative_unit,anchor_surname,370,370,394,394,255,1,0,0.9356,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-BOU-ALI. C. c. et caïdat de Sousse. â. (H) sur la ligne B.-G. de Tunis (123 kil.) à Sfax (1.60 kil.), à 27 kil. de Sousse et à 14 kil. au nord cle KalâaKebira. Nombreux jardins d'orangers, mandariniers, grenadiers; culture maraîchère; céréales. D. A."
L1912-02356,SIDI-BOU-AOUANE,SIDIBOUAOUANE,place,administrative_unit,anchor_surname,370,370,394,394,225,1,0,0.9433,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f394.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f394/full/full/0/native.jpg,"SIDI-BOU-AOUANE. C. c. de Souk-elArba, caïdat des Ouled-bou-Saleni; Mine de plomb à 10 kil. de Souk-el-Khemis. «Société anonyme des Mines de plomb de Sidi-bou-Aouane», repr. par M. Bongarts-Lebbe, -40, r. Marceschau, à Tunis."
