entry_id,person,order,order_country,grade,position,context
L1912-02138,RANDET,palmes_academiques,France,,67,"21 fév. 1868, ' Fontaine (Isère), ol'f. de l'Instruction puhliuue. che"
L1912-02138,RANDET,merite_agricole,France,chevalier,99,", ol'f. de l'Instruction puhliuue. chev. clu Mérite acrricole. comm. d"
L1912-02139,RANDON,palmes_academiques,France,officier,56,"el), S août 1853, Anduze (Gard), off. . de l'Instruction publique, com"
L1912-02139,RANDON,nichan_iftikhar,Tunisia,commandeur,87,", off. . de l'Instruction publique, comm. du Nichan-Iftikhar. Directeu"
L1912-02146,RAUCHER,palmes_academiques,France,,63,"24 nov. 1S68, Richebourg (S.-el-O.), ol'f. d'Académie. Médaille coloni"
L1912-02146,RAUCHER,medaille_coloniale,France,,73,"68, Richebourg (S.-el-O.), ol'f. d'Académie. Médaille coloniale, acraf"
L1912-02146,RAUCHER,nichan_iftikhar,Tunisia,officier,131,"niale, acrafes «Sénéaal el Soudan », off. du Nichan-Iftikhar; Agent de"
L1912-02147,RAVEL,palmes_academiques,France,officier,51,"(Adolphe-Eugène), 4 mai 1.S62, Tunis, off. d'Académie, ol'f. du Nichan"
L1912-02150,REBOUD,legion_honneur,France,officier,36,"REBOUD (Victor) (le D'), off. de la Légion d'honneur. Médecin"
L1912-02150,REBOUD,palmes_academiques,France,,600,e de Constantine» cl clans le «Bulletin de l'Académie cl'Hippone».
L1912-02151,REBOUL,nichan_iftikhar,Tunisia,officier,66,"artes), 23 mai 1866, Régusse (Var), off. clu Nichan-Iftikhar. Propr. c"
L1912-02153,RECLUS,palmes_academiques,France,officier,47,"CLUS (Jacques), 24 août 1.879, Paris, off. d'Académie, chev. du Mérite"
L1912-02153,RECLUS,nichan_iftikhar,Tunisia,officier,92,"Académie, chev. du Mérite affiicole. off. du Nichan-Iftikhar. Chef de"
L1912-02155,REFALO,palmes_academiques,France,officier,60,"r-François), 24 juillet 1.854, Tunis, off. d'Académie, cjiev. clu Méri"
L1912-02155,REFALO,merite_agricole,France,officier,81,"et 1.854, Tunis, off. d'Académie, cjiev. clu Mérite agricole, comm. cl"
L1912-02157,REIBELL,legion_honneur,France,officier,55,"mile), 1.3 nov. 1866, Strasbourg, off. de la Légion d'honneur, off. d'"
L1912-02157,REIBELL,palmes_academiques,France,officier,80,"asbourg, off. de la Légion d'honneur, off. d'Académie, Médaille coloni"
L1912-02157,REIBELL,medaille_coloniale,France,officier,90,"ff. de la Légion d'honneur, off. d'Académie, Médaille coloniale avec a"
L1912-02158,REIX,nichan_iftikhar,Tunisia,officier,63,"n 1868, Jumilhac-leGrand (Dordogne), off. du Nichan-Iflikhar .Directeu"
L1912-02158,REIX,medaille_coloniale,France,,572,ciété des Amis des arbres (section de Béja). Médailles d'argent à l'Ex
L1912-02159,REMY,legion_honneur,France,chevalier,74,"3 sept. 1.852-, Médôa (Algérie), chev. de ta Légion d'honneur, off. d'"
L1912-02159,REMY,palmes_academiques,France,officier,99,"gérie), chev. de ta Légion d'honneur, off. d'Académie, comm. au i\icna"
L1912-02159,REMY,nichan_iftikhar,Tunisia,commandeur,120,"égion d'honneur, off. d'Académie, comm. au i\icnan-mikhar. Avocat à Bi"
L1912-02160,RENAULT,palmes_academiques,France,officier,42,"RENAULT (Jules), 29 janv. 1860, off. de l'Instruction publique, ol'"
L1912-02160,RENAULT,nichan_iftikhar,Tunisia,,3503,"Benoît (à litre intérimaire) (1.9001901), S. Pichon (1901-1907). Le Bé"
L1912-02161,RESFLANDY,palmes_academiques,France,officier,67,"Ferdinaild), 26 nov. 1866, Perpignan, off. d'Académie, gr. off. du Nic"
L1912-02161,RESFLANDY,nichan_iftikhar,Tunisia,grand_officier,89,"866, Perpignan, off. d'Académie, gr. off. du Nichan-Iftikhar. Architec"
L1912-02162,REÙBEL,legion_honneur,France,chevalier,63,"10 mars 1.861, La Fère (Aisne), chev. de la. Légion d'honneur, off. d'"
L1912-02162,REÙBEL,palmes_academiques,France,officier,88,"isne), chev. de la. Légion d'honneur, off. d'Académie. Capitaine d'art"
L1912-02163,REVERDIN,palmes_academiques,France,,47,"VERDIN (Joseph), 1859, Marseille, ol'f. de l'Instruction publique. Pro"
L1912-02164,REVERTEGAT,legion_honneur,France,commandeur,74,"c. 1851, Le Beausset (Var), commandeur de ta Légion d'honneur, off. d'"
L1912-02164,REVERTEGAT,palmes_academiques,France,officier,99,"), commandeur de ta Légion d'honneur, off. d'Académie, off. du NichanI"
L1912-02164,REVERTEGAT,medaille_coloniale,France,officier,133,"ur, off. d'Académie, off. du NichanIftikhar. Médaille coloniale, etc."
L1912-02166,REVOL,palmes_academiques,France,,33,"REVOL (Jean), 1858, Lyon, olf. d'Académie, chev. clu Mérit"
L1912-02166,REVOL,merite_agricole,France,chevalier,53,"ean), 1858, Lyon, olf. d'Académie, chev. clu Mérite agricole, comm. du"
L1912-02166,REVOL,nichan_iftikhar,Tunisia,commandeur,79,"cadémie, chev. clu Mérite agricole, comm. du Nichan-Iftikhar. Publicis"
L1912-02168,REVOLON,palmes_academiques,France,officier,60,"ne), 7 janv. 1.S60, Pélussin (Loire), off. d'Académie, off. clu Nicban"
L1912-02168,REVOLON,nichan_iftikhar,Tunisia,officier,79,"Pélussin (Loire), off. d'Académie, off. clu Nicban-iriikhar. Quincail"
L1912-02169,REY,couronne_italie,Italy,officier,53,"is), 1.1. oct. 1.860, M'unis, officier de la Couronne d'Italie, offici"
L1912-02169,REY,palmes_academiques,France,officier,83,"officier de la Couronne d'Italie, officier d'Académie, commandeur du N"
L1912-02169,REY,nichan_iftikhar,Tunisia,commandeur,107,"d'Italie, officier d'Académie, commandeur du Nichan-Iflikhar. Entrepre"
L1912-02171,REYMOND,palmes_academiques,France,,64,"22 fév. 1.871, Saintilienne (Loire), ol'f. d'Académie, ol'f. clu Micha"
L1912-02171,REYMOND,nichan_iftikhar,Tunisia,,84,"ilienne (Loire), ol'f. d'Académie, ol'f. clu Michan-IIlikhair. Agent g"
L1912-02172,REYNAUD,nichan_iftikhar,Tunisia,chevalier,60,"se), 2 juin 1802, Digne (B.-Alpes), chev. du Nichan-Iflikhar. Entrepre"
L1912-02175,RIBET,legion_honneur,France,chevalier,279,"ul-Adrien), 29 juin 1866, Paris, chev. de la Légion d'honneur, comm. e"
L1912-02176,RICHARD,palmes_academiques,France,officier,87,"53. Saint-Denis (île de La. Réunion), off. d'Académie. Entrepreneur de"
L1912-02178,RICHARD-NICOLAS,nichan_iftikhar,Tunisia,officier,34,"RICHARD-NICOLAS (Robert), off. du Nichan-Iflikhar. Syndic d"
L1912-02180,RICHARD,legion_honneur,France,chevalier,55,"ictor), 14 août 1859, Marseille, chev. de la Légion d'honneur, off. de"
L1912-02180,RICHARD,palmes_academiques,France,officier,83,"lle, chev. de la Légion d'honneur, off. de l'Instruction publique et d"
L1912-02180,RICHARD,merite_agricole,France,officier,110,"onneur, off. de l'Instruction publique et du Mérite agricole, gr. off."
L1912-02181,RICKLIN,merite_agricole,France,chevalier,62,".6 nov. 1851, Guebwiller (H.-Rhin), chev. du Mérite agricole, comm. du"
L1912-02181,RICKLIN,nichan_iftikhar,Tunisia,commandeur,88,"H.-Rhin), chev. du Mérite agricole, comm. du Nichan-fflikhar. Agent gé"
L1912-02182,RIETMANN,palmes_academiques,France,officier,62,"-Rodolphe), 1""' avril 1860. Bordeaux, off. d'Académie, off. du Nichan-"
L1912-02182,RIETMANN,nichan_iftikhar,Tunisia,officier,80,"ril 1860. Bordeaux, off. d'Académie, off. du Nichan-Iftikhar. Négocian"
L1912-02186,RIOU,palmes_academiques,France,officier,59,", 15 juin 1871, Loudiac (C.-du-Nord), off. d'Académie, off. clu Nichan"
L1912-02186,RIOU,nichan_iftikhar,Tunisia,officier,78,"diac (C.-du-Nord), off. d'Académie, off. clu Nichan-Iftikhar. Commissa"
L1912-02190,ROBAGLIA,legion_honneur,France,chevalier,70,"25 mars 1842, Bonifacio (Corse), chev. de la Légion d'honneur, chev. d"
L1912-02190,ROBAGLIA,saints_maurice_lazare,Italy,chevalier,105,"ev. de la Légion d'honneur, chev. des Saints Maurrce-et-Lazare, comm."
L1912-02190,ROBAGLIA,nichan_iftikhar,Tunisia,commandeur,133,"chev. des Saints Maurrce-et-Lazare, comm. du Nichan - Iftikhar, comm."
L1912-02190,ROBAGLIA,medjidie,Ottoman Empire,commandeur,161,"Lazare, comm. du Nichan - Iftikhar, comm. du Medjidié, comm. du Lion e"
L1912-02191,ROBERT,legion_honneur,France,chevalier,80,"n 1849, Niéclerbroun (Bas-Rhin), chev. de la Légion d'honneur, off. d'"
L1912-02191,ROBERT,palmes_academiques,France,officier,105,"-Rhin), chev. de la Légion d'honneur, off. d'Académie, chev. du Mérite"
L1912-02191,ROBERT,merite_agricole,France,chevalier,124,"Légion d'honneur, off. d'Académie, chev. du Mérite agricole, comm. du"
L1912-02191,ROBERT,nichan_iftikhar,Tunisia,commandeur,150,"Académie, chev. du Mérite agricole, comm. du Nichan-Iftikhar. Médecin"
L1912-02192,ROBICHON,medaille_militaire,France,,59,"vic), 8 juillet 184-7, Quintin (C.-du-Nord), Médaille militaire, chev."
L1912-02192,ROBICHON,nichan_iftikhar,Tunisia,chevalier,88,"n (C.-du-Nord), Médaille militaire, chev. du Nîcha.n-Iîtikliar. Cultiv"
L1912-02193,ROBINET,merite_agricole,France,chevalier,59,"e), 2 sept. 1878, Binges (C.-cVOr), chev. du Mérite agricole, off. du"
L1912-02193,ROBINET,nichan_iftikhar,Tunisia,officier,84,"(C.-cVOr), chev. du Mérite agricole, off. du Nichan-Iftikhar. Professe"
L1912-02196,ROEDERER,merite_agricole,France,,60,"Georges), 9 août. 1S70, Mulhouse, cl'iev. du Mérite agricole, off. du"
L1912-02196,ROEDERER,nichan_iftikhar,Tunisia,officier,85,"ulhouse, cl'iev. du Mérite agricole, off. du Nichan-lltiklmr. Agricult"
L1912-02197,ROGER,nichan_iftikhar,Tunisia,officier,96,"rande, arr' de Provins (S.-el-Mame), off. du Nicban-lflikhar. Commissa"
L1912-02199,ROLLAND,legion_honneur,France,officier,54,"Georges),. 23 janv. 1852, Paris, off. cle la Légion d'honneur, ol'f. d"
L1912-02199,ROLLAND,palmes_academiques,France,officier,83,"is, off. cle la Légion d'honneur, ol'f. de l'Instruction rmblioue. off"
L1912-02199,ROLLAND,merite_agricole,France,officier,113,"ur, ol'f. de l'Instruction rmblioue. off. du Mérite agricole, comm. du"
L1912-02199,ROLLAND,nichan_iftikhar,Tunisia,commandeur,139,"rmblioue. off. du Mérite agricole, comm. du Nicban - Iftikhar. Ingéni"
L1912-02200,ROLLAND,palmes_academiques,France,,61,"Louis), 7 janv. 18(54, Mens (Isère), ol'f. d'Académie. Instituteur au"
L1912-02200,ROLLAND,ouissam_alaouite,Morocco,,94,"e), ol'f. d'Académie. Instituteur au collège Alaoui (Tunis). 26 sept."
L1912-02203,ROMDAN BEN ROMDAN,merite_agricole,France,,42,"ROMDAN BEN ROMDAN, 1864, Mahdia, cbev. du Mérite agricole, off. du"
L1912-02203,ROMDAN BEN ROMDAN,nichan_iftikhar,Tunisia,officier,67,"4, Mahdia, cbev. du Mérite agricole, off. du Nichan-lffikhar. Banquier"
L1912-02204,RONDEAU,nichan_iftikhar,Tunisia,officier,62,", 17 mars 1875, Nantes (Loire-Inf.), off. du Nichan-Iftikhar. Banquier"
L1912-02205,RONNE,merite_agricole,France,chevalier,26,"RONNE (Gustave), chev. du Mérite agricole, off. du"
L1912-02205,RONNE,nichan_iftikhar,Tunisia,officier,51,"(Gustave), chev. du Mérite agricole, off. du Nichan-Iftikhar. Vétérina"
L1912-02206,ROQUES,nichan_iftikhar,Tunisia,officier,77,", 31 juillet 1S65, Millau (Aveyron), off. du Nichan-Iftikhar. Commis e"
L1912-02209,ROTALIER,nichan_iftikhar,Tunisia,officier,54,"(vicomte Pierre DE), 1880. Besançon, off. du Nichan-Iftikhar. Ingénieu"
L1912-02211,ROUDY,merite_agricole,France,chevalier,70,"let 1875 ,Angoulême (Charente), chevalier du Mérite agrlcole, officier"
L1912-02211,ROUDY,nichan_iftikhar,Tunisia,officier,99,"), chevalier du Mérite agrlcole, officier du Nichan-Iftikhar. Ingénieu"
L1912-02213,ROUQUIE,palmes_academiques,France,officier,60,"dre) (le D'), 8 janv. 1867, Toulouse, off. d'Académie, off. du Nichan-"
L1912-02213,ROUQUIE,nichan_iftikhar,Tunisia,officier,78,"nv. 1867, Toulouse, off. d'Académie, off. du Nichan-Iftikhar. Pharmaci"
L1912-02217,ROUVIER,legion_honneur,France,officier,48,"VIER (Charles), 12 juillet 1849, off. cle la Légion d'honneur. Ancien"
L1912-02218,ROUX,legion_honneur,France,chevalier,58,"21 fév. 1864, Compiôgne (Oise), chev. de la Légion d'honneur, off. d'"
L1912-02218,ROUX,palmes_academiques,France,officier,83,"(Oise), chev. de la Légion d'honneur, off. d'Académie, comm. du Nichan"
L1912-02218,ROUX,nichan_iftikhar,Tunisia,commandeur,102,"Légion d'honneur, off. d'Académie, comm. du Nichan - Iftikhar, chev."
L1912-02218,ROUX,merite_agricole,France,officier,1610,"'armée. )Y (Léon), 21 août 1854, Paris, off. vférite agricole, off. du"
L1912-02219,ROYER,medaille_militaire,France,,54,"fred), 4 juillet 1861, Sainttirons (Ariège), Médaille militaire, Méail"
L1912-02219,ROYER,medaille_coloniale,France,,54,"fred), 4 juillet 1861, Sainttirons (Ariège), Médaille militaire, Méail"
L1912-02219,ROYER,nichan_iftikhar,Tunisia,,128,"oloniale avec agrafe «Tunisie», lievalier du Nichan-Iftikhar. Brigadie"
L1912-02221,RUPRICH-ROBERT,palmes_academiques,France,officier,64,"oïid-Alberl), 20 février 1S67, Paris, off. d'Académie. Secrétaire à la"
L1912-02222,RUTILY,ouissam_alaouite,Morocco,,192,. 1883. ETUDES : lycée cle Toulon et collège Alaoui. Sous-officier de
L1912-02223,RUTILY,nichan_iftikhar,Tunisia,commandeur,49,"LY (0.), oct. 1866, Soccia (Corse), Comm. du Nichan-Iftikhar. Ëntrepré"
L1912-02224,SAADA,nichan_iftikhar,Tunisia,officier,44,"SAADA (Albert), 5 mai 1872. Sousse. Off. du Nichan-Iftikhar. Entrepre"
L1912-02226,SAADA,nichan_iftikhar,Tunisia,officier,49,"A (Victor). 1"" décembre 1868. Tunis, off. du Nichan-Iftikhar. Avocat a"
L1912-02231,SADOUN,nichan_iftikhar,Tunisia,officier,48,"OUN (Jacques), 11 sept. 1872, Tunis, off. du Nichan-Iftikhar. Artiste"
L1912-02246,SAINT-ROMAS,legion_honneur,France,chevalier,73,"leilne), 4 décembre 1863, Paris, chev. de la Légion d'honneur, chev. d"
L1912-02246,SAINT-ROMAS,merite_agricole,France,chevalier,100,"aris, chev. de la Légion d'honneur, chev. du Mérite agricole, ou. du N"
L1912-02251,SAKKA,palmes_academiques,France,officier,92,"5 seplemb. 187A), Monastir (Tunisie), off. d'Académie, chev. du Mente"
L1912-02251,SAKKA,merite_agricole,France,chevalier,111,"onastir (Tunisie), off. d'Académie, chev. du Mente agricole, comm. du"
L1912-02251,SAKKA,nichan_iftikhar,Tunisia,commandeur,136,"'Académie, chev. du Mente agricole, comm. du Nichan - Iflikhar. Gouver"
L1912-02252,SAKKA,nichan_iftikhar,Tunisia,commandeur,72,", 15 ramdane 1245 (1S29), Monastir, comm. du Nichan-Iftikhar, off. de"
L1912-02252,SAKKA,medjidie,Ottoman Empire,officier,117,"Nichan-Iftikhar, off. de l'ordre impérial du Medjidié, Médaille milita"
L1912-02252,SAKKA,medaille_militaire,France,officier,127,"ikhar, off. de l'ordre impérial du Medjidié, Médaille militaire t u rq"
L1912-02252,SAKKA,osmanie,Ottoman Empire,,1393,"artit pour Constanlinople avec le général Si Osman el prit, pari à la"
L1912-02253,SAKKA,legion_honneur,France,chevalier,87,"bre 1860, Monastir (Tunidu sie), chev. de la Légion d'honneur,chev. Dr"
L1912-02253,SAKKA,nichan_iftikhar,Tunisia,grand_officier,141,"honneur,chev. Dragon de l'Annam, gr. off. du Nichan - Iftikhar. Caïd-g"
L1912-02254,SAKKAT,legion_honneur,France,chevalier,44,"SAKKAT (Ahmed), chevalier cle l'ordre de la Légion d'h o nneur, comma"
L1912-02254,SAKKAT,nichan_iftikhar,Tunisia,commandeur,89,"Légion d'h o nneur, commandeur de l'ordre du Nichan-Iftikhar. Caïd-gou"
L1912-02255,SAKKAT,nichan_iftikhar,Tunisia,officier,35,"SAKKAT (Ali). 1876, Tunis, off. du Nichan - Iftikhar, offici"
L1912-02255,SAKKAT,palmes_academiques,France,officier,65,"Tunis, off. du Nichan - Iftikhar, officier d'Académie. Inspecteur aux"
L1912-02257,SALANCOURT,merite_agricole,France,chevalier,70,"DE), 8 oct. 1853, Festieux (Aisne), chev. du Mérite agricole, off. du"
L1912-02257,SALANCOURT,medaille_coloniale,France,officier,111,"du Mérite agricole, off. du NichanIftikhar, Médaille coloniale. Ancie"
L1912-02258,SALIBA,palmes_academiques,France,,55,"rmel) aîné. 28 décembre 1865, Tunis, ol'f. d'Académie, off. du Nichan-"
L1912-02258,SALIBA,nichan_iftikhar,Tunisia,officier,73,"embre 1865, Tunis, ol'f. d'Académie, off. du Nichan-Iftikhar. Libraire"
L1912-02259,SALIÉGE,nichan_iftikhar,Tunisia,commandeur,60,", 2 avril 1.865, Le Puy (H.-Loire), comm. du Nichan-Iftikhar. Avocat a"
L1912-02265,SANGÉS,nichan_iftikhar,Tunisia,,49,"ÉS (Giuseppe), 20 sept. 1873, Tunis, oIT. du Nichan-iriikhar. Pharmaci"
L1912-02267,SANTILLANA,nichan_iftikhar,Tunisia,officier,72,"1.8 août SAN — SÂTJ 1865, Tunis, officier du Nichan-Iftikhar. Médecin-"
L1912-02268,SANTONI,nichan_iftikhar,Tunisia,officier,58,"nJean-Pierre), 8 mars 1SS0, Ajaccio, off. du Nichan-Iftikhar. Professe"
L1912-02270,SARABUSI,nichan_iftikhar,Tunisia,officier,41,"SARABUSI (Camille), 7 juin 1871, off. du Nichan-Iftikhar. Sous-ins"
L1912-02272,SAURIN,merite_agricole,France,officier,50,"N (Jules), 1"" oct. 1863, Cuen (Var), off. du Mérite agricole. Directeu"
L1912-02274,SAUX,palmes_academiques,France,officier,63,"mon), 17 octobre 1860, Léon (Landes), off. d'Académie, comm. du Nichan"
L1912-02274,SAUX,nichan_iftikhar,Tunisia,commandeur,82,"60, Léon (Landes), off. d'Académie, comm. du Nichan-Iftikhar. Inspecte"
L1912-02277,SAYAH,palmes_academiques,France,officier,49,"H (Mohamed), 1.7 sept. 1873, 'l'unis, off. d'Académie, off. du Nichan-"
L1912-02277,SAYAH,nichan_iftikhar,Tunisia,officier,67,"ept. 1873, 'l'unis, off. d'Académie, off. du Nichan-Iftikhar. Secrétai"
L1912-02277,SAYAH,legion_honneur,France,commandeur,503,"le caïd Si Tahar Maïza, est commandeur de la Légion d'honneur."
L1912-02281,SBRANA,nichan_iftikhar,Tunisia,officier,66,"ueto-Vigilio), 1.865, Pise (Italie), off. du Nichan-Iftikhar, off. d'A"
L1912-02281,SBRANA,palmes_academiques,France,officier,90,"se (Italie), off. du Nichan-Iftikhar, off. d'Académie. Docteur en méde"
L1912-02282,SBRANA,couronne_italie,Italy,chevalier,59,"d), 13 juin 1854, Piso (Italie), chev. de la Couronne d'Italie, chev."
L1912-02282,SBRANA,merite_agricole,France,chevalier,87,"ie), chev. de la Couronne d'Italie, chev. du Mérite agricole, comm. du"
L1912-02282,SBRANA,nichan_iftikhar,Tunisia,commandeur,113,"d'Italie, chev. du Mérite agricole, comm. du Nichan - Iftikhar. Médeci"
L1912-02283,SCHEMBRI,nichan_iftikhar,Tunisia,chevalier,52,"I (Emmanuel). S fév. 1S78. 'l'unis, chev. du Nichan-Iftikhar. Agent de"
L1912-02283,SCHEMBRI,ouissam_alaouite,Morocco,,183,"5, rue Victor-Hugo, Sousse. ETUDES : collège Alaoui; membre du Comité"
L1912-02284,SCHEMBRI,merite_agricole,France,chevalier,80,"1855,Palma-de-Majorque (Baléares), chev. du Mérite agricole, comm. du"
L1912-02284,SCHEMBRI,nichan_iftikhar,Tunisia,commandeur,106,"aléares), chev. du Mérite agricole, comm. du Nichan-Iftikhar. Interprè"
L1912-02285,SCHILLING,palmes_academiques,France,officier,51,"ING (Rodolphe), 25 janv. 1870, Alger, off. d'Académie, chev. du Mérite"
L1912-02285,SCHILLING,merite_agricole,France,chevalier,70,"janv. 1870, Alger, off. d'Académie, chev. du Mérite agricole, off. du"
L1912-02285,SCHILLING,nichan_iftikhar,Tunisia,officier,95,"'Académie, chev. du Mérite agricole, off. du Nichan-Iftikhar. Chef du"
L1912-02286,SCHLUMBERGER,palmes_academiques,France,officier,64,"), 5 mars .1.856,. Thann (Alsace), off. de l'Instruction publique, che"
L1912-02286,SCHLUMBERGER,merite_agricole,France,chevalier,95,"e), off. de l'Instruction publique, chev. du Mérite agricole, comm. du"
L1912-02286,SCHLUMBERGER,nichan_iftikhar,Tunisia,commandeur,121,"publique, chev. du Mérite agricole, comm. du Nichan - Iftikhar. Consul"
L1912-02287,SCHUH,palmes_academiques,France,officier,45,"SCHUH (François), 8 nov. 1873, Alger, off. d'Académie, médaille d'arge"
L1912-02289,SCIALOM,nichan_iftikhar,Tunisia,officier,50,"OM (David-Dario), 5 mai 1880. Tunis, off. du Nichan-Iftikhar. Docteurm"
L1912-02290,SCIALOM,nichan_iftikhar,Tunisia,officier,61,", dit Victor), 16 janv. 1871, Tunis, off. du Nichan-Iftikhar. Avocat a"
L1912-02299,SÉCHERESSE,palmes_academiques,France,officier,73,", 5 mai 1874, Brizambourg (Ch.-Inf.), off. d'Académie, ofr. du Nichan-"
L1912-02299,SÉCHERESSE,nichan_iftikhar,Tunisia,officier,91,"ambourg (Ch.-Inf.), off. d'Académie, ofr. du Nichan-Iftikhar. Professe"
L1912-02309,SEGUIN,palmes_academiques,France,officier,47,"GUIN (Camille). 1.3 mars 1.871, Metz, off. d'Académie, off. du Nichan-"
L1912-02309,SEGUIN,nichan_iftikhar,Tunisia,officier,65,"3 mars 1.871, Metz, off. d'Académie, off. du Nichan-Iftikhar. Inspecte"
L1912-02318,SEPHAR,palmes_academiques,France,officier,43,"SEPHAR (Aron), 18 janv. lS74,Tunis, off. d'Académie, off. du Nichan-"
L1912-02318,SEPHAR,nichan_iftikhar,Tunisia,officier,61,"8 janv. lS74,Tunis, off. d'Académie, off. du Nichan-Iftikhar. Chef cle"
L1912-02321,SERRES,palmes_academiques,France,officier,53,"Jean-Victor), 21 mars 1860, Paris, off. de l'Instruction publique, off"
L1912-02321,SERRES,merite_agricole,France,officier,83,"ris, off. de l'Instruction publique, off. du Mérite agricole, gr. off."
L1912-02330,SFAR,legion_honneur,France,chevalier,40,"SFAR (Béchir), 1863, Tunis, chev. de la Légion d'honneur, off. d'"
L1912-02330,SFAR,palmes_academiques,France,officier,65,"Tunis, chev. de la Légion d'honneur, off. d'Académie, gr. off. du Nic"
L1912-02330,SFAR,nichan_iftikhar,Tunisia,grand_officier,87,"gion d'honneur, off. d'Académie, gr. off. du Nichan-Iftikhar. Caïd-gou"
L1912-02334,SGARRINI,nichan_iftikhar,Tunisia,officier,49,"RINI, 18 mai 1878, Palerme (Italie), off. du Nichan-Iftikhar. Chirurgi"
L1912-02335,SICARD,palmes_academiques,France,officier,70,"- Fortuné), 1.842, Sousse (Tunisie), off. d'Académie, comm. du Nichan"
L1912-02335,SICARD,nichan_iftikhar,Tunisia,commandeur,89,"Sousse (Tunisie), off. d'Académie, comm. du Nichan-Iftikhar. Receveur"
L1912-02336,SICAULT,palmes_academiques,France,officier,61,", 25 sept. 1875, Lezay (Deux-Sèvres), off. d'Académie, off. du Nichan-"
L1912-02336,SICAULT,nichan_iftikhar,Tunisia,officier,79,"ezay (Deux-Sèvres), off. d'Académie, off. du Nichan-Iftikhar. Professe"
L1912-02385,SIGNORETTY,nichan_iftikhar,Tunisia,officier,78,"6, Saint-Martin-de-la-Cluze (Isère), off. du Nichan-Iftikhar, propriét"
L1912-02388,SIMIER,nichan_iftikhar,Tunisia,officier,66,"), 1.9 août 1869, Le Mans (Sarllie), off. du Nichan-Iftikhar. Ancien c"
L1912-02389,SIMONNET,palmes_academiques,France,officier,90,"64, Saini-Quentin-lès-Maxais (Marnel. off. d'Académie, chev. du Mérite"
L1912-02389,SIMONNET,merite_agricole,France,chevalier,109,"ès-Maxais (Marnel. off. d'Académie, chev. du Mérite agricole, ol'f. du"
L1912-02390,SINIGAGLIA,nichan_iftikhar,Tunisia,commandeur,50,"AGLIA (J.-R.), 4 avril 1S45, Tunis, comm. du Nichan-Iftikhar. Pharmaci"
L1912-02391,SITBON,nichan_iftikhar,Tunisia,officier,37,"SITBON (Moïse), 1873, Tunis, off. du Nichan-Iftikhar. Représen"
L1912-02392,SIVAN,palmes_academiques,France,officier,64,"), 2 déc. 1.878, Sainl-Maximin (Var), off. d'Académie, ol'f. du Niclmn"
L1912-02392,SIVAN,nichan_iftikhar,Tunisia,officier,83,"inl-Maximin (Var), off. d'Académie, ol'f. du Niclmn-IftikhaV. Sons-che"
L1912-02397,SMADJA,palmes_academiques,France,officier,34,"SMADJA (Isaac), oct. 1873, off. d'Académie, Nichan-Iftikhar"
L1912-02397,SMADJA,nichan_iftikhar,Tunisia,officier,44,"SMADJA (Isaac), oct. 1873, off. d'Académie, Nichan-Iftikhar. Interprè"
L1912-02397,SMADJA,ouissam_alaouite,Morocco,,130,"Kef. 1885. ETUDES : lycée d'Alger, collège .Alaoui cle Tunis ; brevet"
L1912-02443,SOF,merite_agricole,France,chevalier,31,"SOF, 21 janv. -J.SG7, chev. du Mérite agricole. Agricult"
L1912-02452,SOTJBRANE,palmes_academiques,France,officier,69,"), 22 mai 1.872, au Jardin (Corrèze), .off d'Académie, oH. du Nichan-I"
L1912-02452,SOTJBRANE,nichan_iftikhar,Tunisia,officier,86,"au Jardin (Corrèze), .off d'Académie, oH. du Nichan-Iftikhar. Chef de"
L1912-02453,SOUCIET,merite_agricole,France,chevalier,89,"rézancy, canton de Sancerre (Cher), chev. du Mérite agricole, off. dû"
L1912-02453,SOUCIET,nichan_iftikhar,Tunisia,officier,114,"re (Cher), chev. du Mérite agricole, off. dû Nichan-Iftikhar. Agricult"
L1912-02454,SOUILHAG,ouissam_alaouite,Morocco,,307,"ges Saint-Charles, SaintLouis de Carthage et Alaoui. SUCCESS' : commis"
L1912-02461,SOULIER,legion_honneur,France,chevalier,62,"François), 17 sept. 1852, Paris, chev. de la Légion d'honn., Médaille"
L1912-02461,SOULIER,medaille_coloniale,France,chevalier,78,"pt. 1852, Paris, chev. de la Légion d'honn., Médaille coloniale, comm."
L1912-02462,SOULIVET,merite_agricole,France,chevalier,71,"), 15 déc 1847, Saintes (Ch.-Inf.), chev. du Mérit agricole, Médaille"
L1912-02462,SOULIVET,nichan_iftikhar,Tunisia,officier,132,"Médaille d'argent de la Mutufl lité, off. du Nichan-Iftikhar. Maiso] S"
L1912-02464,SOUTEYRAN,palmes_academiques,France,,68,"),. 6 nov. 1858. Le l'uv (H.-Loire), ol'f. d'Académie. Administrateur"
L1912-02467,SPECIALE,nichan_iftikhar,Tunisia,,63,"(le D'), Païenne. ■ Médecin-chirurgien à Bou-Ficha. Janv. 1908. Ancien"
L1912-02468,SPEZZAFUMO,nichan_iftikhar,Tunisia,officier,77,"873.. St?I — STË La Marsa (Tunisie), off. du Nichan-Iftikhar. Médecin,"
L1912-02469,SPIRE,legion_honneur,France,chevalier,55,"rice), 1"" oct. 1855, Thionville, chev. de la Légion d'honn., ol'f. d'A"
L1912-02469,SPIRE,palmes_academiques,France,chevalier,79,"onville, chev. de la Légion d'honn., ol'f. d'Académie, gr. off. du Nic"
