node_id,label,node_type,subtype,birth_year,n_decorations,has_portrait,entry_length_chars,page,page_url
L1912-01166,FLACK (Félix),person_with_entry,,,0,0,865,192,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f216.item
L1912-01168,FLAMANT (Albert),person_with_entry,administration,1875,1,0,435,192,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f216.item
L1912-01169,FLAMANT (),person_with_entry,,,1,0,603,192,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f216.item
L1912-01170,FLEURETTE (),person_with_entry,,1858,2,0,168,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01171,FLEURY (),person_with_entry,industry_crafts,1864,4,0,1134,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01172,FLOT (Louis),person_with_entry,education_science,1861,2,0,438,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01181,FORETS (),person_with_entry,military,,0,0,1893,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item
L1912-01182,FORESTIER (Georges),person_with_entry,commerce,1872,3,0,879,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item
L1912-01184,FORGEMOL DE BOSTQUÉNARD (Léonard-Léopold),person_with_entry,military,,1,0,695,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item
L1912-01185,FORTIN (Jules),person_with_entry,administration,1844,1,0,264,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01186,FOUCAUD (Léon),person_with_entry,press_letters_arts,1880,0,0,568,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01187,FOUCHER (Louis-Emile),person_with_entry,military,1853,5,1,1527,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01188,FOUESNEL (Julien),person_with_entry,military,1840,0,1,242,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01189,FOULQUIER (Edisle),person_with_entry,medicine_health,1844,1,0,213,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01191,FOURNIER (),person_with_entry,,1854,1,1,353,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01192,"• FRADET"" (Martial)",person_with_entry,hospitality_services,1867,0,0,331,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01196,FRANK (Louis),person_with_entry,medicine_health,,0,0,1339,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item
L1912-01197,FRANZINI DTSSONCOURT (Fernand),person_with_entry,agriculture,1863,1,1,667,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item
L1912-01198,FRÊMAUX (Paul),person_with_entry,press_letters_arts,1858,2,0,560,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item
L1912-01199,FROMONT DE BOUAILLE (),person_with_entry,agriculture,1870,1,0,345,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item
L1912-01201,FUNARO (Guillaume),person_with_entry,medicine_health,1842,2,0,2165,198,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f222.item
L1912-01203,GABÈS (Oasis),person_with_entry,,,0,0,1984,199,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f223.item
L1912-01204,GADRAT (Jean-Guillaume),person_with_entry,military,1872,2,0,333,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01208,GAGEY (René),person_with_entry,education_science,1875,3,0,583,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01209,GAIJI (Mohamed),person_with_entry,military,1818,1,0,953,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01210,GAILLARD (Jacques),person_with_entry,diplomacy,1876,3,0,1170,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01213,GALEA (William),person_with_entry,diplomacy,,0,0,168,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01215,GALLICO (Raffaelo),person_with_entry,press_letters_arts,1880,1,1,751,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01216,GALLINI (Jean-François),person_with_entry,justice_law,1861,3,0,764,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01217,GALLUT (Armand),person_with_entry,engineering_architecture,1885,0,1,948,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01219,GAMET (Lucien),person_with_entry,administration,1874,1,0,602,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item
L1912-01221,GANDOLFO (R.),person_with_entry,medicine_health,1882,0,0,673,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item
L1912-01223,GANDOLPHE (),person_with_entry,military,1839,3,0,1149,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01224,GANDOLPHE (Alfred),person_with_entry,justice_law,1849,1,0,313,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01225,GANDOLPHE (Georges - Edouard),person_with_entry,administration,1838,1,0,198,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01226,GANDOLPHE (Pascal),person_with_entry,commerce,,0,0,342,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01227,GANDOLPHE (Pascal),person_with_entry,military,1814,0,0,161,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01228,GANDOLPHE (Thomas-Félix),person_with_entry,politics_native_admin,1842,0,0,602,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01229,GANOUNA (Joseph-Cohen),person_with_entry,,1881,2,0,445,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01232,GAROT (René),person_with_entry,military,1706,3,0,485,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item
L1912-01233,GASTU (),person_with_entry,,1859,3,1,348,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item
L1912-01234,GAU (Jules),person_with_entry,politics_native_admin,1841,1,0,3835,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item
L1912-01235,GAUDENS-RAVOTTI (),person_with_entry,industry_crafts,1845,3,1,3267,205,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f229.item
L1912-01236,GAUDIANI (Antoine),person_with_entry,justice_law,1867,1,0,477,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01237,GAUDIANI (Dominique),person_with_entry,military,1877,2,0,242,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01238,GAULT (),person_with_entry,military,,0,0,307,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01240,GAUTIER (Raymond),person_with_entry,justice_law,1865,1,1,685,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01241,GAVER (),person_with_entry,medicine_health,1855,0,0,696,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01242,GAVER (),person_with_entry,military,1797,0,0,856,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01243,GAVIOLI (Marc-Lucien),person_with_entry,medicine_health,,1,1,435,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01244,GAZANIOL (Jules-Etienne),person_with_entry,religion,1845,0,0,199,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01245,GELLÉ (Célestin),person_with_entry,education_science,1868,1,0,313,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01246,GENET (),person_with_entry,justice_law,1861,2,0,410,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01247,GENILLON (François-Antoine),person_with_entry,,1861,2,0,349,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01248,GENNATAS (Charles),person_with_entry,medicine_health,1872,0,1,464,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01249,GENTHON (Charles),person_with_entry,administration,1860,2,0,447,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01250,GENTIL (Maurice),person_with_entry,justice_law,1866,0,0,368,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01251,GENTILE (Raoul-Victor DE),person_with_entry,justice_law,,0,1,191,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01252,GEORGE (Paul-Antoine-Michel),person_with_entry,engineering_architecture,1859,3,0,667,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01253,GEPT (Louis),person_with_entry,,1869,0,0,556,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item
L1912-01255,GÉRARD (Gaston-Marie),person_with_entry,education_science,1877,0,0,444,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item
L1912-01256,GÉRARD (Joseph),person_with_entry,commerce,1801,2,0,296,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item
L1912-01257,GERINI (Dante),person_with_entry,mining,1875,2,1,2030,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item
L1912-01258,GERMONNEAU (Damase-François),person_with_entry,politics_native_admin,1870,1,0,329,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item
L1912-01262,GHILEB (),person_with_entry,military,1884,3,0,723,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01266,GIGNAN (Clodomir-Ernest),person_with_entry,military,1859,1,1,266,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01267,GILBERT (André),person_with_entry,,,4,0,1114,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01268,GILBERT (Gabriel-Alphonse),person_with_entry,administration,1875,2,0,451,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01269,GILLY (Marie-Emmanuel-Pierre),person_with_entry,,1886,0,0,545,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01270,GILTAIRE (Edmond),person_with_entry,administration,,0,0,82,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01271,GIORGI (Charles),person_with_entry,administration,1858,1,0,259,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01272,GIORGI (Pierre-Louis),person_with_entry,military,1846,3,0,401,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01273,GIRARD (Léon-Hippolvle-Adolphe),person_with_entry,administration,1864,2,0,655,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01274,GIRAUD (Charles-Hippolyte),person_with_entry,agriculture,1860,3,0,609,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01275,GIROU (Henry-Maurice),person_with_entry,education_science,1873,1,0,621,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01276,GIROUD (Joseph),person_with_entry,engineering_architecture,1867,1,1,735,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01277,GIROZ (Charles),person_with_entry,engineering_architecture,1879,1,0,582,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01278,GISTUCCI (Alexandre-Valère),person_with_entry,,1874,2,0,617,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item
L1912-01279,GLANDUT (Séraphin),person_with_entry,industry_crafts,1863,1,0,259,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01281,GLUCK (André-Robert),person_with_entry,,1882,0,0,742,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01282,GOBILLOT (Jacques-Philippe-Lucien),person_with_entry,,1859,2,1,595,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01283,GOIN (Georges),person_with_entry,transport_maritime,1906,2,0,247,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01284,GONNOT (Marie),person_with_entry,,1859,2,0,415,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01285,GORDON (Gerlrude),person_with_entry,medicine_health,,0,0,327,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01287,GORSSE (Louis),person_with_entry,commerce,1865,1,0,175,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01291,GOUNOT (André),person_with_entry,agriculture,1878,1,0,974,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01294,GOUTTENOIRE (Jean),person_with_entry,military,1879,0,1,135,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01296,GOUVET (Ernesf-Alexis-Laurent),person_with_entry,engineering_architecture,1860,4,0,531,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01297,GOYET (Joseph-Antoine),person_with_entry,administration,1873,0,0,409,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01298,GOZLAN (A.),person_with_entry,industry_crafts,1866,6,0,668,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01301,GRASSET (Alfred-Louis-Benjamin),person_with_entry,,1866,2,0,497,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01302,GRÉBAUVAL (Lôonidas-Adolphe),person_with_entry,justice_law,1856,1,0,279,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01306,GRENOUILLEAU (Marc),person_with_entry,justice_law,1865,1,0,267,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01307,GRENY (Hilaire-Albert),person_with_entry,engineering_architecture,1867,1,0,600,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01308,GRÉSILLON (Emile-Albert),person_with_entry,press_letters_arts,1865,0,0,588,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01309,GRESSE (Paul),person_with_entry,education_science,1868,3,1,820,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01310,GREZEL (),person_with_entry,administration,1866,2,0,190,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01313,GROSRENAUD (François-Joseph),person_with_entry,education_science,1871,2,0,247,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01314,GROSS (André),person_with_entry,administration,1871,1,0,208,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01315,GRUNDLER (Frédéric-Jules),person_with_entry,education_science,1864,1,0,355,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01318,GUEDJ (Félix),person_with_entry,justice_law,1885,0,0,191,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01319,GUËGAN (Jules-Fortuné),person_with_entry,medicine_health,1855,3,1,2039,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01320,GUELLATY (),person_with_entry,justice_law,1880,0,1,396,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item
L1912-01321,GUELLATY (Omar),person_with_entry,,1852,3,0,659,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item
L1912-01323,GUÊNARD (Albert),person_with_entry,administration,1880,0,1,754,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item
L1912-01324,GUÉNARD (Ernest),person_with_entry,administration,,3,0,1083,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item
L1912-01325,GUÉNIER (Henri-Eugène),person_with_entry,,1859,1,1,2792,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item
L1912-01326,GUENIN (Jean-Regis),person_with_entry,,1866,1,0,171,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item
L1912-01327,GUËRARD (Horace-Napoléon),person_with_entry,finance_banking,1860,0,0,91,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item
L1912-01331,GUEYDAN (Adrien),person_with_entry,justice_law,1857,4,0,573,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01332,GUEZ (Victor),person_with_entry,commerce,1877,0,0,125,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01333,GUILHON (Clém'-Jules),person_with_entry,,1876,2,0,476,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01334,GUILLEMART (Robert),person_with_entry,military,1868,2,0,372,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01335,GUILLOCHON (Lucien),person_with_entry,military,1871,2,1,625,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01336,GUILLON (Paul-Marie),person_with_entry,education_science,1875,0,0,252,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01337,GUILLOT (),person_with_entry,,,2,0,203,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01338,GUIOT (Charles),person_with_entry,justice_law,1866,1,0,437,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01339,GUITAT (Daniel),person_with_entry,commerce,1868,0,0,531,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01340,GUNG'L (J.-N.),person_with_entry,justice_law,1852,3,1,945,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01341,GUTTIERES (),person_with_entry,administration,1844,3,0,195,218,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f242.item
L1912-01342,GUTTIERES (Ernest),person_with_entry,justice_law,1880,0,1,260,218,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f242.item
L1912-01343,GUY (Raphaël),person_with_entry,military,1869,2,0,607,218,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f242.item
L1912-01344,GUYON (Louis),person_with_entry,finance_banking,1778,0,0,175,218,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f242.item
L1912-01345,GUYS (),person_with_entry,military,,0,1,271,218,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f242.item
L1912-01346,HAAK (Gérard Van Den),person_with_entry,religion,1862,0,0,114,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01349,HACKSPILL (Henri-Albert),person_with_entry,,1878,1,0,371,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01350,HADDAD (Nissim),person_with_entry,commerce,1868,0,0,425,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01354,HADJOUJ (Younès),person_with_entry,politics_native_admin,1860,2,0,283,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01360,HALFON (Albert),person_with_entry,medicine_health,,0,0,222,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01361,HALFON (Alb.ert-L.),person_with_entry,commerce,1880,0,0,289,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01362,HALFON (Joseph),person_with_entry,,1887,0,0,135,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01383,HANOUN (Léon),person_with_entry,finance_banking,1856,2,0,296,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01384,HANRIOT (Eugène-Nicolas),person_with_entry,military,1856,3,1,1473,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01390,HARTMAYÉR (Jacob-Emile),person_with_entry,military,1834,4,1,1718,224,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f248.item
L1912-01391,HASSAN (Mehmed),person_with_entry,medicine_health,,0,0,525,224,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f248.item
L1912-01392,HASSID (Moïse),person_with_entry,,1879,0,0,176,224,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f248.item
L1912-01393,HASSID (Victor),person_with_entry,finance_banking,1876,0,0,201,224,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f248.item
L1912-01394,HAUT (Paul DE),person_with_entry,administration,1882,1,0,242,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01395,HAYAT (Israël-Eugène),person_with_entry,medicine_health,1879,0,0,811,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01396,HAYDAR (Rachid),person_with_entry,military,1873,1,0,393,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01398,HEBRARD (Gabriel),person_with_entry,administration,1870,1,0,144,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01403,HENRY (Albert-Lucien),person_with_entry,medicine_health,1874,1,1,972,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01404,HENRY (),person_with_entry,,1850,0,1,167,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01405,HENRY (Eugène),person_with_entry,medicine_health,,1,0,136,226,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f250.item
L1912-01406,HENRY (Eugène-Jean-Baplisle),person_with_entry,medicine_health,1881,1,0,314,226,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f250.item
L1912-01407,HERCULAIS (Louis-Alexandre),person_with_entry,,1754,1,1,2207,226,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f250.item
L1912-01409,HERSON (Louis-Charles),person_with_entry,military,1843,5,0,4121,226,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f250.item
L1912-01411,HILSGHER (François),person_with_entry,,1803,0,1,343,227,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f251.item
L1912-01413,HJALMAR (Sigurd),person_with_entry,diplomacy,1865,1,0,292,228,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f252.item
L1912-01420,HOQUETIS (Marie-Henri-Albert),person_with_entry,religion,1870,1,0,375,229,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f253.item
L1912-01423,HOUDE (Gaston),person_with_entry,agriculture,1866,0,0,569,229,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f253.item
L1912-01426,HOURTICOT (Marius),person_with_entry,,1882,0,0,203,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01427,HSIN (),person_with_entry,,1875,1,0,356,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01428,HUARD (Ferdinand-Isidore),person_with_entry,administration,1854,2,0,1436,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01429,HUC (Albert-Victor-Isidore),person_with_entry,,1848,0,1,709,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01431,HUGUENET (Louis-Michel),person_with_entry,,1852,2,0,670,231,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f255.item
L1912-01435,HUMBERT (Charles),person_with_entry,administration,1862,3,0,523,232,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f256.item
L1912-01436,HURSTEL (),person_with_entry,military,1846,1,0,864,232,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f256.item
L1912-01439,IGOLEN (Charles),person_with_entry,,1867,2,0,2720,233,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f257.item
L1912-01443,IMBERT (Marie-Antoine-Paul),person_with_entry,justice_law,,5,1,1132,235,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f259.item
L1912-01451,INERNY (Mac),person_with_entry,,,0,0,710,236,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f260.item
L1912-01456,INGRAND (Gérard),person_with_entry,justice_law,1872,2,0,357,237,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f261.item
L1912-01463,INVERSIN (Louis),person_with_entry,,1875,2,0,1086,242,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f266.item
L1912-01464,INVERSIN (H.),person_with_entry,industry_crafts,,1,0,441,242,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f266.item
L1912-01465,ISAAC (Maurice-Jean-Victor),person_with_entry,,1606,1,0,448,242,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f266.item
L1912-01466,ISNACK (Victor),person_with_entry,agriculture,1870,2,0,542,242,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f266.item
L1912-01470,JACQUIER (),person_with_entry,military,1857,3,0,631,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01471,JACQUIER (Eugène),person_with_entry,finance_banking,1861,2,0,577,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01472,JAEGGY (Ernest),person_with_entry,medicine_health,1878,0,0,249,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01475,JAULMES (Henri),person_with_entry,education_science,1867,2,0,286,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01476,JEANGOLAS (Louis),person_with_entry,administration,1858,3,0,294,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01477,JOUBERT (Jules-Frédéric),person_with_entry,military,1859,1,0,948,244,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f268.item
L1912-01480,JOYEUX (Emile),person_with_entry,,1872,0,0,325,245,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f269.item
L1912-01481,JULIEN (Cyprien-Edouard-Paul),person_with_entry,industry_crafts,1872,0,0,946,245,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f269.item
L1912-01482,JUNÈS (Sauveur),person_with_entry,commerce,1871,0,0,461,245,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f269.item
L1912-01485,KADDOUR (Mohamed),person_with_entry,administration,1882,1,0,121,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01502,KËRAMBRIEG (),person_with_entry,military,1868,2,1,855,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01506,KHAIRALLAH (Ben Moslefa),person_with_entry,administration,1867,3,0,486,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01513,KHAZNADAR (Mustapha),person_with_entry,,,0,0,454,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01515,KHEIREDDINE (),person_with_entry,military,,0,0,763,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01517,KHIAT (Albert),person_with_entry,,1886,1,0,329,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
L1912-01518,KHIAT (Joseph),person_with_entry,,1876,0,0,184,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
