node_id,label,node_type,subtype,birth_year,n_decorations,has_portrait,entry_length_chars,page,page_url
ORG:conseil du proletaire prevoyant a tunis,Conseil du Prolétaire prévoyant à Tunis,organisation_named_only,,,,0,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
ORG:commission de voirie a thala,Commission de Voirie à Thala,organisation_named_only,,,,0,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
ORG:conseil d administraton du syndicat professionnel des hommes d affaires,Conseil d'administraton du Syndicat professionnel des Hommes d'Affaires,organisation_named_only,,,,0,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
ORG:sanle et de l hygiene publique de la regence de tunis,Sanlé et de l'Hygiène publique de la Régence de Tunis,organisation_named_only,,,,0,,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item
ORG:administration des forets d oliviers du nord de la regence,Administration des Forêts d'oliviers du Nord de la Régence,organisation_named_only,,,,0,,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item
ORG:ligue de l enseignement,Ligue de l'Enseignement,organisation_named_only,,,,0,,51,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f75.item
ORG:gouvernement pres la caisse de bienfaisance israelite,Gouvernement près la Caisse de Bienfaisance Israélite,organisation_named_only,,,,0,,52,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f76.item
ORG:conseil d administration de la societe israelite de secours matrimoniau,Conseil d'administration de la Société Israélite de secours matrimoniau,organisation_named_only,,,,0,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
ORG:conference consultative de 1s94 a 1905,Conférence Consultative de 1S94 à 1905,organisation_named_only,,,,0,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
ORG:societe d exploitation des phosphates cle kalaa djerda,Société d'exploitation des Phosphates cle Kalaâ-Djerda,organisation_named_only,,,,0,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
ORG:amicale de l eniseignement primaire,Amicale de l'Eniséignement primaire,organisation_named_only,,,,0,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
ORG:societe,Société,organisation_named_only,,,,0,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
ORG:conseil d administration de la societe de bienfaisance italienne de m u,Conseil d'administration de la Société de Bienfaisance italienne de M'u,organisation_named_only,,,,0,,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
ORG:societe des anciens eleves des ecoles italiennes de tunis,Société des anciens Elèves des Ecoles italiennes de Tunis,organisation_named_only,,,,0,,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
ORG:services judiciaires au gouvernement tunisien,Services judiciaires au Gouvernement tunisien,organisation_named_only,,,,0,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
ORG:tribunal de tunis,Tribunal de Tunis,organisation_named_only,,,,0,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
ORG:alliance francaise a tunis,Alliance française à Tunis,organisation_named_only,,,,0,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
ORG:amical des travaux publics,Amical des Travaux publics,organisation_named_only,,,,0,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
ORG:comite tunisien cle la ligue maritime francaise,Comité Tunisien cle la Ligue Maritime française,organisation_named_only,,,,0,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
ORG:laboratoire cle chimie agricole et industrielle,Laboratoire cle Chimie agricole et industrielle,organisation_named_only,,,,0,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
ORG:groupe cle l afrique du nord des anciens eleves de l ecole des alines d,Groupe cle l'Afrique du Nord des Anciens Elèves de l'Ecole des Alines d,organisation_named_only,,,,0,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
ORG:cercle tunisien de la ligue de l enseignement,Cercle tunisien de la Ligue de l'Enseignement,organisation_named_only,,,,0,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
ORG:societe tunisienne des habitations a bon marche,Société tunisienne des Habitations à bon marché,organisation_named_only,,,,0,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
ORG:socieles d anthropologie de paris,Sociélés d'Anthropologie de Paris,organisation_named_only,,,,0,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
ORG:cercle de alahdia de la ligue,Cercle de Alahdia de la Ligue,organisation_named_only,,,,0,,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item
ORG:cercle de l union francaise et v,Cercle de l'Union Française et v,organisation_named_only,,,,0,,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item
ORG:societe des aiefiers de constructions mecaniques de tunisie,Société des Aiefiers de Constructions mécaniques de Tunisie,organisation_named_only,,,,0,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
ORG:compagnie electrique cle bizerle,Compagnie Electrique cle Bizerle,organisation_named_only,,,,0,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
ORG:societe generale electrique tunisienne,Société Générale Electrique Tunisienne,organisation_named_only,,,,0,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
ORG:chambre de commerce,Chambre de Commerce,organisation_named_only,,,,0,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
ORG:societe cle bienfaisance,Société cle Bienfaisance,organisation_named_only,,,,0,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
ORG:ligne de l enseignement et de la ligue des droits de l homme et du cito,Ligne de l'Enseignement et de la Ligue des Droits de l'Homme et du Cito,organisation_named_only,,,,0,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
ORG:societe des ingenieurs coloniaux,Société des Ingénieurs coloniaux,organisation_named_only,,,,0,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
ORG:societe francaise de l elevage cle l autruche en algerie,Société française de l'Elevage cle l'Autruche en Algérie,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:bergerie nationale de moudjebeur en algerie,Bergerie nationale de Moudjebeur en Algérie,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:chambre d agriculture,Chambre d'Agriculture,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:syndicat des viticulteurs,Syndicat des Viticulteurs,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:caisse regionale de creditmutuel agricole,Caisse régionale de Créditmutuel Agricole,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:conseil d administration de la caisse regionale de credit mutuel agrico,Conseil d'administration de la Caisse régionale de Crédit mutuel Agrico,organisation_named_only,,,,0,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
ORG:conseil,Conseil,organisation_named_only,,,,0,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
ORG:etat a l interieur,Etat à l'Intérieur,organisation_named_only,,,,0,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
ORG:direction des antiquites et arts,Direction des Antiquités et Arts,organisation_named_only,,,,0,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
ORG:comite cle la societe israelite d assistance fraternelle,Comité cle la Société israélite d'assistance fraternelle,organisation_named_only,,,,0,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
ORG:ecole pratique cle commerce cle punis,Ecole pratique cle Commerce cle 'Punis,organisation_named_only,,,,0,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
ORG:societe academique de comptabilite cle paris,Société académique de Comptabilité cle Paris,organisation_named_only,,,,0,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
ORG:societe philotechnique cle paris,Société philotechnique cle Paris,organisation_named_only,,,,0,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
ORG:ligue francaise cle l enseignement,Ligue française cle l'Enseignement,organisation_named_only,,,,0,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
ORG:tribunal civil de sousse,Tribunal civil de Sousse,organisation_named_only,,,,0,,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item
ORG:socieles de gymnastique,Sociélés de Gymnastique,organisation_named_only,,,,0,,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item
ORG:chambre mixte,Chambre Mixte,organisation_named_only,,,,0,,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
ORG:societe fraternelle des anciens sous officiers cies armees cle terre,Société fraternelle des Anciens Sous-Officiers cies armées cle terre,organisation_named_only,,,,0,,70,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f94.item
ORG:comite de la colonie agricole indigene d el ansarine,Comité de la Colonie agricole indigène d'El-Ansarine,organisation_named_only,,,,0,,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item
ORG:bibliotheque des sous officiers au 4 tirailleurs,Bibliothèque des sous-officiers au 4* tirailleurs,organisation_named_only,,,,0,,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item
ORG:syndical des representants i cle commerce francais,Syndical des Représentants i cle commerce français,organisation_named_only,,,,0,,72,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f96.item
ORG:conseil d administration de diverses socieles locales,Conseil d'administration de diverses sociélés locales,organisation_named_only,,,,0,,73,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f97.item
ORG:societe d apiculture,Société d'Apiculture,organisation_named_only,,,,0,,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
ORG:societe chorale,Société chorale,organisation_named_only,,,,0,,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
ORG:societe des auteurs et compositeurs dramatiques,Société des Auteurs et Compositeurs dramatiques,organisation_named_only,,,,0,,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
ORG:union des femmes de france,Union des Femmes de France,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:conseil d hygiene,Conseil d'hygiène,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:societe d anatomie et de physiologie de bordeaux,Société d'Anatomie et de Physiologie de Bordeaux,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:societe internationale des sciences medicales de tunis,Société internationale des Sciences médicales de Tunis,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:section de beja des amis des arbres en tunisie,Section de Tunis de la Société des Amis des Arbres,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:comite de la societe de geographie,Comité de la Société de Géographie,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:societe nationale de chirurgie,Société nationale de Chirurgie,organisation_named_only,,,,0,,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
ORG:service de sante de la division d occupation cle tunisie,Service de Santé de la Division d'occupation cle Tunisie,organisation_named_only,,,,0,,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
ORG:union republicaine de bab el oued,Union républicaine de Bab-el-Oued,organisation_named_only,,,,0,,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
ORG:institut,Institut,organisation_named_only,,,,0,,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
ORG:societe civile,Société^ civile -,organisation_named_only,,,,0,,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
ORG:inlermeria italiana et chirurgien titulaire,Inlermeria italiana et chirurgien titulaire,organisation_named_only,,,,0,,77,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f101.item
ORG:societe internationale de medecine,Société internationale de Médecine,organisation_named_only,,,,0,,77,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f101.item
ORG:cooperativa italiana di credite,Cooperativa italiana di Crédite,organisation_named_only,,,,0,,77,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f101.item
ORG:comite de redaction de,Comité de rédaction de,organisation_named_only,,,,0,,77,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f101.item
ORG:societe de secours mutuels des anciens militaires cle la marine,Société de Secours Mutuels des Anciens Militaires cle la Marine,organisation_named_only,,,,0,,78,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f102.item
ORG:comite des fetes donnees,Comité des fêtes données,organisation_named_only,,,,0,,78,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f102.item
ORG:ministere de l instruction publique aux expositions cle chicago,Ministère de l'Instruction publique aux Expositions cle Chicago,organisation_named_only,,,,0,,78,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f102.item
ORG:comite sfaxien de l alliance francaise,Comité sfaxien de l'Alliance Française,organisation_named_only,,,,0,,79,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f103.item
ORG:comite cle patronage de la bibliotheque populaire,Comité cle Patronage de la Bibliothèque Populaire,organisation_named_only,,,,0,,79,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f103.item
ORG:societe d archeologie et des beaux arts de sfax,Société d'archéologie et des Beaux Arts de Sfax,organisation_named_only,,,,0,,79,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f103.item
ORG:societe francaise de bienfaisance cle sfax,Société Française de Bienfaisance cle Sfax,organisation_named_only,,,,0,,79,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f103.item
ORG:alines cle garsa mellnoui,Alines cle Garsa-Mellnoui,organisation_named_only,,,,0,,79,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f103.item
ORG:conseil d administration de l hopital garibaldi,Conseil d'administration de l'hôpital Garibaldi,organisation_named_only,,,,0,,80,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f104.item
ORG:societe magistrale italienne,Société Magistrale Italienne,organisation_named_only,,,,0,,80,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f104.item
ORG:chambre de commerce bntanique ue lumsie a sa creation,Chambre de Commerce bntanique ue lumsie a sa création,organisation_named_only,,,,0,,80,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f104.item
ORG:societe des courses de soukel arba,Société des Courses de Soukel-Arba,organisation_named_only,,,,0,,84,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f108.item
ORG:ligue alaritime,Ligue Alaritime,organisation_named_only,,,,0,,87,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f111.item
ORG:chambre alixte de commerce et d agriculture du centre,Chambre Alixte de Commerce et d'Agriculture du Centre,organisation_named_only,,,,0,,87,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f111.item
ORG:services administratifs parisiens clu journal,Services administratifs parisiens clu journal,organisation_named_only,,,,0,,89,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f113.item
ORG:chambre des defenseurs de tunis,Chambre des Défenseurs de Tunis,organisation_named_only,,,,0,,89,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f113.item
ORG:conseil de surveillance cle l hopital israelite de tunis et de l associ,Conseil de surveillance cle l'Hôpital israélite de Tunis et de l'Associ,organisation_named_only,,,,0,,89,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f113.item
ORG:societe des courses,Société des Courses,organisation_named_only,,,,0,,89,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f113.item
ORG:societe italienne des militaires eh congede 1899 a 1902,"Société italienne des ""Militaires eh congéde 1899 à 1902",organisation_named_only,,,,0,,90,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f114.item
ORG:conseil d administration et caissier de l hopital colonial italien,Conseil d'administration et caissier de l'hôpital colonial italien,organisation_named_only,,,,0,,90,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f114.item
ORG:comite des fetes de tunis,Comité des Fêtes de Tunis,organisation_named_only,,,,0,,90,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f114.item
ORG:association des colons de 1901 a 1905,"Association des Colons de ""1901 à 1905",organisation_named_only,,,,0,,91,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f115.item
ORG:credit agricole a beja,Crédit agricole à Béja,organisation_named_only,,,,0,,91,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f115.item
ORG:conseil de l ordre a la conference des avocats stagiaires,Conseil de l'ordre à la Conférence des avocats stagiaires,organisation_named_only,,,,0,,97,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f121.item
ORG:conseil d administration de l ho pital israelite,Conseil d'administration de l'Hô pital israélite,organisation_named_only,,,,0,,97,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f121.item
ORG:institut cle carlhage,Institut cle Carlhage,organisation_named_only,,,,0,,98,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f122.item
ORG:comite directeur de l institut de carthage,Comité directeur de l'Institut de Carthage,organisation_named_only,,,,0,,98,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f122.item
ORG:service veterinaire cle la division d occupation,Service vétérinaire cle la-Division d'occupation,organisation_named_only,,,,0,,99,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f123.item
ORG:ecoles de l alliance israelite en tunisie,Ecoles de l'Alliance Israélite en Tunisie,organisation_named_only,,,,0,,99,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f123.item
ORG:commission de verification des titres de medecin pharmacien,"Commission de "" vérification des titres de médecin-pharmacien",organisation_named_only,,,,0,,101,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f125.item
ORG:comite du cercle republicain,Comité du Cercle Républicain,organisation_named_only,,,,0,,101,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f125.item
ORG:conseil d administration de l amicale primaire en tunisie,Conseil d'administration de l'Amicale primaire tunisienne,organisation_named_only,,,,0,,102,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f126.item
ORG:chambre de commerce et ancien conseiller municipal de tunis,Chambre de Commerce et ancien conseiller municipal de Tunis,organisation_named_only,,,,0,,106,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f130.item
ORG:comite international de resistance,Comité international de résistance,organisation_named_only,,,,0,,106,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f130.item
ORG:commission des documents economiques de la revolution francaise,Commission des Documents économiques de la Révolution Française,organisation_named_only,,,,0,,107,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f131.item
ORG:comite des travaux historiques,Comité des Travaux historiques,organisation_named_only,,,,0,,107,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f131.item
ORG:comite des fetes,Comité des Fêtes,organisation_named_only,,,,0,,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
ORG:club de gymnastique,Club de Gymnastique,organisation_named_only,,,,0,,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
ORG:ecole coloniale d agriculture,Ecole Coloniale d'Agriculture,organisation_named_only,,,,0,,113,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f137.item
ORG:comite de l assistance mutuelle tunisienne a souk el arba el a mahdia,Comité de l'Assistance Mutuelle Tunisienne à Souk-el-Arba el à Mahdia,organisation_named_only,,,,0,,114,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f138.item
ORG:syndicat des entrepreneurs francais,Syndicat des Entrepreneurs français,organisation_named_only,,,,0,,114,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f138.item
ORG:office postal de tunisie,Office postal de Tunisie,organisation_named_only,,,,0,,114,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f138.item
ORG:postes et des telegraphes du departement de constantine,Postes et des Télégraphes du département de Constantine,organisation_named_only,,,,0,,114,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f138.item
ORG:amicale de la presse tunisienne du centre et du sud,Amicale de la Presse tunisienne du Centre et du Sud,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:comite d organisation des fetes francoitaliennes,Comité d'organisation des fêtes francoitaliennes,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:harmonie municipale et professeur aux cours de musique de la ville de s,Harmonie Municipale et professeur aux cours de musique de la ville de S,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:societe de secours mutuels des officiers residant en tunisie,Société de Secours mutuels des Officiers résidant en Tunisie,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:comite de permanence de l union des societes de gymnastique de france,Comité de permanence de l'Union des Sociétés de gymnastique de France,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:club de gymnastique francais a tunis,Club de Gymnastique français â Tunis,organisation_named_only,,,,0,,116,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f140.item
ORG:touring club,Touring-Club,organisation_named_only,,,,0,,118,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f142.item
ORG:association agricole de tunisie,Association agricole de Tunisie,organisation_named_only,,,,0,,119,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f143.item
ORG:bureau du syndicat,Bureau du Syndicat,organisation_named_only,,,,0,,119,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f143.item
ORG:conseil d administration et directeur de la caisse locale de credit mut,Conseil d'administration et directeur de la Caisse locale de Crédit Mut,organisation_named_only,,,,0,,119,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f143.item
ORG:union des employes des services financiers,Union des Employés des Services Financiers,organisation_named_only,,,,0,,119,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f143.item
ORG:conference consultative de 1s96 a 1901,Conférence Consultative de 1S96 à 1901,organisation_named_only,,,,0,,119,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f143.item
ORG:comite ou membre des societes,Comité 'ou membre des sociétés,organisation_named_only,,,,0,,120,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f144.item
ORG:societe d archeologie du finistere,Société d'Archéologie du Finistère,organisation_named_only,,,,0,,120,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f144.item
ORG:syndicat de la presse europeenne du caire,Syndicat de la Presse européenne du Caire,organisation_named_only,,,,0,,121,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f145.item
ORG:conseil de l association internationale d assistance publique du caire,Conseil de l'Association internationale d'Assistance publique du Caire,organisation_named_only,,,,0,,121,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f145.item
ORG:commerce exterieur de la france,Commerce extérieur de la France,organisation_named_only,,,,0,,121,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f145.item
ORG:cercle de,Cercle de,organisation_named_only,,,,0,,124,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f148.item
ORG:cercle tunisois de la ligue francaise de l enseign et membre du coils,Cercle tunisois de la Ligue française de l'Enseign' et membre du Coils,organisation_named_only,,,,0,,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item
ORG:conseil federal,Conseil fédéral,organisation_named_only,,,,0,,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item
ORG:comite carnot,Comité Carnot,organisation_named_only,,,,0,,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item
ORG:comite d organisation du congres de la ligue de 1 enseignement,Comité d'organisation du Congrès de la Ligue de 1 enseignement,organisation_named_only,,,,0,,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item
ORG:federation napolitaine et membre,Fédération napolitaine et membre,organisation_named_only,,,,0,,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item
ORG:commission administrative,Commission administrative,organisation_named_only,,,,0,,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item
ORG:municipalite de kairouan du 28 mars 1906 au 22 avril 1908,Municipalité de Kairouan du 28 mars 1906 au 22 avril 1908,organisation_named_only,,,,0,,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item
ORG:cercle de la ligue de l enseignement de kairouan,Cercle de la Ligue de l'enseignement de Kairouan,organisation_named_only,,,,0,,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item
ORG:comite regional,Comité régional,organisation_named_only,,,,0,,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item
ORG:comite de la federation des cercles tunisiens et du cercle de tunis,Comité de la Fédération des Cercles tunisiens et du Cercle de Tunis,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:societe de secours mutuels de la cie des sapeurs pompiers,Société de secours mutuels de la Cie des sapeurs-pompiers,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:societe de l industrie minerale et de differentes socieles scientifique,Société de l'Industrie minérale et de différentes Sociélés scientifique,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:service municipal des pompes funebres,Service municipal des pompes funèbres,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:conseil d administration du syndicat international d etudes au maroc,Conseil d'Administration du syndicat international d'études au Maroc,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:chambre de commerce de bizerte,Chambre de Commerce de Bizerte,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:conseil superieur de l assistance publique,Conseil supérieur de l'Assistance Publique,organisation_named_only,,,,0,,136,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f160.item
ORG:amicale primaire des hautes alpes,Amicale primaire des Hautes Alpes,organisation_named_only,,,,0,,139,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f163.item
ORG:societe des hauts alpins en tunisie,Société des Hauts Alpins en Tunisie,organisation_named_only,,,,0,,139,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f163.item
ORG:jurj a l exposition universelle,Jurj' à l'exposition Universelle,organisation_named_only,,,,0,,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item
ORG:societe des sciencss medicales,Société des Sciencss médicales,organisation_named_only,,,,0,,142,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f166.item
ORG:conseil municipal de tunis,Conseil municipal de Tunis,organisation_named_only,,,,0,,143,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f167.item
ORG:association generale des etudiants de tunis,Association générale des Etudiants de Tunis,organisation_named_only,,,,0,,145,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f169.item
ORG:commission de voirie d ain draham,Commission de voirie d'Aïn-Draham,organisation_named_only,,,,0,,145,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f169.item
ORG:municipalite de soukel arba,Municipalité de Soukel-Arba,organisation_named_only,,,,0,,146,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f170.item
