entry_id,surname,forenames,community,community_group,confidence,evidence,competing_categories,birth_year,birth_place,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits,page_first
L1912-01439,IGOLEN,Charles,european_french,european,high,birth_france,,1867,Pernes,,2,0,1,2720,0,233
L1912-01443,IMBERT,Marie-Antoine-Paul,unknown,unknown,,,,,,justice_law,5,1,1,1132,1,235
L1912-01451,INERNY,Mac,unknown,unknown,,,,,,,0,0,0,710,0,236
L1912-01456,INGRAND,Gérard,european_french,european,high,birth_france,,1872,Asques,justice_law,2,0,1,357,0,237
L1912-01463,INVERSIN,Louis,european_french,european,high,birth_france,,1875,Annecy,,2,0,1,1086,0,242
L1912-01464,INVERSIN,H.,unknown,unknown,,,,,,industry_crafts,1,0,0,441,0,242
L1912-01465,ISAAC,Maurice-Jean-Victor,tunisian_jewish,tunisian,medium,member_of:jewish_body,,1606,,,1,0,0,448,0,242
L1912-01466,ISNACK,Victor,european_french,european,high,birth_france,,1870,Vaucouleurs,agriculture,2,0,1,542,0,242
L1912-01470,JACQUIER,,european_french,european,high,birth_france,,1857,Lons-le-Saulnier,military,3,1,1,631,0,244
L1912-01471,JACQUIER,Eugène,european_french,european,high,birth_france,,1861,Grenoble,finance_banking,2,1,0,577,0,244
L1912-01472,JAEGGY,Ernest,european_other,european,high,birth_switzerland,,1878,Soleure,medicine_health,0,0,0,249,0,244
L1912-01475,JAULMES,Henri,european_french,european,high,birth_france,,1867,Paris,education_science,2,0,1,286,0,244
L1912-01476,JEANGOLAS,Louis,european_french,european,medium,birth_algeria,,1858,Saint-Cloud,administration,3,0,1,294,0,244
L1912-01477,JOUBERT,Jules-Frédéric,european_french,european,high,birth_france,,1859,Gap,military,1,0,1,948,0,244
L1912-01480,JOYEUX,Emile,european_french,european,high,birth_france,,1872,Voulon,,0,0,0,325,0,245
L1912-01481,JULIEN,Cyprien-Edouard-Paul,unknown,unknown,,,,1872,Les Môes,industry_crafts,0,0,0,946,0,245
L1912-01482,JUNÈS,Sauveur,unknown,unknown,,birth_tunisia,,1871,Sousse,commerce,0,0,0,461,0,245
L1912-01485,KADDOUR,Mohamed,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1882,Sfax,administration,1,0,1,121,0,247
L1912-01502,KËRAMBRIEG,,european_french,european,high,birth_france,,1868,Paris,military,2,0,1,855,1,248
L1912-01506,KHAIRALLAH,Ben Moslefa,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1867,Tunis,administration,3,1,1,486,0,249
L1912-01513,KHAZNADAR,Mustapha,unknown,unknown,,,,,,,0,0,0,454,0,249
L1912-01515,KHEIREDDINE,,unknown,unknown,,,,,,military,0,0,0,763,0,249
L1912-01517,KHIAT,Albert,unknown,unknown,,birth_tunisia,,1886,Tunis,,1,0,1,329,0,250
L1912-01518,KHIAT,Joseph,unknown,unknown,,birth_tunisia,,1876,Tunis,,0,0,0,184,0,250
L1912-01519,KHIAT,Simon,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1881,Tunis,justice_law,1,0,0,444,0,250
L1912-01526,KLEPPER,Georges,european_french,european,high,birth_france,,1865,Bordeaux,administration,4,0,1,3551,1,250
L1912-01527,KLOTH,Charles-Rodolphe-Tliôodore,unknown,unknown,,,,1853,,,1,0,1,186,0,251
L1912-01540,KRAYENBUHL,Jules-François,european_other,european,high,birth_switzerland,,1859,Lausanne,agriculture,2,0,1,334,0,253
L1912-01543,KRISKIS,Martin,european_french,european,medium,birth_algeria,,1859,Alger,military,0,0,0,693,0,253
L1912-01556,LABBASSI,Mohamed Dehmani,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1868,Tunis,education_science,4,0,1,421,0,254
L1912-01557,LABBÈ,,european_french,european,high,birth_france,,1869,Lille,justice_law,2,0,1,519,0,254
L1912-01558,LACOMBRADE,Paul-Roger,european_french,european,high,birth_france,,1879,Capdenac,,2,0,1,959,0,254
L1912-01559,LACORRE,,unknown,unknown,,,,1872,Saint-Pierre-de-Nogaret,education_science,2,0,1,609,0,254
L1912-01560,LACORRE,Pierre,tunisian_muslim,tunisian,medium,member_of:muslim_body,,1870,Gontaud,,2,0,1,596,0,254
L1912-01561,LACROIX,Aimé,unknown,unknown,,,,1855,Mar- 1 seille,administration,3,0,1,443,0,255
L1912-01562,LACROIX,Emile,european_french,european,high,birth_france,,1863,Marseille,press_letters_arts,1,0,0,443,0,255
L1912-01565,LAFFAGE,Antoiûn-Louis,european_french,european,medium,birth_algeria,,1858,Alger,education_science,2,0,1,1033,0,255
L1912-01566,LAFFORGUE,Francis-François-Emmanuel-Joseph,european_french,european,high,birth_france,,1874,Bagnères-de-Bigorre,education_science,2,0,1,829,1,255
L1912-01567,LAFITTE,Paul-André-Alexandre,european_italian,european,low,italian_institution;birth_france,european_italian;european_french,1863,Catus,,4,0,0,957,1,256
L1912-01568,LAFONT,Hassen,tunisian_muslim,tunisian,low,islamic_school;birth_algeria,tunisian_muslim;european_french,1883,Bône,administration,0,0,0,153,0,256
L1912-01570,LAGRANGE,Horace,unknown,unknown,,,,1874,,military,2,0,1,597,0,256
L1912-01572,LAINE,Pierre-Antoine-Charles,unknown,unknown,,,,1855,Saint-Pierre,medicine_health,1,0,1,719,0,256
L1912-01573,LAKBEGHE,Moslefa Bou,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1880,Tunis,,1,0,1,589,0,256
L1912-01574,LAKHOUA,Ahmed,tunisian_muslim,tunisian,high,muslim_office;islamic_school;birth_tunisia,,1869,Tunis,politics_native_admin,1,0,1,368,0,256
L1912-01575,LAKHOUA,,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1872,Tunis,administration,1,0,0,618,0,257
L1912-01577,LALLIERMONET,Hjlaire,european_french,european,high,birth_france,,1850,Ajaccio,,4,1,1,4210,1,257
L1912-01579,LAMBERT,Basile,unknown,unknown,,,,1861,Laquarte,medicine_health,1,0,0,1903,1,258
L1912-01580,LAMINE BEN HADJ M'BAREK,,tunisian_muslim,tunisian,medium,nasab_particle;honorific,,1884,Tala,commerce,0,0,0,116,0,258
L1912-01582,LAMOLINERIE,Jean-Pierre,unknown,unknown,,,,1860,LT-lonor-de-Cas,,0,0,0,728,0,258
L1912-01583,LAMOUROUX,Pierre-Louis,european_french,european,high,birth_france,,1875,Villeneuve-sur-Lot,commerce,0,0,0,367,1,258
L1912-01584,LANÇON,Emile,european_french,european,high,birth_france,,1843,Lyon,industry_crafts,2,0,1,462,0,259
L1912-01585,LANDEROIN,Séraphin- Marie - Joseph,european_french,european,high,birth_france,,1865,Pou'illé,education_science,2,0,0,956,1,259
L1912-01586,LANGELLA,Jean-Antoine,european_french,european,medium,birth_algeria,,1869,La Calle,transport_maritime,0,0,0,226,0,259
L1912-01587,LANGLOIS,Marie-Adolphe-Chery,european_french,european,high,birth_france,,1848,Heippes,education_science,2,0,1,379,1,259
L1912-01588,LANNE,Elie,european_french,european,high,birth_france,,1870,Auxerre,medicine_health,0,0,0,308,0,259
L1912-01590,LAPAUZE,Germain-Ernest,european_french,european,high,birth_france,,1868,Cornac,,0,0,0,155,0,259
L1912-01591,LARGUÈGHE,Khlil,unknown,unknown,,,,1874,,education_science,3,0,1,1014,1,259
L1912-01592,LARROUYAT,Pierre,tunisian_muslim,tunisian,high,muslim_office;islamic_school;member_of:muslim_body,,1851,Larreule,medicine_health,4,1,1,2374,0,260
L1912-01593,LAURET,Emmanuel-Joseph,european_french,european,medium,member_of:french_settler_body;birth_algeria,,1865,Alger,administration,2,0,1,388,0,260
L1912-01594,LAVERDET,Henri-Hippolyle,european_french,european,high,birth_france,,1878,Dun-sur-Auron,military,2,0,1,985,1,260
L1912-01596,LAVIGERIE,Charles-Marlial-Allemand,unknown,unknown,,,,1825,,,0,0,0,1550,0,261
L1912-01597,LEAL,Charles-Henri,european_italian,european,high,italian_institution;member_of:muslim_body,tunisian_muslim,1852,Mulzerville,transport_maritime,6,1,1,3613,0,261
L1912-01598,LECA,Henri,european_french,european,medium,birth_algeria,,1884,Philippeville,,0,0,0,637,0,261
L1912-01599,LECA,Toussaint,european_italian,european,low,italian_institution;birth_france,european_italian;european_french,1884,Marignana,,7,1,1,1585,0,262
L1912-01600,LEFEBVRE,Louis-Georges,european_french,european,high,birth_france,,1863,Paris,education_science,2,0,1,547,1,262
L1912-01601,LÉGER,Bernard,unknown,unknown,,,,1871,,administration,3,0,1,1173,0,262
L1912-01604,LEJOSNE,Henri-Joseph,unknown,unknown,,,,1857,Fleurbaix,military,2,0,1,341,0,263
L1912-01605,LELU,Lucien-Victor,unknown,unknown,,,,1865,Samois,education_science,2,0,1,669,0,263
L1912-01606,LEMAIRE,Georges,unknown,unknown,,,,,,medicine_health,0,0,0,634,1,263
L1912-01607,LEMANSKI,Witold-Charles,european_french,european,high,birth_france,,1862,Rive-de-Gier,medicine_health,2,0,1,2590,1,263
L1912-01609,LEONI,Paul,european_french,european,high,birth_france,,1876,Azilone,administration,0,0,0,293,0,264
L1912-01610,LEPINEY,Charles-Pierre,european_french,european,medium,birth_algeria,,1854,Alger,military,2,0,0,2615,1,264
L1912-01611,LEROY,Louis,european_french,european,low,member_of:french_settler_body,,,,engineering_architecture,0,0,0,240,0,264
L1912-01612,LESCAR,,unknown,unknown,,,,,,commerce,1,0,1,1093,0,264
L1912-01613,LESCOT,Pierre-Marie-Joseph,european_french,european,high,birth_france,,1869,Bohoin,medicine_health,0,0,0,173,0,265
L1912-01614,LESCURE,Paul,european_french,european,high,birth_france,,1869,Mauriac,administration,2,0,1,742,0,265
L1912-01615,LESSEPS,Mathieu DE,unknown,unknown,,,,1774,,justice_law,1,0,0,1018,0,265
L1912-01616,LETOURNEUR,Reilé-Charles-Albcrl,european_french,european,high,birth_france,,1876,Lille,justice_law,2,0,1,1021,2,265
L1912-01617,LEVI,Guglielmo,european_italian,european,high,jewish_institution;member_of:italian_body;birth_italy,tunisian_jewish,1868,Livourne,medicine_health,0,0,0,495,0,266
L1912-01618,LÉVY,,unknown,unknown,,,,,,military,0,0,0,377,0,266
L1912-01619,LËVY,,tunisian_jewish,tunisian,high,jewish_institution,,,,press_letters_arts,2,0,1,539,0,266
L1912-01620,LEYGONIE,,european_french,european,high,birth_france,,1848,Mausac,military,1,0,0,1144,1,266
L1912-01621,LIBY,Henri-Auguste-Marcel,european_french,european,high,birth_france,,1876,Montmédy,agriculture,2,0,1,277,0,267
L1912-01623,LIËGEY,Edouard,unknown,unknown,,,,,,medicine_health,1,0,0,446,0,267
L1912-01626,LIOTIER,Paul-Joseph,european_french,european,high,birth_france,,1866,Avignon,justice_law,2,0,1,700,1,268
L1912-01628,LIVET,Henri,european_french,european,high,birth_france,,1871,Lyon,administration,3,0,1,450,0,268
L1912-01629,LOCHE,Fernand DE,european_french,european,high,birth_france,,1845,Meylan,agriculture,3,0,1,546,0,268
L1912-01630,LOCHE,Paulin,european_french,european,high,birth_france,,1864,Pérols,administration,2,0,1,1077,0,268
L1912-01631,LOCHET,François,european_french,european,high,birth_france,,1861,Fouilly-sur-Loire,,2,0,1,526,1,269
L1912-01632,LODS,Ernest,unknown,unknown,,,,1865,Hêricourl,,2,0,1,296,0,269
L1912-01633,LODS,Louis,european_french,european,high,birth_france,,1865,Aibre,education_science,3,0,1,586,0,269
L1912-01634,LOGEROT,François-Auguste,european_french,european,high,birth_france,,1825,Noyers,military,1,1,0,660,0,269
L1912-01635,LOGOTHETTI,,unknown,unknown,,,,1852,Klansenburg,military,1,0,0,495,0,269
L1912-01637,LOIR,Adrien,european_french,european,high,birth_france,,1862,Paris,,3,0,1,505,0,269
L1912-01638,LOIZON,Louis-Joseph,european_french,european,high,birth_france,,1841,Jaulnay,justice_law,2,0,1,568,0,269
L1912-01639,LORIN,Henri,european_french,european,high,birth_france,,1866,Bayonne,education_science,2,0,1,991,0,269
L1912-01640,LOTH,Gaston,european_french,european,high,birth_france,,1866,Quimperlé,administration,4,0,1,1242,0,270
L1912-01644,LOVY,F.,european_french,european,high,birth_france,,1864,Sainte-Marie,medicine_health,1,1,0,683,0,270
L1912-01645,LUCIANI,Pierre-Paul,european_french,european,high,member_of:italian_body;birth_france,european_italian,1867,Parlinello,medicine_health,2,0,1,751,2,270
L1912-01646,LUMBROSO,Abramino,unknown,unknown,,birth_tunisia,,1869,Mahdia,commerce,0,0,0,278,0,271
L1912-01647,LUMBROSO,Achille,european_italian,european,high,italian_institution;birth_tunisia,,1858,Mahdia,commerce,2,0,1,661,0,271
L1912-01648,LUMBROSO,Alexandre,unknown,unknown,,birth_tunisia,,1859,Tunis,medicine_health,0,0,0,81,0,271
L1912-01649,LUMBROSO,Eugène,european_italian,european,high,italian_institution;birth_tunisia,,1853,Mahdia,industry_crafts,1,0,0,189,0,271
L1912-01650,LUMBROSO,Giacomo,unknown,unknown,,birth_tunisia,,1847,Mahdia,diplomacy,0,0,0,103,0,271
L1912-01651,LURIE,Jules-Pierre,european_french,european,high,birth_france,,1877,Joncquières,education_science,1,0,0,363,0,271
L1912-01656,MACCOTTA,Giuseppe,european_italian,european,high,italian_institution;birth_italy,,1864,Pantelleria,medicine_health,2,0,0,618,0,272
L1912-01657,MACHUEL,Louis-Pierre,european_french,european,medium,birth_algeria,,1848,Alger,military,5,1,1,1195,1,272
L1912-01658,MACHWITZ,,unknown,unknown,,,,,,administration,0,0,0,285,0,272
L1912-01659,MACLER,,european_french,european,medium,birth_algeria,,1849,Bône,engineering_architecture,1,0,1,605,1,272
L1912-01665,MAGNANI,Henry,european_italian,european,high,birth_italy,,1876,Longiano,,0,0,0,182,0,273
L1912-01666,MAGUEUR,Pierre,unknown,unknown,,,,1856,,,1,0,1,202,0,273
L1912-01667,MAGUY,J.-B.,unknown,unknown,,,,1854,Vy-lesLure,education_science,3,0,1,549,0,273
L1912-01671,MAHMOUD-BEY,,tunisian_muslim,tunisian,medium,honorific,,,,,0,0,0,351,0,274
L1912-01674,MAI,René,unknown,unknown,,,,,,engineering_architecture,0,0,0,247,0,274
L1912-01675,MAIRE,Charles-Aristide,european_french,european,high,birth_france,,1867,Lalergemenl-Sainte-Marie,transport_maritime,2,0,1,773,1,274
L1912-01681,MALET,François,european_french,european,high,birth_france,,1872,Graulhet,,3,0,1,439,1,275
L1912-01682,MALFILATRE,Henri,european_french,european,low,member_of:french_settler_body,,,,finance_banking,1,0,1,209,0,275
L1912-01684,MALINAS,Albert,european_french,european,high,birth_france,,1848,Lunel,medicine_health,5,1,1,4713,1,275
L1912-01687,MANISCALCO,Joseph,unknown,unknown,,,,1858,Liculn,industry_crafts,1,0,1,688,0,276
L1912-01690,MARCESCHEAU,,unknown,unknown,,,,,,military,0,0,0,397,0,277
L1912-01692,MARCHIONI,Louis,unknown,unknown,,,,1871,,administration,1,0,1,671,0,277
L1912-01695,MARINI,Félix,unknown,unknown,,,,,,military,1,0,1,193,0,277
L1912-01696,MARINI,Germain-Françojis-Scipion- Léon-Philippe,unknown,unknown,,,,1876,Colomieu-Lasplanes,medicine_health,0,0,0,728,0,277
L1912-01698,MAROT,Raymond-Emmanuel,unknown,unknown,,,,1857,Casleljaloux,military,1,0,1,512,0,278
L1912-01699,MARQUET,Louis,european_french,european,high,birth_france,,1871,Saint-Martin-d'Eslreaux,,2,0,1,425,0,278
L1912-01701,MARSAL,Henri,european_french,european,high,birth_france,,1872,Paris,agriculture,1,0,1,96,0,278
L1912-01702,MARTEL,François-Joannès,european_french,european,high,birth_france,,1854,Monlbrison,justice_law,0,0,0,684,0,278
L1912-01703,MARTIN,Joseph,unknown,unknown,,,,1858,Sauvelerre-la-Lémance,,3,0,0,755,1,278
L1912-01704,MARTIN,Paul,european_french,european,high,birth_france,,1881,Beauvoir-sur-Niorl,,0,0,0,180,0,279
L1912-01705,MARTINEAU,Charles-Pierre-V.ictor.loseph-Louis,unknown,unknown,,,,1861,Le Mans,justice_law,1,0,1,911,0,279
L1912-01706,MARTINIER,A.,european_french,european,low,member_of:french_settler_body,,1888,,administration,0,0,0,296,0,279
L1912-01707,MARZAG,Louis-Marcel,european_french,european,high,birth_france,,1877,Bordeaux,,2,0,1,489,0,279
L1912-01709,MASSARI,Emile,unknown,unknown,,,,1850,Pontremoli,,0,0,0,710,0,280
L1912-01710,MASSÉ,Jean-Daniel,european_french,european,high,birth_france,,1872,Bordeaux,justice_law,3,0,1,1642,2,280
L1912-01711,MASSÉ,Louis,european_french,european,high,birth_france,,1865,Bédarieux,justice_law,1,0,0,495,0,280
L1912-01712,MASSELOT,,european_french,european,medium,birth_algeria,,1867,Bougie,administration,2,0,1,555,0,280
L1912-01713,MASSIGAULT,Justin,unknown,unknown,,,,,,education_science,0,0,0,4244,0,280
L1912-01717,MATHIEU,Charles,european_french,european,high,birth_france,,1868,I-ladoV,,2,0,1,533,0,281
L1912-01718,MATHIEU,Gustave,unknown,unknown,,,,1842,Le Puy,justice_law,1,0,1,347,0,282
L1912-01720,MATTEI,Aétius,unknown,unknown,,birth_tunisia,,1861,Sfax Tunisie,,3,0,1,665,0,282
L1912-01721,MATTÉI,César,unknown,unknown,,,,1860,,,1,0,1,191,0,282
L1912-01722,MATTEI,Paul,unknown,unknown,,,,1854,Coggin,finance_banking,1,0,0,199,0,282
L1912-01723,MATTEIS,Albert DE,unknown,unknown,,birth_tunisia,,1869,Tunis,justice_law,2,0,1,289,0,282
L1912-01724,MAUBACQ,Henri-Ernëst-Louis,european_french,european,high,birth_france,,1852,Péronne,justice_law,1,0,1,360,2,282
L1912-01725,MAUGER,Félicien-Henri,unknown,unknown,,,,1870,Doudeauville,education_science,0,0,0,182,0,283
L1912-01726,M AURAS,Félix,european_french,european,high,birth_france,,1858,Marseille,,3,0,1,287,0,283
L1912-01728,MAURIN,Georges-ConstanHoachim,european_french,european,high,birth_france,,1870,Grenoble,military,2,0,1,768,0,283
L1912-01729,M A U R Y,Armand-Pierre-Louis-JeanBaptisle,european_french,european,high,birth_france,,1871,Le Louznc,agriculture,1,0,1,488,0,283
L1912-01731,MAZET,Antoine-Antonin,european_french,european,high,birth_france,,1863,Saint-Hilaire,justice_law,1,0,1,230,0,283
L1912-01732,MAZET,Pierre,european_french,european,high,birth_france,,1867,SaintHilaire,justice_law,1,0,1,396,2,283
L1912-01733,MAZIËRES,Marc-Alfred DE,unknown,unknown,,,,1875,S'-Eugône,transport_maritime,3,0,1,2121,1,284
L1912-01734,MAZOYER,Emile,european_italian,european,low,italian_institution;birth_france,european_italian;european_french,1863,SavJgny-en-Revcr,military,2,1,0,614,0,284
L1912-01736,MEARY,,european_french,european,high,birth_france,,1879,Saint-Gooirs,,0,0,0,493,0,284
L1912-01738,MECHIRKI,Mohamed,tunisian_muslim,tunisian,medium,islamic_school;member_of:muslim_body,,1885,M'unis,administration,0,0,0,944,2,284
L1912-01743,MÉDINA,,european_italian,european,high,italian_institution;birth_tunisia,,1860,Monastir,diplomacy,1,0,0,1313,0,286
L1912-01750,MEINIER,Marius-Emile-Louis,unknown,unknown,,birth_tunisia,,1870,La Goulette,finance_banking,1,0,1,184,0,286
L1912-01757,MÊME,René,unknown,unknown,,,,1864,Bocé,administration,0,0,0,317,0,287
L1912-01758,MÉNAGE,,unknown,unknown,,,,,,,1,0,1,145,0,287
L1912-01759,MENATTI,Atlilio,european_italian,european,high,italian_institution;birth_italy,,1861,Fresirio,medicine_health,2,0,1,285,0,287
L1912-01762,MENOTTI,Antoine,unknown,unknown,,,,1847,,,1,0,1,221,1,287
L1912-01763,MENSOUR,,unknown,unknown,,birth_tunisia,,1833,Tunis,commerce,0,0,0,83,0,287
L1912-01764,MENSOUR,,unknown,unknown,,birth_tunisia,,1863,Tunis,commerce,0,0,0,71,0,287
L1912-01765,MENVIELLE,Jean,unknown,unknown,,,,1872,Bagnères-de-Bigorre,medicine_health,2,0,1,585,0,287
L1912-01773,MERCIER,François,european_french,european,medium,birth_algeria,,1871,Sôtir,administration,1,0,1,403,0,288
L1912-01774,MERCIER,Norbert,unknown,unknown,,,,,,commerce,2,0,1,459,0,288
L1912-01775,MERLIN,Alfred-Maurice-Joseph,european_french,european,high,birth_france,,1876,Orléans,,2,0,1,535,1,288
L1912-01784,METLAOUI-GARE,V. Philippe - Thomas.,unknown,unknown,,,,,,engineering_architecture,0,0,0,805,0,288
L1912-01788,MICHAUD,,unknown,unknown,,,,,,engineering_architecture,0,0,0,220,0,289
L1912-01790,MICHAUX,Lucien,european_french,european,high,birth_france,,1868,Paris,military,4,1,1,576,0,289
L1912-01791,MICHAUX,René,european_french,european,high,birth_france,,1879,SaintQuentin,,1,0,1,356,0,289
L1912-01792,MICHEL,Edmond - François-Richard,european_french,european,high,birth_france,,1872,Bayeux,administration,2,0,0,875,0,289
L1912-01795,MIFSUD,Hector,unknown,unknown,,birth_tunisia,,1878,Tunis,justice_law,0,0,0,314,0,290
L1912-01797,MILLET,René,unknown,unknown,,,,,,military,0,0,0,3818,0,290
L1912-01798,MILLOUD,Henry-Claudius,european_french,european,high,birth_france,,1870,M elle y,education_science,1,0,0,352,1,290
L1912-01799,MINANGOIN,Narcisse,european_french,european,high,birth_france,,1848,Rodez,administration,2,0,0,1201,0,291
L1912-01800,MINCK,Olto-Henrik,european_other,european,high,birth_sweden,,1871,Stockholm,diplomacy,1,1,0,291,0,291
L1912-01802,MINICONI,Jérôme-Henry,european_french,european,high,birth_france,,1861,Ajaccio,justice_law,2,0,1,389,0,292
L1912-01806,MIRANDE,,unknown,unknown,,,,1861,Giielma,,2,0,1,645,1,292
L1912-01807,MIRANDE,Jules,unknown,unknown,,,,,,military,1,0,1,203,0,292
L1912-01808,MOATTI,,unknown,unknown,,birth_tunisia,,1865,Sousse,commerce,1,0,1,289,0,292
L1912-01809,MOATTI,Siméon,unknown,unknown,,birth_tunisia,,1860,Sousse,commerce,0,0,0,64,0,292
L1912-01810,MOCQOERIS,,european_french,european,high,birth_france,,1865,Paris,engineering_architecture,3,0,1,479,0,292
L1912-01811,MOCQUERYS,Georges,european_french,european,high,birth_france,,1865,Evreux,medicine_health,1,0,1,975,2,292
L1912-01812,MODIGLIANI,,european_italian,european,medium,member_of:italian_body,,1877,,commerce,1,0,1,558,0,293
L1912-01814,MOHAMED-BEY,,tunisian_muslim,tunisian,medium,honorific,,,,,0,0,0,281,0,293
L1912-01815,MOHAMED EL HADI-BEY,,tunisian_muslim,tunisian,medium,nasab_particle;honorific,,,,,4,1,1,666,0,293
L1912-01820,MOLCO,Emile,tunisian_jewish,tunisian,low,jewish_institution;italian_institution;member_of:italian_body;member_of:jewish_body,tunisian_jewish;european_italian,,,,1,0,0,753,0,293
L1912-01821,MOLINARI,César,unknown,unknown,,,,1852,,administration,1,0,1,196,0,293
L1912-01822,MOLINARI,Philippe-Antoine,european_french,european,high,birth_france,,1859,Sarlône,administration,1,0,1,325,0,293
L1912-01823,MOLINIER,Joseph,unknown,unknown,,,,1873,Ta,religion,1,0,1,455,0,293
L1912-01825,MONCHICOURT,Charles-Félix,european_french,european,high,birth_france,,1873,Paris,administration,3,0,1,754,0,294
L1912-01828,MONTEFIORE,Lucien,european_italian,european,high,italian_institution;member_of:italian_body;birth_tunisia,,1881,Tunis,medicine_health,1,0,1,409,0,294
L1912-01830,MONTIGNANT,,european_french,european,high,birth_france,,1866,Paris,,2,0,0,1292,0,295
L1912-01831,MONT-LOUIS,Paul-Louis-Mars,unknown,unknown,,,,,,agriculture,0,0,0,1513,0,295
L1912-01833,MORALY,,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1879,Tunis,press_letters_arts,0,0,0,353,0,295
L1912-01834,MOREL,,european_french,european,high,birth_france,,1868,Certilleux,education_science,0,0,0,131,0,295
L1912-01835,MORELLI,Alphonse,european_french,european,high,birth_france,,1877,Propriano,military,0,0,0,390,1,295
L1912-01836,MORELLI,Joseph,unknown,unknown,,,,1863,,politics_native_admin,1,0,1,156,0,295
L1912-01837,MORENO,Raffaelo,tunisian_jewish,tunisian,low,jewish_institution;italian_institution;member_of:italian_body;member_of:jewish_body;birth_tunisia,tunisian_jewish;european_italian,1844,Tunis,commerce,1,0,0,612,0,296
L1912-01838,MORENO,Ugo,tunisian_jewish,tunisian,low,jewish_institution;italian_institution;member_of:italian_body;member_of:jewish_body,tunisian_jewish;european_italian,1875,,justice_law,2,0,1,602,0,296
L1912-01839,MORIN,Maurice,european_french,european,high,birth_france,,1856,Chambôry,administration,4,1,1,420,0,296
L1912-01840,MORIN,René-Alfred,european_french,european,high,birth_france,,1863,Romorantin,engineering_architecture,0,0,0,944,1,296
L1912-01841,MORIZOT,Albert-Henri,unknown,unknown,,,,1868,Châteaurenard,justice_law,1,0,1,823,0,296
L1912-01842,MORNAG,HAUT-,unknown,unknown,,,,,,,0,0,0,563,0,296
L1912-01844,MORPURGO,Léonidas,european_italian,european,high,italian_institution;member_of:italian_body;birth_italy,,1863,Livourne,medicine_health,2,0,0,1494,1,296
L1912-01846,MOSTAFA,,unknown,unknown,,birth_tunisia,,1833,Tunis,commerce,0,0,0,85,0,297
L1912-01847,MOTTE-DARIÉS,DE LA,unknown,unknown,,,,,,military,0,0,0,173,0,297
L1912-01849,MOUCHARD,Louis-Marie-Lucien-Vicor,unknown,unknown,,,,1871,Elbeul,,3,0,1,456,0,297
L1912-01851,MOULARD,Eugène,european_french,european,high,birth_france,,1877,Cliazelles-sur-Lyon,justice_law,0,0,0,330,0,297
L1912-01854,MOURGNOT,Paul,unknown,unknown,,,,1873,Monlaslruc,engineering_architecture,2,0,1,246,0,297
L1912-01855,MOUSSARD,Georges,european_french,european,medium,birth_algeria,,1868,Bône,justice_law,2,0,1,284,0,297
L1912-01857,MOUTET,Louis-Victor-Maxime,european_french,european,high,birth_france,,1867,Lusignan,medicine_health,2,1,0,1025,0,298
L1912-01862,MUCCHIELI,Félix-Antoine,european_french,european,high,birth_france,,1865,Ghisoni,administration,1,0,1,538,0,299
L1912-01865,MULGEY,Benoît,european_french,european,high,birth_france,,1875,Chissy-lès-Mâcon,administration,0,0,0,655,0,299
L1912-01868,MURACCIOLE,Valentin,unknown,unknown,,,,1865,M'ox,administration,1,0,1,248,0,299
L1912-01869,MURACCIOLI,Paul,european_french,european,high,birth_france,,1879,Oscana,,1,0,1,345,0,299
L1912-01870,MUSCAT fils,C,unknown,unknown,,birth_tunisia,,1866,Tunis,industry_crafts,0,0,0,454,0,299
L1912-01872,MUSSALI,,unknown,unknown,,,,1857,,administration,2,1,0,320,0,300
L1912-01875,MUSY,Jean-Elisée,unknown,unknown,,,,1854,Cbn,education_science,0,0,0,407,1,300
L1912-01878,NABETH,Sauveur,european_french,european,medium,birth_algeria,,1871,Guelma,military,0,0,0,413,0,301
L1912-01880,NADAL,Paul-Georges,european_french,european,high,birth_france,,1867,Paris,military,1,0,1,690,0,301
L1912-01882,NAIAC,Gustave-Pierre-Antoine,european_french,european,high,birth_france,,1876,Albi,education_science,1,0,1,501,0,301
L1912-01885,NATAF,Elie,unknown,unknown,,birth_tunisia,,1888,Tunis,justice_law,0,0,0,173,0,301
L1912-01892,NÈGRE,CAP-,unknown,unknown,,,,,,mining,1,0,1,570,0,302
L1912-01893,NEGRONI,Vital,european_french,european,high,birth_france,,1862,Calacuccia,,1,0,1,505,0,302
L1912-01896,NESTLER,Charles-Herniann,european_other,european,high,birth_germany,,1852,Bonn,military,0,0,0,963,0,303
L1912-01899,NICHAN-EL-AHIÏD-EL-AMAN,,tunisian_muslim,tunisian,medium,nasab_particle,,,,military,3,0,1,3499,0,303
L1912-01900,NICOLAS,Alfred,unknown,unknown,,birth_tunisia,,1807,Tunis,,2,0,1,868,0,304
L1912-01901,NICOLAS,Armand,european_french,european,high,birth_france,,1863,Lussae,,2,0,1,143,0,304
