entry_id,surname,forenames,gender,gender_confidence,gender_evidence,community,community_group,birth_year,occupation_primary,n_decorations,n_chars,n_portraits,page_first
L1912-01515,KHEIREDDINE,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,763,0,249
L1912-01517,KHIAT,Albert,MALE,medium,masculine_forename,unknown,unknown,1886,,1,329,0,250
L1912-01518,KHIAT,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1876,,0,184,0,250
L1912-01519,KHIAT,Simon,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1881,justice_law,1,444,0,250
L1912-01526,KLEPPER,Georges,MALE,medium,masculine_forename,european_french,european,1865,administration,4,3551,1,250
L1912-01527,KLOTH,Charles-Rodolphe-Tliôodore,MALE,medium,masculine_forename,unknown,unknown,1853,,1,186,0,251
L1912-01540,KRAYENBUHL,Jules-François,MALE,medium,masculine_forename,european_other,european,1859,agriculture,2,334,0,253
L1912-01543,KRISKIS,Martin,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,military,0,693,0,253
L1912-01556,LABBASSI,Mohamed Dehmani,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1868,education_science,4,421,0,254
L1912-01557,LABBÈ,,MALE,medium,masculine_occupation,european_french,european,1869,justice_law,2,519,0,254
L1912-01558,LACOMBRADE,Paul-Roger,MALE,medium,masculine_forename,european_french,european,1879,,2,959,0,254
L1912-01559,LACORRE,,FEMALE,high,civil_title;feminine_occupation,unknown,unknown,1872,education_science,2,609,0,254
L1912-01560,LACORRE,Pierre,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1870,,2,596,0,254
L1912-01561,LACROIX,Aimé,MALE,medium,masculine_forename,unknown,unknown,1855,administration,3,443,0,255
L1912-01562,LACROIX,Emile,MALE,medium,masculine_forename,european_french,european,1863,press_letters_arts,1,443,0,255
L1912-01565,LAFFAGE,Antoiûn-Louis,MALE,medium,masculine_forename,european_french,european,1858,education_science,2,1033,0,255
L1912-01566,LAFFORGUE,Francis-François-Emmanuel-Joseph,MALE,medium,masculine_forename,european_french,european,1874,education_science,2,829,1,255
L1912-01567,LAFITTE,Paul-André-Alexandre,MALE,medium,masculine_forename,european_italian,european,1863,,4,957,1,256
L1912-01568,LAFONT,Hassen,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1883,administration,0,153,0,256
L1912-01570,LAGRANGE,Horace,MALE,medium,masculine_forename,unknown,unknown,1874,military,2,597,0,256
L1912-01572,LAINE,Pierre-Antoine-Charles,MALE,medium,masculine_forename,unknown,unknown,1855,medicine_health,1,719,0,256
L1912-01573,LAKBEGHE,Moslefa Bou,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1880,,1,589,0,256
L1912-01574,LAKHOUA,Ahmed,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1869,politics_native_admin,1,368,0,256
L1912-01575,LAKHOUA,,UNKNOWN,,,tunisian_muslim,tunisian,1872,administration,1,618,0,257
L1912-01577,LALLIERMONET,Hjlaire,UNKNOWN,,,european_french,european,1850,,4,4210,1,257
L1912-01579,LAMBERT,Basile,MALE,medium,masculine_forename,unknown,unknown,1861,medicine_health,1,1903,1,258
L1912-01580,LAMINE BEN HADJ M'BAREK,,UNKNOWN,,,tunisian_muslim,tunisian,1884,commerce,0,116,0,258
L1912-01582,LAMOLINERIE,Jean-Pierre,MALE,medium,masculine_forename,unknown,unknown,1860,,0,728,0,258
L1912-01583,LAMOUROUX,Pierre-Louis,MALE,medium,masculine_forename,european_french,european,1875,commerce,0,367,1,258
L1912-01584,LANÇON,Emile,MALE,medium,masculine_forename,european_french,european,1843,industry_crafts,2,462,0,259
L1912-01585,LANDEROIN,Séraphin- Marie - Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1865,education_science,2,956,1,259
L1912-01586,LANGELLA,Jean-Antoine,MALE,medium,masculine_forename,european_french,european,1869,transport_maritime,0,226,0,259
L1912-01587,LANGLOIS,Marie-Adolphe-Chery,MALE,medium,masculine_forename,european_french,european,1848,education_science,2,379,1,259
L1912-01588,LANNE,Elie,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,medicine_health,0,308,0,259
L1912-01590,LAPAUZE,Germain-Ernest,MALE,medium,masculine_forename,european_french,european,1868,,0,155,0,259
L1912-01591,LARGUÈGHE,Khlil,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1874,education_science,3,1014,1,259
L1912-01592,LARROUYAT,Pierre,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1851,medicine_health,4,2374,0,260
L1912-01593,LAURET,Emmanuel-Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1865,administration,2,388,0,260
L1912-01594,LAVERDET,Henri-Hippolyle,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1878,military,2,985,1,260
L1912-01596,LAVIGERIE,Charles-Marlial-Allemand,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1825,,0,1550,0,261
L1912-01597,LEAL,Charles-Henri,MALE,medium,masculine_forename,european_italian,european,1852,transport_maritime,6,3613,0,261
L1912-01598,LECA,Henri,MALE,medium,masculine_forename,european_french,european,1884,,0,637,0,261
L1912-01599,LECA,Toussaint,MALE,medium,masculine_forename,european_italian,european,1884,,7,1585,0,262
L1912-01600,LEFEBVRE,Louis-Georges,MALE,medium,masculine_forename,european_french,european,1863,education_science,2,547,1,262
L1912-01601,LÉGER,Bernard,MALE,medium,masculine_forename,unknown,unknown,1871,administration,3,1173,0,262
L1912-01604,LEJOSNE,Henri-Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1857,military,2,341,0,263
L1912-01605,LELU,Lucien-Victor,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1865,education_science,2,669,0,263
L1912-01606,LEMAIRE,Georges,MALE,medium,masculine_forename,tunisian_muslim,tunisian,,medicine_health,0,634,1,263
L1912-01607,LEMANSKI,Witold-Charles,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1862,medicine_health,2,2590,1,263
L1912-01609,LEONI,Paul,MALE,medium,masculine_forename,european_french,european,1876,administration,0,293,0,264
L1912-01610,LEPINEY,Charles-Pierre,MALE,medium,masculine_forename,european_french,european,1854,military,2,2615,1,264
L1912-01611,LEROY,Louis,MALE,medium,masculine_occupation;masculine_forename,european_french,european,,engineering_architecture,0,240,0,264
L1912-01612,LESCAR,,UNKNOWN,,,unknown,unknown,,commerce,1,1093,0,264
L1912-01613,LESCOT,Pierre-Marie-Joseph,MALE,medium,masculine_forename,european_french,european,1869,medicine_health,0,173,0,265
L1912-01614,LESCURE,Paul,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,administration,2,742,0,265
L1912-01615,LESSEPS,Mathieu DE,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1774,justice_law,1,1018,0,265
L1912-01616,LETOURNEUR,Reilé-Charles-Albcrl,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1876,justice_law,2,1021,2,265
L1912-01617,LEVI,Guglielmo,MALE,medium,masculine_forename,european_italian,european,1868,medicine_health,0,495,0,266
L1912-01618,LÉVY,,MALE,medium,masculine_occupation,tunisian_jewish,tunisian,,military,0,377,0,266
L1912-01619,LËVY,,UNKNOWN,,,tunisian_jewish,tunisian,,press_letters_arts,2,539,0,266
L1912-01620,LEYGONIE,,MALE,medium,masculine_occupation,european_french,european,1848,military,1,1144,1,266
L1912-01621,LIBY,Henri-Auguste-Marcel,MALE,medium,masculine_forename,european_french,european,1876,agriculture,2,277,0,267
L1912-01623,LIËGEY,Edouard,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,1,446,0,267
L1912-01626,LIOTIER,Paul-Joseph,MALE,medium,masculine_forename,european_french,european,1866,justice_law,2,700,1,268
L1912-01628,LIVET,Henri,MALE,medium,masculine_forename,european_french,european,1871,administration,3,450,0,268
L1912-01629,LOCHE,Fernand DE,MALE,medium,masculine_forename,european_french,european,1845,agriculture,3,546,0,268
L1912-01630,LOCHE,Paulin,MALE,medium,masculine_forename,european_french,european,1864,administration,2,1077,0,268
L1912-01631,LOCHET,François,MALE,medium,masculine_forename,european_french,european,1861,,2,526,1,269
L1912-01632,LODS,Ernest,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,,2,296,0,269
L1912-01633,LODS,Louis,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1865,education_science,3,586,0,269
L1912-01634,LOGEROT,François-Auguste,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1825,military,1,660,0,269
L1912-01635,LOGOTHETTI,,MALE,medium,masculine_occupation,unknown,unknown,1852,military,1,495,0,269
L1912-01637,LOIR,Adrien,MALE,medium,masculine_forename,european_french,european,1862,,3,505,0,269
L1912-01638,LOIZON,Louis-Joseph,MALE,medium,masculine_forename,european_french,european,1841,justice_law,2,568,0,269
L1912-01639,LORIN,Henri,MALE,medium,masculine_forename,european_french,european,1866,education_science,2,991,0,269
L1912-01640,LOTH,Gaston,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,administration,4,1242,0,270
L1912-01644,LOVY,F.,UNKNOWN,,,tunisian_muslim,tunisian,1864,medicine_health,1,683,0,270
L1912-01645,LUCIANI,Pierre-Paul,MALE,medium,masculine_forename,european_french,european,1867,medicine_health,2,751,2,270
L1912-01646,LUMBROSO,Abramino,UNKNOWN,,,unknown,unknown,1869,commerce,0,278,0,271
L1912-01647,LUMBROSO,Achille,MALE,medium,masculine_forename,european_italian,european,1858,commerce,2,661,0,271
L1912-01648,LUMBROSO,Alexandre,MALE,medium,masculine_forename,european_maltese,european,1859,medicine_health,0,81,0,271
L1912-01649,LUMBROSO,Eugène,MALE,medium,masculine_forename,european_italian,european,1853,industry_crafts,1,189,0,271
L1912-01650,LUMBROSO,Giacomo,MALE,medium,masculine_forename,unknown,unknown,1847,diplomacy,0,103,0,271
L1912-01651,LURIE,Jules-Pierre,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1877,education_science,1,363,0,271
L1912-01656,MACCOTTA,Giuseppe,MALE,medium,masculine_forename,european_italian,european,1864,medicine_health,2,618,0,272
L1912-01657,MACHUEL,Louis-Pierre,MALE,medium,masculine_forename,european_french,european,1848,military,5,1195,1,272
L1912-01658,MACHWITZ,,UNKNOWN,,,unknown,unknown,,administration,0,285,0,272
L1912-01659,MACLER,,MALE,medium,masculine_occupation,european_french,european,1849,engineering_architecture,1,605,1,272
L1912-01665,MAGNANI,Henry,MALE,medium,masculine_forename,european_italian,european,1876,,0,182,0,273
L1912-01666,MAGUEUR,Pierre,MALE,medium,masculine_forename,unknown,unknown,1856,,1,202,0,273
L1912-01667,MAGUY,J.-B.,UNKNOWN,,,unknown,unknown,1854,education_science,3,549,0,273
L1912-01671,MAHMOUD-BEY,,UNKNOWN,,,tunisian_muslim,tunisian,,,0,351,0,274
L1912-01674,MAI,René,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,engineering_architecture,0,247,0,274
L1912-01675,MAIRE,Charles-Aristide,MALE,medium,masculine_forename,european_french,european,1867,transport_maritime,2,773,1,274
L1912-01681,MALET,François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1872,,3,439,1,275
L1912-01682,MALFILATRE,Henri,MALE,medium,masculine_forename,european_french,european,,finance_banking,1,209,0,275
L1912-01684,MALINAS,Albert,MALE,medium,masculine_forename,european_french,european,1848,medicine_health,5,4713,1,275
L1912-01687,MANISCALCO,Joseph,MALE,medium,masculine_forename,unknown,unknown,1858,industry_crafts,1,688,0,276
L1912-01690,MARCESCHEAU,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,397,0,277
L1912-01692,MARCHIONI,Louis,MALE,medium,masculine_forename,unknown,unknown,1871,administration,1,671,0,277
L1912-01695,MARINI,Félix,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,1,193,0,277
L1912-01696,MARINI,Germain-Françojis-Scipion- Léon-Philippe,MALE,medium,masculine_forename,unknown,unknown,1876,medicine_health,0,728,0,277
L1912-01698,MAROT,Raymond-Emmanuel,MALE,medium,masculine_forename,unknown,unknown,1857,military,1,512,0,278
L1912-01699,MARQUET,Louis,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1871,,2,425,0,278
L1912-01701,MARSAL,Henri,MALE,medium,masculine_forename,european_french,european,1872,agriculture,1,96,0,278
L1912-01702,MARTEL,François-Joannès,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1854,justice_law,0,684,0,278
L1912-01703,MARTIN,Joseph,MALE,medium,masculine_forename,unknown,unknown,1858,,3,755,1,278
L1912-01704,MARTIN,Paul,MALE,medium,masculine_forename,european_french,european,1881,,0,180,0,279
L1912-01705,MARTINEAU,Charles-Pierre-V.ictor.loseph-Louis,MALE,medium,masculine_forename,unknown,unknown,1861,justice_law,1,911,0,279
L1912-01706,MARTINIER,A.,UNKNOWN,,,european_french,european,1888,administration,0,296,0,279
L1912-01707,MARZAG,Louis-Marcel,MALE,medium,masculine_forename,european_french,european,1877,,2,489,0,279
L1912-01709,MASSARI,Emile,MALE,medium,masculine_forename,unknown,unknown,1850,,0,710,0,280
L1912-01710,MASSÉ,Jean-Daniel,MALE,medium,masculine_forename,european_french,european,1872,justice_law,3,1642,2,280
L1912-01711,MASSÉ,Louis,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1865,justice_law,1,495,0,280
L1912-01712,MASSELOT,,UNKNOWN,,,european_french,european,1867,administration,2,555,0,280
L1912-01713,MASSIGAULT,Justin,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,education_science,0,4244,0,280
L1912-01717,MATHIEU,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1868,,2,533,0,281
L1912-01718,MATHIEU,Gustave,MALE,medium,masculine_forename,unknown,unknown,1842,justice_law,1,347,0,282
L1912-01720,MATTEI,Aétius,UNKNOWN,,,unknown,unknown,1861,,3,665,0,282
L1912-01721,MATTÉI,César,MALE,medium,masculine_forename,unknown,unknown,1860,,1,191,0,282
L1912-01722,MATTEI,Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1854,finance_banking,1,199,0,282
L1912-01723,MATTEIS,Albert DE,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1869,justice_law,2,289,0,282
L1912-01724,MAUBACQ,Henri-Ernëst-Louis,MALE,medium,masculine_forename,european_french,european,1852,justice_law,1,360,2,282
L1912-01725,MAUGER,Félicien-Henri,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1870,education_science,0,182,0,283
L1912-01726,M AURAS,Félix,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1858,,3,287,0,283
L1912-01728,MAURIN,Georges-ConstanHoachim,MALE,medium,masculine_forename,european_french,european,1870,military,2,768,0,283
L1912-01729,M A U R Y,Armand-Pierre-Louis-JeanBaptisle,MALE,medium,masculine_forename,european_french,european,1871,agriculture,1,488,0,283
L1912-01731,MAZET,Antoine-Antonin,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,justice_law,1,230,0,283
L1912-01732,MAZET,Pierre,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,justice_law,1,396,2,283
L1912-01733,MAZIËRES,Marc-Alfred DE,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1875,transport_maritime,3,2121,1,284
L1912-01734,MAZOYER,Emile,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1863,military,2,614,0,284
L1912-01736,MEARY,,MALE,medium,masculine_occupation,european_french,european,1879,,0,493,0,284
L1912-01738,MECHIRKI,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1885,administration,0,944,2,284
L1912-01743,MÉDINA,,UNKNOWN,,,european_italian,european,1860,diplomacy,1,1313,0,286
L1912-01750,MEINIER,Marius-Emile-Louis,MALE,medium,masculine_forename,unknown,unknown,1870,finance_banking,1,184,0,286
L1912-01757,MÊME,René,MALE,medium,masculine_forename,unknown,unknown,1864,administration,0,317,0,287
L1912-01758,MÉNAGE,,UNKNOWN,,,unknown,unknown,,,1,145,0,287
L1912-01759,MENATTI,Atlilio,MALE,medium,masculine_occupation,european_italian,european,1861,medicine_health,2,285,0,287
L1912-01762,MENOTTI,Antoine,MALE,medium,masculine_forename,unknown,unknown,1847,,1,221,1,287
L1912-01763,MENSOUR,,UNKNOWN,,,unknown,unknown,1833,commerce,0,83,0,287
L1912-01764,MENSOUR,,UNKNOWN,,,unknown,unknown,1863,commerce,0,71,0,287
L1912-01765,MENVIELLE,Jean,MALE,medium,masculine_forename,unknown,unknown,1872,medicine_health,2,585,0,287
L1912-01773,MERCIER,François,MALE,medium,masculine_forename,european_french,european,1871,administration,1,403,0,288
L1912-01774,MERCIER,Norbert,MALE,medium,masculine_forename,unknown,unknown,,commerce,2,459,0,288
L1912-01775,MERLIN,Alfred-Maurice-Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1876,,2,535,1,288
L1912-01784,METLAOUI-GARE,V. Philippe - Thomas.,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,engineering_architecture,0,805,0,288
L1912-01788,MICHAUD,,MALE,medium,masculine_occupation,unknown,unknown,,engineering_architecture,0,220,0,289
L1912-01790,MICHAUX,Lucien,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1868,military,4,576,0,289
L1912-01791,MICHAUX,René,MALE,medium,masculine_forename,european_french,european,1879,,1,356,0,289
L1912-01792,MICHEL,Edmond - François-Richard,MALE,medium,masculine_forename,european_french,european,1872,administration,2,875,0,289
L1912-01795,MIFSUD,Hector,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1878,justice_law,0,314,0,290
L1912-01797,MILLET,René,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,0,3818,0,290
L1912-01798,MILLOUD,Henry-Claudius,MALE,medium,masculine_forename,european_french,european,1870,education_science,1,352,1,290
L1912-01799,MINANGOIN,Narcisse,MALE,medium,masculine_forename,european_french,european,1848,administration,2,1201,0,291
L1912-01800,MINCK,Olto-Henrik,MALE,medium,masculine_occupation,european_other,european,1871,diplomacy,1,291,0,291
L1912-01802,MINICONI,Jérôme-Henry,MALE,medium,masculine_forename,european_french,european,1861,justice_law,2,389,0,292
L1912-01806,MIRANDE,,UNKNOWN,,,unknown,unknown,1861,,2,645,1,292
L1912-01807,MIRANDE,Jules,MALE,medium,masculine_forename,unknown,unknown,,military,1,203,0,292
L1912-01808,MOATTI,,UNKNOWN,,,unknown,unknown,1865,commerce,1,289,0,292
L1912-01809,MOATTI,Siméon,MALE,medium,masculine_forename,unknown,unknown,1860,commerce,0,64,0,292
L1912-01810,MOCQOERIS,,MALE,medium,masculine_occupation,european_french,european,1865,engineering_architecture,3,479,0,292
L1912-01811,MOCQUERYS,Georges,MALE,medium,masculine_forename,european_french,european,1865,medicine_health,1,975,2,292
L1912-01812,MODIGLIANI,,MALE,medium,masculine_occupation,european_italian,european,1877,commerce,1,558,0,293
L1912-01814,MOHAMED-BEY,,UNKNOWN,,,tunisian_muslim,tunisian,,,0,281,0,293
L1912-01815,MOHAMED EL HADI-BEY,,UNKNOWN,,,tunisian_muslim,tunisian,,,4,666,0,293
L1912-01820,MOLCO,Emile,MALE,medium,masculine_forename,tunisian_jewish,tunisian,,,1,753,0,293
L1912-01821,MOLINARI,César,MALE,medium,masculine_forename,unknown,unknown,1852,administration,1,196,0,293
L1912-01822,MOLINARI,Philippe-Antoine,MALE,medium,masculine_forename,european_french,european,1859,administration,1,325,0,293
L1912-01823,MOLINIER,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1873,religion,1,455,0,293
L1912-01825,MONCHICOURT,Charles-Félix,MALE,medium,masculine_forename,european_french,european,1873,administration,3,754,0,294
L1912-01828,MONTEFIORE,Lucien,MALE,medium,masculine_forename,european_italian,european,1881,medicine_health,1,409,0,294
L1912-01830,MONTIGNANT,,UNKNOWN,,,european_french,european,1866,,2,1292,0,295
L1912-01831,MONT-LOUIS,Paul-Louis-Mars,MALE,medium,masculine_forename,unknown,unknown,,agriculture,0,1513,0,295
L1912-01833,MORALY,,UNKNOWN,,,tunisian_muslim,tunisian,1879,press_letters_arts,0,353,0,295
L1912-01834,MOREL,,MALE,medium,masculine_occupation,european_french,european,1868,education_science,0,131,0,295
L1912-01835,MORELLI,Alphonse,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1877,military,0,390,1,295
L1912-01836,MORELLI,Joseph,MALE,medium,masculine_forename,unknown,unknown,1863,politics_native_admin,1,156,0,295
L1912-01837,MORENO,Raffaelo,UNKNOWN,,,tunisian_jewish,tunisian,1844,commerce,1,612,0,296
L1912-01838,MORENO,Ugo,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1875,justice_law,2,602,0,296
L1912-01839,MORIN,Maurice,MALE,medium,masculine_forename,european_french,european,1856,administration,4,420,0,296
L1912-01840,MORIN,René-Alfred,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,engineering_architecture,0,944,1,296
L1912-01841,MORIZOT,Albert-Henri,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,justice_law,1,823,0,296
L1912-01842,MORNAG,HAUT-,UNKNOWN,,,unknown,unknown,,,0,563,0,296
L1912-01844,MORPURGO,Léonidas,MALE,medium,masculine_forename,european_italian,european,1863,medicine_health,2,1494,1,296
L1912-01846,MOSTAFA,,UNKNOWN,,,unknown,unknown,1833,commerce,0,85,0,297
L1912-01847,MOTTE-DARIÉS,DE LA,MALE,medium,masculine_occupation,unknown,unknown,,military,0,173,0,297
L1912-01849,MOUCHARD,Louis-Marie-Lucien-Vicor,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1871,,3,456,0,297
L1912-01851,MOULARD,Eugène,MALE,medium,masculine_forename,european_french,european,1877,justice_law,0,330,0,297
L1912-01854,MOURGNOT,Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1873,engineering_architecture,2,246,0,297
L1912-01855,MOUSSARD,Georges,MALE,medium,masculine_forename,european_french,european,1868,justice_law,2,284,0,297
L1912-01857,MOUTET,Louis-Victor-Maxime,MALE,medium,masculine_forename,european_french,european,1867,medicine_health,2,1025,0,298
L1912-01862,MUCCHIELI,Félix-Antoine,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1865,administration,1,538,0,299
L1912-01865,MULGEY,Benoît,MALE,medium,masculine_forename,european_french,european,1875,administration,0,655,0,299
L1912-01868,MURACCIOLE,Valentin,MALE,medium,masculine_forename,unknown,unknown,1865,administration,1,248,0,299
L1912-01869,MURACCIOLI,Paul,MALE,medium,masculine_forename,european_french,european,1879,,1,345,0,299
L1912-01870,MUSCAT fils,C,UNKNOWN,,,unknown,unknown,1866,industry_crafts,0,454,0,299
L1912-01872,MUSSALI,,UNKNOWN,,,unknown,unknown,1857,administration,2,320,0,300
L1912-01875,MUSY,Jean-Elisée,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1854,education_science,0,407,1,300
L1912-01878,NABETH,Sauveur,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1871,military,0,413,0,301
L1912-01880,NADAL,Paul-Georges,MALE,medium,masculine_forename,european_french,european,1867,military,1,690,0,301
L1912-01882,NAIAC,Gustave-Pierre-Antoine,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1876,education_science,1,501,0,301
L1912-01885,NATAF,Elie,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1888,justice_law,0,173,0,301
L1912-01892,NÈGRE,CAP-,UNKNOWN,,,unknown,unknown,,mining,1,570,0,302
L1912-01893,NEGRONI,Vital,MALE,medium,masculine_forename,european_french,european,1862,,1,505,0,302
L1912-01896,NESTLER,Charles-Herniann,MALE,medium,masculine_forename,european_other,european,1852,military,0,963,0,303
L1912-01899,NICHAN-EL-AHIÏD-EL-AMAN,,UNKNOWN,,,tunisian_muslim,tunisian,,military,3,3499,0,303
L1912-01900,NICOLAS,Alfred,MALE,medium,masculine_forename,unknown,unknown,1807,,2,868,0,304
L1912-01901,NICOLAS,Armand,MALE,medium,masculine_forename,european_french,european,1863,,2,143,0,304
L1912-01902,NICOLAS,Louis-Emile-Lazare,MALE,medium,masculine_forename,european_french,european,1849,,1,6278,0,304
L1912-01903,NICOLE,Gustave,MALE,medium,masculine_forename,unknown,unknown,1866,finance_banking,2,1025,0,305
L1912-01904,NICOLLE,Charles-Jules-Henri,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1861,religion,0,230,0,306
L1912-01905,NICOUD,Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1881,education_science,1,503,0,306
L1912-01906,NIEWENGLOWSKI,Gaston-Henri,MALE,medium,masculine_forename,european_french,european,1871,,3,2805,1,306
L1912-01907,NISARD,Sion,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1868,justice_law,0,152,0,306
L1912-01909,NORO,Jean,MALE,medium,masculine_forename,unknown,unknown,,press_letters_arts,3,1241,0,307
L1912-01912,NOVAK,Nicolo,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1853,diplomacy,3,662,0,307
L1912-01921,OLIVIER,Paul-Louis-Joseph,MALE,medium,masculine_forename,european_french,european,1863,military,3,1124,0,311
L1912-01923,OMESSA,Pierre,MALE,medium,masculine_forename,european_french,european,1859,military,4,704,0,312
L1912-01927,ORDINAIRE,Maurice,MALE,medium,masculine_forename,unknown,unknown,1862,military,2,738,0,313
L1912-01930,ORLIAC,Jean,MALE,medium,masculine_forename,unknown,unknown,1861,military,3,489,1,314
L1912-01931,ORTONA,Cesare,MALE,medium,masculine_occupation,european_italian,european,1906,medicine_health,0,206,0,314
L1912-01932,OSMAN,Mustapha,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1861,politics_native_admin,2,686,0,314
L1912-01933,OSTROWSKI,Wladyslas-Pierre,MALE,medium,masculine_forename,european_other,european,1864,industry_crafts,0,314,0,314
L1912-01934,OTTAVY,Octave,MALE,medium,masculine_forename,european_french,european,1867,industry_crafts,3,886,0,314
L1912-01983,OUZIEL,Clément,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1867,,2,461,1,317
L1912-01985,PACE,Mario,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1863,diplomacy,1,309,0,318
L1912-01987,PACHIS,Evangelos,UNKNOWN,,,unknown,unknown,1875,medicine_health,1,291,0,318
L1912-01989,PADOVANI,Pierre,MALE,medium,masculine_forename,unknown,unknown,1869,transport_maritime,0,956,0,318
L1912-01990,PAILHÉ,Jules,MALE,medium,masculine_forename,unknown,unknown,1873,justice_law,1,440,0,318
L1912-01993,PAOLI,Jean,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1865,justice_law,3,829,0,319
L1912-01994,PARIENTE,Seintob,UNKNOWN,,,tunisian_jewish,tunisian,1869,administration,0,742,0,319
L1912-01995,PASCAL,,UNKNOWN,,,unknown,unknown,,agriculture,0,153,0,319
L1912-01996,PASQUIER,Maurice,MALE,medium,masculine_forename,european_french,european,1868,administration,3,544,0,319
L1912-01997,PASSEZ,Arnold,MALE,medium,masculine_forename,european_french,european,1871,,1,388,0,319
L1912-01998,PASTORET,,UNKNOWN,,,unknown,unknown,1852,administration,1,209,0,319
L1912-01999,PASTOUR,,UNKNOWN,,,unknown,unknown,,medicine_health,0,545,0,319
L1912-02000,PATEL,Hermann,MALE,medium,masculine_forename,european_french,european,1853,justice_law,1,300,0,319
L1912-02002,PATOU,Louis-Frédéric-Juies,MALE,medium,masculine_forename,european_french,european,1865,education_science,1,881,1,319
L1912-02003,PATRIARCHE,Albert,MALE,medium,masculine_forename,unknown,unknown,1865,,3,468,0,320
